EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2007,National,Canada,,,Overall,Full-Time,171,107,64,12,7,5,,,,2,1,1
Provincial Aerospace Ltd.,2007,National,Canada,0,,Middle and Other Managers,Full-Time,8,4,4,,,,,,,,,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Professionals,Full-Time,7,5,2,,,,,,,,,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,41,37,4,1,,1,,,,1,1,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Supervisors,Full-Time,2,1,1,,,,,,,,,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,24,24,,,,,,,,,,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Clerical Personnel,Full-Time,16,5,11,,,,,,,,,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,41,4,37,4,,4,,,,,,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,26,23,3,7,7,,,,,1,,1
Provincial Aerospace Ltd.,2007,National,Canada,0,,Other Sales and Service Personnel,Full-Time,3,1,2,,,,,,,,,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Other Manual Workers,Full-Time,3,3,,,,,,,,,,
Provincial Aerospace Ltd.,2007,National,Canada,,,Overall,Part-Time,7,,7,1,,1,,,,,,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Intermediate Sales and Service Personnel,Part-Time,6,,6,1,,1,,,,,,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Other Sales and Service Personnel,Part-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,151,94,57,12,7,5,,,,1,1,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Middle and Other Managers,Full-Time,8,4,4,,,,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Professionals,Full-Time,7,5,2,,,,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Full-Time,33,30,3,1,,1,,,,1,1,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Supervisors,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Skilled Crafts and Trades Workers,Full-Time,22,22,,,,,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Clerical Personnel,Full-Time,16,5,11,,,,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Full-Time,37,3,34,4,,4,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Semi-Skilled Manual Workers,Full-Time,22,20,2,7,7,,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Other Sales and Service Personnel,Full-Time,2,1,1,,,,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Other Manual Workers,Full-Time,3,3,,,,,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,7,,7,1,,1,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Part-Time,6,,6,1,,1,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Other Sales and Service Personnel,Part-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2007,National,Canada,,,Overall,Full-Time,567,406,161,5,4,1,3,2,1,81,53,28
Jazz Aviation L.P.,2007,National,Canada,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,7,6,1,,,,,,,1,1,
Jazz Aviation L.P.,2007,National,Canada,4811,Scheduled Air Transportation,Professionals,Full-Time,11,9,2,,,,,,,4,4,
Jazz Aviation L.P.,2007,National,Canada,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,285,248,37,1,1,,2,2,,23,20,3
Jazz Aviation L.P.,2007,National,Canada,4811,Scheduled Air Transportation,Supervisors,Full-Time,4,4,,,,,,,,,,
Jazz Aviation L.P.,2007,National,Canada,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,5,4,1,,,,,,,1,1,
