EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2007,National,Canada,,,Overall,Full-Time,169,91,78,13,7,6,,,,2,1,1
Provincial Aerospace Ltd.,2007,National,Canada,0,,Middle and Other Managers,Full-Time,10,7,3,,,,,,,1,1,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Professionals,Full-Time,11,9,2,,,,,,,,,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,34,27,7,3,2,1,,,,,,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Supervisors,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,2,,2,1,,1,,,,,,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,18,17,1,,,,,,,,,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Clerical Personnel,Full-Time,11,4,7,1,1,,,,,,,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,52,1,51,4,,4,,,,,,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,22,18,4,4,4,,,,,1,,1
Provincial Aerospace Ltd.,2007,National,Canada,0,,Other Sales and Service Personnel,Full-Time,2,1,1,,,,,,,,,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Other Manual Workers,Full-Time,5,5,,,,,,,,,,
Provincial Aerospace Ltd.,2007,National,Canada,,,Overall,Part-Time,12,1,11,1,,1,,,,1,1,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Semi-Professionals and Technicians,Part-Time,2,1,1,,,,,,,1,1,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Intermediate Sales and Service Personnel,Part-Time,9,,9,1,,1,,,,,,
Provincial Aerospace Ltd.,2007,National,Canada,0,,Semi-Skilled Manual Workers,Part-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,156,82,74,13,7,6,,,,1,1,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Middle and Other Managers,Full-Time,10,7,3,,,,,,,1,1,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Professionals,Full-Time,10,8,2,,,,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Full-Time,30,24,6,3,2,1,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Supervisors,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Supervisors: Crafts and Trades,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Administrative and Senior Clerical Personnel,Full-Time,2,,2,1,,1,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Skilled Crafts and Trades Workers,Full-Time,17,16,1,,,,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Clerical Personnel,Full-Time,10,4,6,1,1,,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Full-Time,50,,50,4,,4,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Semi-Skilled Manual Workers,Full-Time,18,15,3,4,4,,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Other Sales and Service Personnel,Full-Time,2,1,1,,,,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Other Manual Workers,Full-Time,5,5,,,,,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,12,1,11,1,,1,,,,1,1,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Part-Time,2,1,1,,,,,,,1,1,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Part-Time,9,,9,1,,1,,,,,,
Provincial Aerospace Ltd.,2007,Provincial,Newfoundland and Labrador,0,,Semi-Skilled Manual Workers,Part-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2007,National,Canada,,,Overall,Full-Time,309,231,78,5,3,2,1,1,,24,15,9
Jazz Aviation L.P.,2007,National,Canada,4811,Scheduled Air Transportation,Senior Managers,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2007,National,Canada,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,3,1,2,,,,,,,,,
Jazz Aviation L.P.,2007,National,Canada,4811,Scheduled Air Transportation,Professionals,Full-Time,6,4,2,,,,,,,1,1,
Jazz Aviation L.P.,2007,National,Canada,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,171,159,12,3,2,1,1,1,,6,5,1
Jazz Aviation L.P.,2007,National,Canada,4811,Scheduled Air Transportation,Supervisors,Full-Time,6,4,2,,,,,,,1,1,
Jazz Aviation L.P.,2007,National,Canada,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,2,2,,,,,,,,1,1,
Jazz Aviation L.P.,2007,National,Canada,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,28,27,1,1,1,,,,,4,4,
Jazz Aviation L.P.,2007,National,Canada,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,18,13,5,,,,,,,6,3,3
Jazz Aviation L.P.,2007,National,Canada,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,60,16,44,,,,,,,4,,4
Jazz Aviation L.P.,2007,National,Canada,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,14,4,10,1,,1,,,,1,,1
Jazz Aviation L.P.,2007,National,Canada,,,Overall,Part-Time,46,20,26,,,,,,,3,2,1
Jazz Aviation L.P.,2007,National,Canada,4811,Scheduled Air Transportation,Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2007,National,Canada,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,29,6,23,,,,,,,2,1,1
Jazz Aviation L.P.,2007,National,Canada,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,16,14,2,,,,,,,1,1,
Jazz Aviation L.P.,2007,Provincial,Ontario,,,Overall,Full-Time,121,94,27,3,3,,,,,12,9,3
Jazz Aviation L.P.,2007,Provincial,Ontario,4811,Scheduled Air Transportation,Senior Managers,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2007,Provincial,Ontario,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2007,Provincial,Ontario,4811,Scheduled Air Transportation,Professionals,Full-Time,1,1,,,,,,,,1,1,
Jazz Aviation L.P.,2007,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,63,62,1,2,2,,,,,3,3,
Jazz Aviation L.P.,2007,Provincial,Ontario,4811,Scheduled Air Transportation,Supervisors,Full-Time,3,1,2,,,,,,,,,
Jazz Aviation L.P.,2007,Provincial,Ontario,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,1,1,,,,,,,,1,1,
Jazz Aviation L.P.,2007,Provincial,Ontario,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,12,11,1,1,1,,,,,2,2,
Jazz Aviation L.P.,2007,Provincial,Ontario,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,8,7,1,,,,,,,3,2,1
Jazz Aviation L.P.,2007,Provincial,Ontario,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,27,7,20,,,,,,,2,,2
Jazz Aviation L.P.,2007,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,4,2,2,,,,,,,,,
Jazz Aviation L.P.,2007,Provincial,Ontario,,,Overall,Part-Time,6,2,4,,,,,,,2,1,1
Jazz Aviation L.P.,2007,Provincial,Ontario,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,6,2,4,,,,,,,2,1,1
Jazz Aviation L.P.,2007,Provincial,Québec,,,Overall,Full-Time,84,62,22,1,,1,,,,3,2,1
Jazz Aviation L.P.,2007,Provincial,Québec,4811,Scheduled Air Transportation,Professionals,Full-Time,2,1,1,,,,,,,,,
