EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,PEAKEMPLOYEECOUNT,PERMFULLTIMECOUNT,PERMPARTTIMECOUNT,TEMPCOUNT,CANADACOUNT
1641-9749 Québec Inc (Inactive),2002,National,Canada,0,,,293,41,0,334
1641-9749 Québec Inc (Inactive),2002,National,Canada,456,Truck Transport Industries,335,,,,
1641-9749 Québec Inc (Inactive),2002,Provincial,Ontario,0,,,,,,
1641-9749 Québec Inc (Inactive),2002,Provincial,Québec,0,,335,,,,
1641-9749 Québec Inc (Inactive),2002,Provincial,Nova Scotia,0,,,,,,
1641-9749 Québec Inc (Inactive),2002,Provincial,New Brunswick,0,,,,,,
1641-9749 Québec Inc (Inactive),2002,Provincial,Manitoba,0,,,,,,
1641-9749 Québec Inc (Inactive),2002,Provincial,British Columbia,0,,,,,,
1641-9749 Québec Inc (Inactive),2002,Provincial,Prince Edward Island,0,,,,,,
1641-9749 Québec Inc (Inactive),2002,Provincial,Saskatchewan,0,,,,,,
1641-9749 Québec Inc (Inactive),2002,Provincial,Alberta,0,,,,,,
1641-9749 Québec Inc (Inactive),2002,Provincial,Newfoundland and Labrador,0,,,,,,
1641-9749 Québec Inc (Inactive),2002,Provincial,Yukon,0,,,,,,
1641-9749 Québec Inc (Inactive),2002,Provincial,Northwest Territories,0,,,,,,
1641-9749 Québec Inc (Inactive),2002,Provincial,Nunavut,0,,,,,,
1641-9749 Québec Inc (Inactive),2002,CMA,Calgary,0,,,,,,
1641-9749 Québec Inc (Inactive),2002,CMA,Edmonton,0,,,,,,
1641-9749 Québec Inc (Inactive),2002,CMA,Halifax,0,,,,,,
1641-9749 Québec Inc (Inactive),2002,CMA,Montréal,0,,300,,,,
1641-9749 Québec Inc (Inactive),2002,CMA,Regina,0,,,,,,
1641-9749 Québec Inc (Inactive),2002,CMA,Toronto,0,,,,,,
1641-9749 Québec Inc (Inactive),2002,CMA,Vancouver,0,,,,,,
1641-9749 Québec Inc (Inactive),2002,CMA,Winnipeg,0,,,,,,
4186397 Canada Inc.,2002,National,Canada,0,,,849,92,0,941
4186397 Canada Inc.,2002,National,Canada,456,Truck Transport Industries,1022,,,,
4186397 Canada Inc.,2002,Provincial,Ontario,0,,13,,,,
4186397 Canada Inc.,2002,Provincial,Québec,0,,,,,,
4186397 Canada Inc.,2002,Provincial,Nova Scotia,0,,,,,,
4186397 Canada Inc.,2002,Provincial,New Brunswick,0,,,,,,
4186397 Canada Inc.,2002,Provincial,Manitoba,0,,58,,,,
4186397 Canada Inc.,2002,Provincial,British Columbia,0,,407,,,,
4186397 Canada Inc.,2002,Provincial,Prince Edward Island,0,,,,,,
4186397 Canada Inc.,2002,Provincial,Saskatchewan,0,,28,,,,
4186397 Canada Inc.,2002,Provincial,Alberta,0,,513,,,,
4186397 Canada Inc.,2002,Provincial,Newfoundland and Labrador,0,,,,,,
4186397 Canada Inc.,2002,Provincial,Yukon,0,,3,,,,
4186397 Canada Inc.,2002,Provincial,Northwest Territories,0,,,,,,
4186397 Canada Inc.,2002,Provincial,Nunavut,0,,,,,,
4186397 Canada Inc.,2002,CMA,Calgary,0,,272,,,,
4186397 Canada Inc.,2002,CMA,Edmonton,0,,199,,,,
4186397 Canada Inc.,2002,CMA,Halifax,0,,,,,,
4186397 Canada Inc.,2002,CMA,Montréal,0,,,,,,
4186397 Canada Inc.,2002,CMA,Regina,0,,15,,,,
4186397 Canada Inc.,2002,CMA,Toronto,0,,13,,,,
4186397 Canada Inc.,2002,CMA,Vancouver,0,,264,,,,
4186397 Canada Inc.,2002,CMA,Winnipeg,0,,58,,,,
591182 Ontario Ltd.,2002,National,Canada,0,,,274,52,0,326
591182 Ontario Ltd.,2002,National,Canada,456,Truck Transport Industries,326,,,,
591182 Ontario Ltd.,2002,Provincial,Ontario,0,,326,,,,
591182 Ontario Ltd.,2002,Provincial,Québec,0,,,,,,
591182 Ontario Ltd.,2002,Provincial,Nova Scotia,0,,,,,,
591182 Ontario Ltd.,2002,Provincial,New Brunswick,0,,,,,,
591182 Ontario Ltd.,2002,Provincial,Manitoba,0,,,,,,
591182 Ontario Ltd.,2002,Provincial,British Columbia,0,,,,,,
591182 Ontario Ltd.,2002,Provincial,Prince Edward Island,0,,,,,,
591182 Ontario Ltd.,2002,Provincial,Saskatchewan,0,,,,,,
591182 Ontario Ltd.,2002,Provincial,Alberta,0,,,,,,
591182 Ontario Ltd.,2002,Provincial,Newfoundland and Labrador,0,,,,,,
591182 Ontario Ltd.,2002,Provincial,Yukon,0,,,,,,
591182 Ontario Ltd.,2002,Provincial,Northwest Territories,0,,,,,,
591182 Ontario Ltd.,2002,Provincial,Nunavut,0,,,,,,
591182 Ontario Ltd.,2002,CMA,Calgary,0,,,,,,
591182 Ontario Ltd.,2002,CMA,Edmonton,0,,,,,,
591182 Ontario Ltd.,2002,CMA,Halifax,0,,,,,,
591182 Ontario Ltd.,2002,CMA,Montréal,0,,,,,,
591182 Ontario Ltd.,2002,CMA,Regina,0,,,,,,
591182 Ontario Ltd.,2002,CMA,Toronto,0,,10,,,,
591182 Ontario Ltd.,2002,CMA,Vancouver,0,,,,,,
591182 Ontario Ltd.,2002,CMA,Winnipeg,0,,,,,,
682439 Ontario Inc. (inactive),2002,National,Canada,0,,,179,38,1,218
682439 Ontario Inc. (inactive),2002,National,Canada,456,Truck Transport Industries,221,,,,
682439 Ontario Inc. (inactive),2002,Provincial,Ontario,0,,220,,,,
682439 Ontario Inc. (inactive),2002,Provincial,Québec,0,,,,,,
682439 Ontario Inc. (inactive),2002,Provincial,Nova Scotia,0,,,,,,
682439 Ontario Inc. (inactive),2002,Provincial,New Brunswick,0,,,,,,
682439 Ontario Inc. (inactive),2002,Provincial,Manitoba,0,,,,,,
682439 Ontario Inc. (inactive),2002,Provincial,British Columbia,0,,,,,,
682439 Ontario Inc. (inactive),2002,Provincial,Prince Edward Island,0,,,,,,
682439 Ontario Inc. (inactive),2002,Provincial,Saskatchewan,0,,,,,,
682439 Ontario Inc. (inactive),2002,Provincial,Alberta,0,,,,,,
682439 Ontario Inc. (inactive),2002,Provincial,Newfoundland and Labrador,0,,1,,,,
682439 Ontario Inc. (inactive),2002,Provincial,Yukon,0,,,,,,
682439 Ontario Inc. (inactive),2002,Provincial,Northwest Territories,0,,,,,,
682439 Ontario Inc. (inactive),2002,Provincial,Nunavut,0,,,,,,
682439 Ontario Inc. (inactive),2002,CMA,Calgary,0,,,,,,
682439 Ontario Inc. (inactive),2002,CMA,Edmonton,0,,,,,,
682439 Ontario Inc. (inactive),2002,CMA,Halifax,0,,,,,,
682439 Ontario Inc. (inactive),2002,CMA,Montréal,0,,,,,,
682439 Ontario Inc. (inactive),2002,CMA,Regina,0,,,,,,
682439 Ontario Inc. (inactive),2002,CMA,Toronto,0,,,,,,
682439 Ontario Inc. (inactive),2002,CMA,Vancouver,0,,,,,,
682439 Ontario Inc. (inactive),2002,CMA,Winnipeg,0,,,,,,
A.J. Bus Lines Ltd.,2002,National,Canada,0,,,31,96,40,167
A.J. Bus Lines Ltd.,2002,National,Canada,457,Public Passenger Transit Systems Industries,168,,,,
A.J. Bus Lines Ltd.,2002,Provincial,Ontario,0,,168,,,,
A.J. Bus Lines Ltd.,2002,Provincial,Québec,0,,,,,,
A.J. Bus Lines Ltd.,2002,Provincial,Nova Scotia,0,,,,,,
A.J. Bus Lines Ltd.,2002,Provincial,New Brunswick,0,,,,,,
A.J. Bus Lines Ltd.,2002,Provincial,Manitoba,0,,,,,,
A.J. Bus Lines Ltd.,2002,Provincial,British Columbia,0,,,,,,
A.J. Bus Lines Ltd.,2002,Provincial,Prince Edward Island,0,,,,,,
A.J. Bus Lines Ltd.,2002,Provincial,Saskatchewan,0,,,,,,
A.J. Bus Lines Ltd.,2002,Provincial,Alberta,0,,,,,,
A.J. Bus Lines Ltd.,2002,Provincial,Newfoundland and Labrador,0,,,,,,
A.J. Bus Lines Ltd.,2002,Provincial,Yukon,0,,,,,,
A.J. Bus Lines Ltd.,2002,Provincial,Northwest Territories,0,,,,,,
A.J. Bus Lines Ltd.,2002,Provincial,Nunavut,0,,,,,,
A.J. Bus Lines Ltd.,2002,CMA,Calgary,0,,,,,,
A.J. Bus Lines Ltd.,2002,CMA,Edmonton,0,,,,,,
A.J. Bus Lines Ltd.,2002,CMA,Halifax,0,,,,,,
A.J. Bus Lines Ltd.,2002,CMA,Montréal,0,,,,,,
A.J. Bus Lines Ltd.,2002,CMA,Regina,0,,,,,,
A.J. Bus Lines Ltd.,2002,CMA,Toronto,0,,,,,,
A.J. Bus Lines Ltd.,2002,CMA,Vancouver,0,,,,,,
A.J. Bus Lines Ltd.,2002,CMA,Winnipeg,0,,,,,,
Access Communications Co-operative Limited,2002,National,Canada,0,,,120,55,0,175
Access Communications Co-operative Limited,2002,National,Canada,481,Telecommunication Broadcasting Industries,175,,,,
Access Communications Co-operative Limited,2002,Provincial,Ontario,0,,,,,,
Access Communications Co-operative Limited,2002,Provincial,Québec,0,,,,,,
Access Communications Co-operative Limited,2002,Provincial,Nova Scotia,0,,,,,,
Access Communications Co-operative Limited,2002,Provincial,New Brunswick,0,,,,,,
Access Communications Co-operative Limited,2002,Provincial,Manitoba,0,,,,,,
Access Communications Co-operative Limited,2002,Provincial,British Columbia,0,,,,,,
Access Communications Co-operative Limited,2002,Provincial,Prince Edward Island,0,,,,,,
Access Communications Co-operative Limited,2002,Provincial,Saskatchewan,0,,175,,,,
Access Communications Co-operative Limited,2002,Provincial,Alberta,0,,,,,,
Access Communications Co-operative Limited,2002,Provincial,Newfoundland and Labrador,0,,,,,,
Access Communications Co-operative Limited,2002,Provincial,Yukon,0,,,,,,
Access Communications Co-operative Limited,2002,Provincial,Northwest Territories,0,,,,,,
Access Communications Co-operative Limited,2002,Provincial,Nunavut,0,,,,,,
Access Communications Co-operative Limited,2002,CMA,Calgary,0,,,,,,
Access Communications Co-operative Limited,2002,CMA,Edmonton,0,,,,,,
Access Communications Co-operative Limited,2002,CMA,Halifax,0,,,,,,
Access Communications Co-operative Limited,2002,CMA,Montréal,0,,,,,,
Access Communications Co-operative Limited,2002,CMA,Regina,0,,175,,,,
Access Communications Co-operative Limited,2002,CMA,Toronto,0,,,,,,
Access Communications Co-operative Limited,2002,CMA,Vancouver,0,,,,,,
Access Communications Co-operative Limited,2002,CMA,Winnipeg,0,,,,,,
Acro Aerospace Inc.,2002,National,Canada,0,,,137,4,0,141
