Provincial Aerospace Ltd.,2018,National,Canada,,,Overall,Full-Time,199,114,85,21,5,16,4,3,1,7,4,3
Provincial Aerospace Ltd.,2018,National,Canada,4811,Scheduled Air Transportation,Senior Managers,Full-Time,4,3,1,,,,,,,,,
Provincial Aerospace Ltd.,2018,National,Canada,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,13,7,6,,,,,,,1,1,
Provincial Aerospace Ltd.,2018,National,Canada,4811,Scheduled Air Transportation,Professionals,Full-Time,23,17,6,,,,,,,2,,2
Provincial Aerospace Ltd.,2018,National,Canada,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,38,30,8,3,1,2,1,1,,3,3,
Provincial Aerospace Ltd.,2018,National,Canada,4811,Scheduled Air Transportation,Supervisors,Full-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2018,National,Canada,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2018,National,Canada,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,7,1,6,,,,,,,,,
Provincial Aerospace Ltd.,2018,National,Canada,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,12,11,1,1,1,,,,,,,
Provincial Aerospace Ltd.,2018,National,Canada,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,17,9,8,1,1,,1,1,,,,
Provincial Aerospace Ltd.,2018,National,Canada,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,49,8,41,13,2,11,1,,1,1,,1
Provincial Aerospace Ltd.,2018,National,Canada,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,7,6,1,,,,,,,,,
Provincial Aerospace Ltd.,2018,National,Canada,4811,Scheduled Air Transportation,Other Sales and Service Personnel,Full-Time,2,,2,2,,2,,,,,,
