Provincial Aerospace Ltd.,2019,Full-Time,National,Canada,,,Overall,1031,706,325,71,43,28,5,2,3,36,26,10
Provincial Aerospace Ltd.,2019,Full-Time,National,Canada,4811,Scheduled Air Transportation,"Under $15,000",1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2019,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 15,000 - $19,999",2,1,1,,,,,,,1,,1
Provincial Aerospace Ltd.,2019,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 25,000 - $29,999",52,13,39,10,2,8,1,,1,2,,2
Provincial Aerospace Ltd.,2019,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 30,000 - $34,999",83,31,52,9,5,4,2,1,1,4,1,3
Provincial Aerospace Ltd.,2019,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 35,000 - $37,499",62,32,30,8,4,4,,,,3,3,
Provincial Aerospace Ltd.,2019,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 37,500 - $39,999",54,23,31,5,3,2,,,,,,
Provincial Aerospace Ltd.,2019,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 40,000 - $44,999",119,79,40,5,3,2,,,,10,9,1
Provincial Aerospace Ltd.,2019,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 45,000 - $49,999",86,58,28,5,4,1,1,,1,1,1,
Provincial Aerospace Ltd.,2019,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 50,000 - $59,999",98,69,29,6,2,4,1,1,,6,5,1
Provincial Aerospace Ltd.,2019,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 60,000 - $69,999",92,70,22,6,3,3,,,,1,1,
Provincial Aerospace Ltd.,2019,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 70,000 - $84,999",156,133,23,6,6,,,,,2,1,1
Provincial Aerospace Ltd.,2019,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 85,000 - $99,999",111,96,15,4,4,,,,,3,2,1
Provincial Aerospace Ltd.,2019,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$100,000 and over",115,101,14,7,7,,,,,3,3,
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Nova Scotia,,,Overall,136,114,22,,,,,,,7,7,
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 15,000 - $19,999",1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 25,000 - $29,999",1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 30,000 - $34,999",4,1,3,,,,,,,,,
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 35,000 - $37,499",6,4,2,,,,,,,,,
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 37,500 - $39,999",4,3,1,,,,,,,,,
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 40,000 - $44,999",12,11,1,,,,,,,1,1,
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 45,000 - $49,999",4,2,2,,,,,,,,,
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 50,000 - $59,999",19,15,4,,,,,,,3,3,
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 60,000 - $69,999",13,10,3,,,,,,,,,
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 70,000 - $84,999",23,22,1,,,,,,,1,1,
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 85,000 - $99,999",27,25,2,,,,,,,,,
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$100,000 and over",22,19,3,,,,,,,2,2,
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Newfoundland and Labrador,,,Overall,746,494,252,65,37,28,4,1,3,20,15,5
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"Under $15,000",1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 25,000 - $29,999",47,12,35,10,2,8,1,,1,1,,1
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 30,000 - $34,999",61,26,35,9,5,4,2,1,1,3,1,2
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 35,000 - $37,499",49,25,24,7,3,4,,,,3,3,
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 37,500 - $39,999",42,18,24,4,2,2,,,,,,
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 40,000 - $44,999",101,65,36,5,3,2,,,,9,8,1
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 45,000 - $49,999",71,47,24,4,3,1,1,,1,,,
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 50,000 - $59,999",71,47,24,6,2,4,,,,1,1,
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 60,000 - $69,999",70,55,15,5,2,3,,,,1,1,
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 70,000 - $84,999",108,92,16,6,6,,,,,1,,1
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 85,000 - $99,999",65,54,11,4,4,,,,,1,1,
Provincial Aerospace Ltd.,2019,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$100,000 and over",60,53,7,5,5,,,,,,,
Provincial Aerospace Ltd.,2019,Part-Time,National,Canada,,,Overall,34,14,20,7,3,4,,,,2,1,1
