1791949 Ontario,2019,National,Canada,0,,Overall,Full-Time,2,2,,,,,,,,1,1,,2,2,,,,,,,,1,1,
1791949 Ontario,2019,National,Canada,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
1791949 Ontario,2019,National,Canada,0,,Other Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,1,1,
1791949 Ontario,2019,Provincial,Ontario,0,,Overall,Full-Time,2,2,,,,,,,,1,1,,2,2,,,,,,,,1,1,
1791949 Ontario,2019,Provincial,Ontario,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
1791949 Ontario,2019,Provincial,Ontario,0,,Other Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,1,1,
2080061 Ontario Inc.,2019,National,Canada,0,,Overall,Full-Time,3,1,2,1,,1,1,,1,,,,3,1,2,1,,1,1,,1,,,
2080061 Ontario Inc.,2019,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,1,,1,,,,1,,1,,,
2080061 Ontario Inc.,2019,National,Canada,0,,Supervisors,Full-Time,,,,,,,,,,,,,1,,1,1,,1,,,,,,
2080061 Ontario Inc.,2019,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
4186397 Canada Inc.,2019,National,Canada,0,,Overall,Full-Time,9,6,3,1,1,,2,1,1,2,2,,9,6,3,1,1,,2,1,1,2,2,
4186397 Canada Inc.,2019,National,Canada,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,3,3,,,,,,,,,,
4186397 Canada Inc.,2019,National,Canada,0,,Supervisors,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,1,1,
4186397 Canada Inc.,2019,National,Canada,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,3,1,2,,,,1,,1,1,1,
4186397 Canada Inc.,2019,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
