Provincial Aerospace Ltd.,2016,National,Canada,,,Overall,Full-Time,156,93,63,7,3,4,,,,8,6,2
Provincial Aerospace Ltd.,2016,National,Canada,0,,Senior Managers,Full-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2016,National,Canada,0,,Middle and Other Managers,Full-Time,12,9,3,1,,1,,,,,,
Provincial Aerospace Ltd.,2016,National,Canada,0,,Professionals,Full-Time,12,7,5,,,,,,,,,
Provincial Aerospace Ltd.,2016,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,24,21,3,,,,,,,3,2,1
Provincial Aerospace Ltd.,2016,National,Canada,0,,Supervisors,Full-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2016,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,4,1,3,,,,,,,,,
Provincial Aerospace Ltd.,2016,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,18,17,1,,,,,,,,,
Provincial Aerospace Ltd.,2016,National,Canada,0,,Clerical Personnel,Full-Time,14,8,6,,,,,,,1,1,
Provincial Aerospace Ltd.,2016,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,39,3,36,3,,3,,,,1,,1
Provincial Aerospace Ltd.,2016,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,18,18,,3,3,,,,,2,2,
Provincial Aerospace Ltd.,2016,National,Canada,0,,Other Manual Workers,Full-Time,12,7,5,,,,,,,1,1,
Provincial Aerospace Ltd.,2016,National,Canada,,,Overall,Part-Time,14,5,9,4,1,3,,,,2,1,1
Provincial Aerospace Ltd.,2016,National,Canada,0,,Intermediate Sales and Service Personnel,Part-Time,11,2,9,3,,3,,,,2,1,1
Provincial Aerospace Ltd.,2016,National,Canada,0,,Semi-Skilled Manual Workers,Part-Time,3,3,,1,1,,,,,,,
Provincial Aerospace Ltd.,2016,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,140,81,59,7,3,4,,,,8,6,2
Provincial Aerospace Ltd.,2016,Provincial,Newfoundland and Labrador,0,,Senior Managers,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2016,Provincial,Newfoundland and Labrador,0,,Middle and Other Managers,Full-Time,9,6,3,1,,1,,,,,,
Provincial Aerospace Ltd.,2016,Provincial,Newfoundland and Labrador,0,,Professionals,Full-Time,11,6,5,,,,,,,,,
Provincial Aerospace Ltd.,2016,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Full-Time,21,18,3,,,,,,,3,2,1
Provincial Aerospace Ltd.,2016,Provincial,Newfoundland and Labrador,0,,Administrative and Senior Clerical Personnel,Full-Time,3,1,2,,,,,,,,,
Provincial Aerospace Ltd.,2016,Provincial,Newfoundland and Labrador,0,,Skilled Crafts and Trades Workers,Full-Time,17,16,1,,,,,,,,,
Provincial Aerospace Ltd.,2016,Provincial,Newfoundland and Labrador,0,,Clerical Personnel,Full-Time,14,8,6,,,,,,,1,1,
Provincial Aerospace Ltd.,2016,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Full-Time,36,2,34,3,,3,,,,1,,1
Provincial Aerospace Ltd.,2016,Provincial,Newfoundland and Labrador,0,,Semi-Skilled Manual Workers,Full-Time,17,17,,3,3,,,,,2,2,
Provincial Aerospace Ltd.,2016,Provincial,Newfoundland and Labrador,0,,Other Manual Workers,Full-Time,11,6,5,,,,,,,1,1,
Provincial Aerospace Ltd.,2016,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,12,5,7,4,1,3,,,,2,1,1
Provincial Aerospace Ltd.,2016,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Part-Time,9,2,7,3,,3,,,,2,1,1
Provincial Aerospace Ltd.,2016,Provincial,Newfoundland and Labrador,0,,Semi-Skilled Manual Workers,Part-Time,3,3,,1,1,,,,,,,
Jazz Aviation L.P.,2016,National,Canada,,,Overall,Full-Time,462,320,142,6,3,3,6,3,3,83,58,25
Jazz Aviation L.P.,2016,National,Canada,4811,Scheduled Air Transportation,Senior Managers,Full-Time,2,2,,,,,,,,,,
Jazz Aviation L.P.,2016,National,Canada,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,3,2,1,,,,,,,,,
Jazz Aviation L.P.,2016,National,Canada,4811,Scheduled Air Transportation,Professionals,Full-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2016,National,Canada,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,255,231,24,4,2,2,1,1,,40,36,4
Jazz Aviation L.P.,2016,National,Canada,4811,Scheduled Air Transportation,Supervisors,Full-Time,2,2,,,,,,,,,,
Jazz Aviation L.P.,2016,National,Canada,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,4,1,3,,,,,,,2,1,1
Jazz Aviation L.P.,2016,National,Canada,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,55,47,8,2,1,1,3,2,1,9,8,1
Jazz Aviation L.P.,2016,National,Canada,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,10,4,6,,,,1,,1,1,1,
Jazz Aviation L.P.,2016,National,Canada,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,124,25,99,,,,1,,1,28,9,19
Jazz Aviation L.P.,2016,National,Canada,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,5,5,,,,,,,,2,2,
Jazz Aviation L.P.,2016,National,Canada,4811,Scheduled Air Transportation,Other Manual Workers,Full-Time,1,1,,,,,,,,1,1,
Jazz Aviation L.P.,2016,National,Canada,,,Overall,Part-Time,204,58,146,8,,8,6,1,5,33,15,18
Jazz Aviation L.P.,2016,National,Canada,4811,Scheduled Air Transportation,Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2016,National,Canada,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,187,42,145,8,,8,6,1,5,28,10,18
Jazz Aviation L.P.,2016,National,Canada,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,16,16,,,,,,,,5,5,
Jazz Aviation L.P.,2016,Provincial,Ontario,,,Overall,Full-Time,140,126,14,1,,1,1,1,,24,22,2
Jazz Aviation L.P.,2016,Provincial,Ontario,4811,Scheduled Air Transportation,Senior Managers,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2016,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,133,122,11,1,,1,1,1,,21,20,1
Jazz Aviation L.P.,2016,Provincial,Ontario,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,1,,1,,,,,,,1,,1
Jazz Aviation L.P.,2016,Provincial,Ontario,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,1,1,,,,,,,,1,1,
Jazz Aviation L.P.,2016,Provincial,Ontario,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2016,Provincial,Ontario,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,2,,2,,,,,,,,,
Jazz Aviation L.P.,2016,Provincial,Ontario,4811,Scheduled Air Transportation,Other Manual Workers,Full-Time,1,1,,,,,,,,1,1,
Jazz Aviation L.P.,2016,Provincial,Ontario,,,Overall,Part-Time,22,4,18,1,,1,1,,1,1,1,
Jazz Aviation L.P.,2016,Provincial,Ontario,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,21,3,18,1,,1,1,,1,1,1,
Jazz Aviation L.P.,2016,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2016,Provincial,Québec,,,Overall,Full-Time,44,39,5,,,,,,,8,8,
Jazz Aviation L.P.,2016,Provincial,Québec,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,31,30,1,,,,,,,5,5,
Jazz Aviation L.P.,2016,Provincial,Québec,4811,Scheduled Air Transportation,Supervisors,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2016,Provincial,Québec,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,3,3,,,,,,,,1,1,
Jazz Aviation L.P.,2016,Provincial,Québec,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,3,2,1,,,,,,,1,1,
Jazz Aviation L.P.,2016,Provincial,Québec,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,6,3,3,,,,,,,1,1,
Jazz Aviation L.P.,2016,Provincial,Québec,,,Overall,Part-Time,39,14,25,,,,1,1,,3,2,1
Jazz Aviation L.P.,2016,Provincial,Québec,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,39,14,25,,,,1,1,,3,2,1
Jazz Aviation L.P.,2016,Provincial,Nova Scotia,,,Overall,Full-Time,70,51,19,2,1,1,2,1,1,9,7,2
Jazz Aviation L.P.,2016,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Senior Managers,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2016,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,3,2,1,,,,,,,,,
Jazz Aviation L.P.,2016,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Professionals,Full-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2016,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,14,12,2,,,,,,,4,3,1
Jazz Aviation L.P.,2016,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,2,1,1,,,,,,,1,1,
Jazz Aviation L.P.,2016,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,42,35,7,2,1,1,2,1,1,4,3,1
Jazz Aviation L.P.,2016,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,3,,3,,,,,,,,,
Jazz Aviation L.P.,2016,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,4,,4,,,,,,,,,
Jazz Aviation L.P.,2016,Provincial,Nova Scotia,,,Overall,Part-Time,5,,5,,,,,,,,,
Jazz Aviation L.P.,2016,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2016,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,4,,4,,,,,,,,,
Jazz Aviation L.P.,2016,Provincial,British Columbia,,,Overall,Full-Time,90,37,53,,,,1,,1,20,6,14
Jazz Aviation L.P.,2016,Provincial,British Columbia,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,21,21,,,,,,,,2,2,
Jazz Aviation L.P.,2016,Provincial,British Columbia,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,66,13,53,,,,1,,1,18,4,14
Jazz Aviation L.P.,2016,Provincial,British Columbia,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,3,3,,,,,,,,,,
Jazz Aviation L.P.,2016,Provincial,British Columbia,,,Overall,Part-Time,69,26,43,4,,4,1,,1,15,6,9
Jazz Aviation L.P.,2016,Provincial,British Columbia,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,56,13,43,4,,4,1,,1,11,2,9
Jazz Aviation L.P.,2016,Provincial,British Columbia,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,13,13,,,,,,,,4,4,
Jazz Aviation L.P.,2016,Provincial,Alberta,,,Overall,Full-Time,110,63,47,3,2,1,2,1,1,20,13,7
Jazz Aviation L.P.,2016,Provincial,Alberta,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,56,46,10,3,2,1,,,,8,6,2
Jazz Aviation L.P.,2016,Provincial,Alberta,4811,Scheduled Air Transportation,Supervisors,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2016,Provincial,Alberta,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2016,Provincial,Alberta,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,9,8,1,,,,1,1,,3,3,
Jazz Aviation L.P.,2016,Provincial,Alberta,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,3,1,2,,,,1,,1,,,
Jazz Aviation L.P.,2016,Provincial,Alberta,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,38,5,33,,,,,,,7,2,5
Jazz Aviation L.P.,2016,Provincial,Alberta,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,2,2,,,,,,,,2,2,
