Provincial Aerospace Ltd.,2016,National,Canada,,,Overall,Full-Time,87,36,51,8,4,4,,,,5,3,2
Provincial Aerospace Ltd.,2016,National,Canada,0,,Middle and Other Managers,Full-Time,5,3,2,,,,,,,,,
Provincial Aerospace Ltd.,2016,National,Canada,0,,Professionals,Full-Time,7,4,3,1,,1,,,,,,
Provincial Aerospace Ltd.,2016,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,11,9,2,,,,,,,4,3,1
Provincial Aerospace Ltd.,2016,National,Canada,0,,Supervisors,Full-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2016,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2016,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,3,2,1,,,,,,,,,
Provincial Aerospace Ltd.,2016,National,Canada,0,,Clerical Personnel,Full-Time,6,2,4,,,,,,,,,
Provincial Aerospace Ltd.,2016,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,35,1,34,3,,3,,,,,,
Provincial Aerospace Ltd.,2016,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,13,11,2,4,4,,,,,1,,1
Provincial Aerospace Ltd.,2016,National,Canada,0,,Other Manual Workers,Full-Time,5,4,1,,,,,,,,,
Provincial Aerospace Ltd.,2016,National,Canada,,,Overall,Part-Time,8,3,5,1,1,,,,,,,
Provincial Aerospace Ltd.,2016,National,Canada,0,,Intermediate Sales and Service Personnel,Part-Time,6,2,4,,,,,,,,,
Provincial Aerospace Ltd.,2016,National,Canada,0,,Semi-Skilled Manual Workers,Part-Time,2,1,1,1,1,,,,,,,
Provincial Aerospace Ltd.,2016,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,72,28,44,8,4,4,,,,3,1,2
Provincial Aerospace Ltd.,2016,Provincial,Newfoundland and Labrador,0,,Middle and Other Managers,Full-Time,5,3,2,,,,,,,,,
Provincial Aerospace Ltd.,2016,Provincial,Newfoundland and Labrador,0,,Professionals,Full-Time,7,4,3,1,,1,,,,,,
Provincial Aerospace Ltd.,2016,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Full-Time,7,5,2,,,,,,,2,1,1
Provincial Aerospace Ltd.,2016,Provincial,Newfoundland and Labrador,0,,Skilled Crafts and Trades Workers,Full-Time,3,2,1,,,,,,,,,
