Provincial Aerospace Ltd.,2017,Full-Time,National,Canada,,,Overall,998,644,354,64,33,31,9,3,6,19,12,7
Provincial Aerospace Ltd.,2017,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 15,000 - $19,999",1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2017,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 20,000 - $24,999",1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2017,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 25,000 - $29,999",108,30,78,11,4,7,3,,3,3,1,2
Provincial Aerospace Ltd.,2017,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 30,000 - $34,999",103,44,59,12,3,9,1,1,,4,3,1
Provincial Aerospace Ltd.,2017,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 35,000 - $37,499",67,29,38,6,2,4,,,,4,3,1
Provincial Aerospace Ltd.,2017,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 37,500 - $39,999",56,18,38,5,1,4,2,,2,,,
Provincial Aerospace Ltd.,2017,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 40,000 - $44,999",113,83,30,5,4,1,3,2,1,1,1,
Provincial Aerospace Ltd.,2017,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 45,000 - $49,999",61,36,25,6,4,2,,,,1,,1
Provincial Aerospace Ltd.,2017,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 50,000 - $59,999",98,69,29,3,1,2,,,,2,1,1
Provincial Aerospace Ltd.,2017,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 60,000 - $69,999",82,64,18,,,,,,,1,1,
Provincial Aerospace Ltd.,2017,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 70,000 - $84,999",142,118,24,8,6,2,,,,1,,1
Provincial Aerospace Ltd.,2017,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 85,000 - $99,999",76,68,8,3,3,,,,,1,1,
Provincial Aerospace Ltd.,2017,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$100,000 and over",90,84,6,5,5,,,,,1,1,
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Nova Scotia,,,Overall,114,93,21,,,,,,,4,3,1
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 25,000 - $29,999",2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 30,000 - $34,999",8,4,4,,,,,,,,,
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 35,000 - $37,499",2,1,1,,,,,,,,,
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 37,500 - $39,999",2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 40,000 - $44,999",13,10,3,,,,,,,,,
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 45,000 - $49,999",6,4,2,,,,,,,,,
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 50,000 - $59,999",18,13,5,,,,,,,2,1,1
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 60,000 - $69,999",7,7,,,,,,,,,,
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 70,000 - $84,999",21,19,2,,,,,,,,,
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 85,000 - $99,999",16,14,2,,,,,,,1,1,
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$100,000 and over",19,17,2,,,,,,,1,1,
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Newfoundland and Labrador,,,Overall,766,483,283,60,30,30,8,2,6,9,6,3
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 15,000 - $19,999",1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 20,000 - $24,999",1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 25,000 - $29,999",84,23,61,10,4,6,3,,3,2,1,1
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 30,000 - $34,999",85,37,48,12,3,9,1,1,,2,2,
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 35,000 - $37,499",53,26,27,5,1,4,,,,4,3,1
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 37,500 - $39,999",48,15,33,5,1,4,2,,2,,,
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 40,000 - $44,999",95,68,27,4,3,1,2,1,1,,,
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 45,000 - $49,999",54,32,22,6,4,2,,,,1,,1
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 50,000 - $59,999",75,52,23,3,1,2,,,,,,
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 60,000 - $69,999",66,51,15,,,,,,,,,
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 70,000 - $84,999",103,85,18,8,6,2,,,,,,
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 85,000 - $99,999",52,48,4,3,3,,,,,,,
Provincial Aerospace Ltd.,2017,Full-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$100,000 and over",49,45,4,4,4,,,,,,,
Provincial Aerospace Ltd.,2017,Part-Time,National,Canada,,,Overall,32,7,25,12,2,10,,,,,,
Provincial Aerospace Ltd.,2017,Part-Time,National,Canada,4811,Scheduled Air Transportation,"Under $5,000",8,1,7,6,1,5,,,,,,
Provincial Aerospace Ltd.,2017,Part-Time,National,Canada,4811,Scheduled Air Transportation,"$  5,000 - $ 7,499",2,,2,,,,,,,,,
Provincial Aerospace Ltd.,2017,Part-Time,National,Canada,4811,Scheduled Air Transportation,"$  7,500 - $ 9,999",2,,2,2,,2,,,,,,
Provincial Aerospace Ltd.,2017,Part-Time,National,Canada,4811,Scheduled Air Transportation,"$ 10,000 - $12,499",1,,1,1,,1,,,,,,
Provincial Aerospace Ltd.,2017,Part-Time,National,Canada,4811,Scheduled Air Transportation,"$ 25,000 - $29,999",3,1,2,1,,1,,,,,,
Provincial Aerospace Ltd.,2017,Part-Time,National,Canada,4811,Scheduled Air Transportation,"$ 30,000 - $34,999",13,4,9,1,,1,,,,,,
Provincial Aerospace Ltd.,2017,Part-Time,National,Canada,4811,Scheduled Air Transportation,"$ 35,000 - $39,999",2,,2,,,,,,,,,
Provincial Aerospace Ltd.,2017,Part-Time,National,Canada,4811,Scheduled Air Transportation,"$ 40,000 - $49,999",1,1,,1,1,,,,,,,
Provincial Aerospace Ltd.,2017,Part-Time,Provincial,Newfoundland and Labrador,,,Overall,28,6,22,12,2,10,,,,,,
Provincial Aerospace Ltd.,2017,Part-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"Under $5,000",8,1,7,6,1,5,,,,,,
Provincial Aerospace Ltd.,2017,Part-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$  5,000 - $ 7,499",2,,2,,,,,,,,,
Provincial Aerospace Ltd.,2017,Part-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$  7,500 - $ 9,999",2,,2,2,,2,,,,,,
Provincial Aerospace Ltd.,2017,Part-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 10,000 - $12,499",1,,1,1,,1,,,,,,
Provincial Aerospace Ltd.,2017,Part-Time,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,"$ 25,000 - $29,999",3,1,2,1,,1,,,,,,
