Provincial Aerospace Ltd.,2015,National,Canada,,,Overall,Full-Time,137,78,59,15,11,4,3,1,2,8,7,1
Provincial Aerospace Ltd.,2015,National,Canada,0,,Senior Managers,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2015,National,Canada,0,,Middle and Other Managers,Full-Time,10,5,5,,,,,,,1,1,
Provincial Aerospace Ltd.,2015,National,Canada,0,,Professionals,Full-Time,11,9,2,,,,,,,2,2,
Provincial Aerospace Ltd.,2015,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,26,24,2,2,1,1,,,,2,2,
Provincial Aerospace Ltd.,2015,National,Canada,0,,Supervisors,Full-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2015,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,7,1,6,,,,1,,1,,,
Provincial Aerospace Ltd.,2015,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,9,9,,1,1,,1,1,,1,1,
Provincial Aerospace Ltd.,2015,National,Canada,0,,Clerical Personnel,Full-Time,4,2,2,,,,,,,,,
Provincial Aerospace Ltd.,2015,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,42,4,38,4,1,3,1,,1,1,,1
Provincial Aerospace Ltd.,2015,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,20,19,1,6,6,,,,,1,1,
Provincial Aerospace Ltd.,2015,National,Canada,0,,Other Sales and Service Personnel,Full-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2015,National,Canada,0,,Other Manual Workers,Full-Time,5,4,1,2,2,,,,,,,
Provincial Aerospace Ltd.,2015,National,Canada,,,Overall,Part-Time,15,4,11,,,,,,,1,,1
Provincial Aerospace Ltd.,2015,National,Canada,0,,Intermediate Sales and Service Personnel,Part-Time,12,1,11,,,,,,,1,,1
Provincial Aerospace Ltd.,2015,National,Canada,0,,Semi-Skilled Manual Workers,Part-Time,3,3,,,,,,,,,,
Provincial Aerospace Ltd.,2015,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,116,68,48,15,11,4,3,1,2,6,6,
Provincial Aerospace Ltd.,2015,Provincial,Newfoundland and Labrador,0,,Senior Managers,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2015,Provincial,Newfoundland and Labrador,0,,Middle and Other Managers,Full-Time,9,5,4,,,,,,,1,1,
Provincial Aerospace Ltd.,2015,Provincial,Newfoundland and Labrador,0,,Professionals,Full-Time,10,8,2,,,,,,,2,2,
