EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2010,National,Canada,,,Overall,Full-Time,196,115,81,15,8,7,3,1,2,4,2,2
Provincial Aerospace Ltd.,2010,National,Canada,0,,Senior Managers,Full-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2010,National,Canada,0,,Middle and Other Managers,Full-Time,7,6,1,,,,,,,,,
Provincial Aerospace Ltd.,2010,National,Canada,0,,Professionals,Full-Time,13,7,6,,,,,,,1,1,
Provincial Aerospace Ltd.,2010,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,34,30,4,2,,2,,,,2,1,1
Provincial Aerospace Ltd.,2010,National,Canada,0,,Supervisors,Full-Time,4,2,2,,,,,,,,,
Provincial Aerospace Ltd.,2010,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,12,11,1,,,,,,,,,
Provincial Aerospace Ltd.,2010,National,Canada,0,,Clerical Personnel,Full-Time,18,7,11,,,,1,,1,,,
Provincial Aerospace Ltd.,2010,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,50,5,45,4,,4,1,,1,1,,1
Provincial Aerospace Ltd.,2010,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,36,33,3,8,7,1,1,1,,,,
Provincial Aerospace Ltd.,2010,National,Canada,0,,Other Sales and Service Personnel,Full-Time,9,1,8,,,,,,,,,
Provincial Aerospace Ltd.,2010,National,Canada,0,,Other Manual Workers,Full-Time,11,11,,1,1,,,,,,,
Provincial Aerospace Ltd.,2010,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,162,98,64,15,8,7,2,1,1,3,2,1
Provincial Aerospace Ltd.,2010,Provincial,Newfoundland and Labrador,0,,Senior Managers,Full-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2010,Provincial,Newfoundland and Labrador,0,,Middle and Other Managers,Full-Time,6,5,1,,,,,,,,,
Provincial Aerospace Ltd.,2010,Provincial,Newfoundland and Labrador,0,,Professionals,Full-Time,13,7,6,,,,,,,1,1,
Provincial Aerospace Ltd.,2010,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Full-Time,25,22,3,2,,2,,,,2,1,1
Provincial Aerospace Ltd.,2010,Provincial,Newfoundland and Labrador,0,,Supervisors,Full-Time,3,1,2,,,,,,,,,
Provincial Aerospace Ltd.,2010,Provincial,Newfoundland and Labrador,0,,Skilled Crafts and Trades Workers,Full-Time,12,11,1,,,,,,,,,
Provincial Aerospace Ltd.,2010,Provincial,Newfoundland and Labrador,0,,Clerical Personnel,Full-Time,18,7,11,,,,1,,1,,,
Provincial Aerospace Ltd.,2010,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Full-Time,32,2,30,4,,4,,,,,,
Provincial Aerospace Ltd.,2010,Provincial,Newfoundland and Labrador,0,,Semi-Skilled Manual Workers,Full-Time,31,29,2,8,7,1,1,1,,,,
Provincial Aerospace Ltd.,2010,Provincial,Newfoundland and Labrador,0,,Other Sales and Service Personnel,Full-Time,9,1,8,,,,,,,,,
Provincial Aerospace Ltd.,2010,Provincial,Newfoundland and Labrador,0,,Other Manual Workers,Full-Time,11,11,,1,1,,,,,,,
Jazz Aviation L.P.,2010,National,Canada,,,Overall,Full-Time,165,104,61,1,1,,3,2,1,23,18,5
Jazz Aviation L.P.,2010,National,Canada,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,7,3,4,,,,,,,,,
Jazz Aviation L.P.,2010,National,Canada,4811,Scheduled Air Transportation,Professionals,Full-Time,5,2,3,,,,,,,,,
Jazz Aviation L.P.,2010,National,Canada,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,48,44,4,1,1,,1,1,,4,3,1
Jazz Aviation L.P.,2010,National,Canada,4811,Scheduled Air Transportation,Supervisors,Full-Time,7,5,2,,,,,,,1,1,
Jazz Aviation L.P.,2010,National,Canada,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,3,3,,,,,,,,,,
Jazz Aviation L.P.,2010,National,Canada,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,3,,3,,,,,,,,,
Jazz Aviation L.P.,2010,National,Canada,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,19,17,2,,,,,,,6,6,
Jazz Aviation L.P.,2010,National,Canada,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,14,6,8,,,,1,,1,,,
Jazz Aviation L.P.,2010,National,Canada,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,51,18,33,,,,1,1,,8,4,4
Jazz Aviation L.P.,2010,National,Canada,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,8,6,2,,,,,,,4,4,
Jazz Aviation L.P.,2010,National,Canada,,,Overall,Part-Time,64,30,34,2,,2,2,1,1,5,2,3
Jazz Aviation L.P.,2010,National,Canada,4811,Scheduled Air Transportation,Clerical Personnel,Part-Time,2,,2,,,,,,,,,
Jazz Aviation L.P.,2010,National,Canada,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,38,11,27,1,,1,1,,1,3,1,2
Jazz Aviation L.P.,2010,National,Canada,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,24,19,5,1,,1,1,1,,2,1,1
Jazz Aviation L.P.,2010,Provincial,Ontario,,,Overall,Full-Time,53,35,18,,,,1,1,,11,9,2
Jazz Aviation L.P.,2010,Provincial,Ontario,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,4,2,2,,,,,,,,,
Jazz Aviation L.P.,2010,Provincial,Ontario,4811,Scheduled Air Transportation,Professionals,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2010,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,11,10,1,,,,,,,1,1,
Jazz Aviation L.P.,2010,Provincial,Ontario,4811,Scheduled Air Transportation,Supervisors,Full-Time,4,3,1,,,,,,,1,1,
Jazz Aviation L.P.,2010,Provincial,Ontario,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2010,Provincial,Ontario,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,2,,2,,,,,,,,,
Jazz Aviation L.P.,2010,Provincial,Ontario,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,7,6,1,,,,,,,3,3,
Jazz Aviation L.P.,2010,Provincial,Ontario,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,4,2,2,,,,,,,,,
Jazz Aviation L.P.,2010,Provincial,Ontario,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,15,7,8,,,,1,1,,3,1,2
Jazz Aviation L.P.,2010,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,4,3,1,,,,,,,3,3,
Jazz Aviation L.P.,2010,Provincial,Ontario,,,Overall,Part-Time,6,5,1,,,,1,,1,,,
Jazz Aviation L.P.,2010,Provincial,Ontario,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,2,1,1,,,,1,,1,,,
