EMPLOYERNAME,CALENDARYEAR,EMPLOYMENTSTATUS,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,SALARYRANGE($),ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2016,Full-Time,Provincial,Newfoundland and Labrador,,,Overall,674,434,240,44,22,22,23,15,8,27,22,5
Provincial Aerospace Ltd.,2016,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 15,000 - $19,999",1,,1,1,,1,,,,,,
Provincial Aerospace Ltd.,2016,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 25,000 - $29,999",70,19,51,5,2,3,,,,6,4,2
Provincial Aerospace Ltd.,2016,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 30,000 - $34,999",66,26,40,7,2,5,1,1,,2,1,1
Provincial Aerospace Ltd.,2016,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 35,000 - $37,499",51,21,30,5,,5,3,1,2,5,3,2
Provincial Aerospace Ltd.,2016,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 37,500 - $39,999",44,19,25,2,1,1,3,1,2,1,1,
Provincial Aerospace Ltd.,2016,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 40,000 - $44,999",81,54,27,5,3,2,5,2,3,2,2,
Provincial Aerospace Ltd.,2016,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 45,000 - $49,999",44,29,15,3,2,1,,,,1,1,
Provincial Aerospace Ltd.,2016,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 50,000 - $59,999",77,58,19,2,1,1,4,4,,2,2,
Provincial Aerospace Ltd.,2016,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 60,000 - $69,999",50,40,10,2,1,1,2,1,1,4,4,
Provincial Aerospace Ltd.,2016,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 70,000 - $84,999",90,73,17,5,3,2,3,3,,3,3,
Provincial Aerospace Ltd.,2016,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 85,000 - $99,999",53,50,3,4,4,,1,1,,1,1,
Provincial Aerospace Ltd.,2016,Full-Time,Provincial,Newfoundland and Labrador,0,,"$100,000 and over",47,45,2,3,3,,1,1,,,,
Provincial Aerospace Ltd.,2016,Part-Time,National,Canada,,,Overall,32,9,23,7,2,5,,,,3,1,2
Provincial Aerospace Ltd.,2016,Part-Time,National,Canada,0,,"$ 12,500 - $14,999",3,1,2,1,,1,,,,1,1,
Provincial Aerospace Ltd.,2016,Part-Time,National,Canada,0,,"$ 17,500 - $19,999",1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2016,Part-Time,National,Canada,0,,"$ 25,000 - $29,999",9,1,8,2,,2,,,,1,,1
Provincial Aerospace Ltd.,2016,Part-Time,National,Canada,0,,"$ 30,000 - $34,999",15,3,12,2,1,1,,,,1,,1
Provincial Aerospace Ltd.,2016,Part-Time,National,Canada,0,,"$ 35,000 - $39,999",4,3,1,2,1,1,,,,,,
Provincial Aerospace Ltd.,2016,Part-Time,Provincial,Newfoundland and Labrador,,,Overall,26,8,18,7,2,5,,,,2,1,1
Provincial Aerospace Ltd.,2016,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 12,500 - $14,999",3,1,2,1,,1,,,,1,1,
Provincial Aerospace Ltd.,2016,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 17,500 - $19,999",1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2016,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 25,000 - $29,999",6,1,5,2,,2,,,,1,,1
Provincial Aerospace Ltd.,2016,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 30,000 - $34,999",12,2,10,2,1,1,,,,,,
Provincial Aerospace Ltd.,2016,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 35,000 - $39,999",4,3,1,2,1,1,,,,,,
Jazz Aviation L.P.,2016,Full-Time,National,Canada,,,Overall,3937,2654,1283,77,50,27,92,61,31,528,378,150
Jazz Aviation L.P.,2016,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 20,000 - $24,999",116,20,96,,,,,,,31,7,24
Jazz Aviation L.P.,2016,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 25,000 - $29,999",110,17,93,6,,6,3,1,2,22,8,14
Jazz Aviation L.P.,2016,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 30,000 - $34,999",211,102,109,2,1,1,7,5,2,45,28,17
Jazz Aviation L.P.,2016,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 35,000 - $37,499",44,17,27,2,2,,1,,1,11,4,7
Jazz Aviation L.P.,2016,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 37,500 - $39,999",425,357,68,5,3,2,2,2,,61,52,9
Jazz Aviation L.P.,2016,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 40,000 - $44,999",211,126,85,2,2,,6,3,3,50,39,11
Jazz Aviation L.P.,2016,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 45,000 - $49,999",704,201,503,22,8,14,19,6,13,65,31,34
Jazz Aviation L.P.,2016,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 50,000 - $59,999",284,163,121,8,6,2,8,2,6,49,32,17
Jazz Aviation L.P.,2016,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 60,000 - $69,999",284,229,55,6,5,1,2,2,,64,55,9
Jazz Aviation L.P.,2016,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 70,000 - $84,999",629,556,73,10,9,1,27,25,2,89,81,8
Jazz Aviation L.P.,2016,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 85,000 - $99,999",246,223,23,6,6,,9,8,1,21,21,
Jazz Aviation L.P.,2016,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$100,000 and over",673,643,30,8,8,,8,7,1,20,20,
Jazz Aviation L.P.,2016,Full-Time,Provincial,Ontario,,,Overall,1106,797,309,14,9,5,18,13,5,180,139,41
Jazz Aviation L.P.,2016,Full-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 25,000 - $29,999",3,1,2,,,,,,,1,1,
Jazz Aviation L.P.,2016,Full-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 30,000 - $34,999",50,16,34,,,,1,1,,10,6,4
Jazz Aviation L.P.,2016,Full-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 35,000 - $37,499",14,4,10,1,1,,,,,4,1,3
Jazz Aviation L.P.,2016,Full-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 37,500 - $39,999",187,166,21,1,,1,1,1,,30,27,3
Jazz Aviation L.P.,2016,Full-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 40,000 - $44,999",44,30,14,1,1,,,,,17,14,3
Jazz Aviation L.P.,2016,Full-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 45,000 - $49,999",206,50,156,3,,3,3,1,2,21,5,16
Jazz Aviation L.P.,2016,Full-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 50,000 - $59,999",48,27,21,1,1,,3,,3,17,12,5
Jazz Aviation L.P.,2016,Full-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 60,000 - $69,999",57,46,11,2,2,,1,1,,15,11,4
Jazz Aviation L.P.,2016,Full-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 70,000 - $84,999",170,145,25,1,,1,7,7,,42,39,3
Jazz Aviation L.P.,2016,Full-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 85,000 - $99,999",77,71,6,1,1,,,,,13,13,
Jazz Aviation L.P.,2016,Full-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$100,000 and over",250,241,9,3,3,,2,2,,10,10,
Jazz Aviation L.P.,2016,Full-Time,Provincial,Québec,,,Overall,573,411,162,9,7,2,4,2,2,45,32,13
Jazz Aviation L.P.,2016,Full-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$ 20,000 - $24,999",1,1,,,,,,,,1,1,
Jazz Aviation L.P.,2016,Full-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$ 25,000 - $29,999",9,2,7,,,,,,,2,1,1
Jazz Aviation L.P.,2016,Full-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$ 30,000 - $34,999",30,13,17,,,,,,,4,3,1
Jazz Aviation L.P.,2016,Full-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$ 35,000 - $37,499",15,5,10,,,,1,,1,4,1,3
Jazz Aviation L.P.,2016,Full-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$ 37,500 - $39,999",71,59,12,,,,,,,7,7,
Jazz Aviation L.P.,2016,Full-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$ 40,000 - $44,999",27,17,10,,,,1,1,,4,4,
Jazz Aviation L.P.,2016,Full-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$ 45,000 - $49,999",108,25,83,4,2,2,1,,1,6,1,5
Jazz Aviation L.P.,2016,Full-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$ 50,000 - $59,999",30,25,5,1,1,,,,,7,5,2
Jazz Aviation L.P.,2016,Full-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$ 60,000 - $69,999",43,34,9,,,,,,,8,7,1
Jazz Aviation L.P.,2016,Full-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$ 70,000 - $84,999",88,81,7,1,1,,1,1,,1,1,
Jazz Aviation L.P.,2016,Full-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$ 85,000 - $99,999",21,21,,1,1,,,,,1,1,
Jazz Aviation L.P.,2016,Full-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$100,000 and over",130,128,2,2,2,,,,,,,
Jazz Aviation L.P.,2016,Full-Time,Provincial,Nova Scotia,,,Overall,779,522,257,17,15,2,30,20,10,55,35,20
Jazz Aviation L.P.,2016,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 20,000 - $24,999",6,,6,,,,,,,1,,1
Jazz Aviation L.P.,2016,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 25,000 - $29,999",4,1,3,1,,1,1,1,,1,,1
Jazz Aviation L.P.,2016,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 30,000 - $34,999",63,46,17,2,1,1,3,1,2,8,6,2
Jazz Aviation L.P.,2016,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 35,000 - $37,499",4,2,2,,,,,,,1,1,
Jazz Aviation L.P.,2016,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 37,500 - $39,999",11,2,9,,,,,,,1,1,
Jazz Aviation L.P.,2016,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 40,000 - $44,999",60,32,28,1,1,,3,1,2,4,2,2
Jazz Aviation L.P.,2016,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 45,000 - $49,999",102,38,64,,,,3,1,2,9,6,3
Jazz Aviation L.P.,2016,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 50,000 - $59,999",111,59,52,4,4,,1,,1,10,4,6
Jazz Aviation L.P.,2016,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 60,000 - $69,999",103,77,26,3,3,,,,,11,8,3
Jazz Aviation L.P.,2016,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 70,000 - $84,999",173,150,23,2,2,,9,8,1,5,3,2
Jazz Aviation L.P.,2016,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 85,000 - $99,999",100,84,16,3,3,,8,7,1,3,3,
Jazz Aviation L.P.,2016,Full-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$100,000 and over",42,31,11,1,1,,2,1,1,1,1,
Jazz Aviation L.P.,2016,Full-Time,Provincial,British Columbia,,,Overall,552,355,197,16,10,6,16,12,4,87,61,26
Jazz Aviation L.P.,2016,Full-Time,Provincial,British Columbia,4811,Scheduled Air Transportation,"$ 20,000 - $24,999",50,9,41,,,,,,,15,3,12
Jazz Aviation L.P.,2016,Full-Time,Provincial,British Columbia,4811,Scheduled Air Transportation,"$ 25,000 - $29,999",14,4,10,2,,2,,,,1,,1
Jazz Aviation L.P.,2016,Full-Time,Provincial,British Columbia,4811,Scheduled Air Transportation,"$ 30,000 - $34,999",11,7,4,,,,1,1,,,,
Jazz Aviation L.P.,2016,Full-Time,Provincial,British Columbia,4811,Scheduled Air Transportation,"$ 35,000 - $37,499",7,6,1,1,1,,,,,2,1,1
Jazz Aviation L.P.,2016,Full-Time,Provincial,British Columbia,4811,Scheduled Air Transportation,"$ 37,500 - $39,999",37,35,2,,,,1,1,,8,6,2
Jazz Aviation L.P.,2016,Full-Time,Provincial,British Columbia,4811,Scheduled Air Transportation,"$ 40,000 - $44,999",33,21,12,,,,,,,6,6,
Jazz Aviation L.P.,2016,Full-Time,Provincial,British Columbia,4811,Scheduled Air Transportation,"$ 45,000 - $49,999",150,55,95,8,5,3,5,2,3,18,11,7
Jazz Aviation L.P.,2016,Full-Time,Provincial,British Columbia,4811,Scheduled Air Transportation,"$ 50,000 - $59,999",48,27,21,1,,1,2,1,1,7,5,2
Jazz Aviation L.P.,2016,Full-Time,Provincial,British Columbia,4811,Scheduled Air Transportation,"$ 60,000 - $69,999",22,20,2,,,,,,,10,9,1
Jazz Aviation L.P.,2016,Full-Time,Provincial,British Columbia,4811,Scheduled Air Transportation,"$ 70,000 - $84,999",81,75,6,2,2,,5,5,,18,18,
Jazz Aviation L.P.,2016,Full-Time,Provincial,British Columbia,4811,Scheduled Air Transportation,"$ 85,000 - $99,999",12,12,,1,1,,,,,2,2,
Jazz Aviation L.P.,2016,Full-Time,Provincial,British Columbia,4811,Scheduled Air Transportation,"$100,000 and over",87,84,3,1,1,,2,2,,,,
Jazz Aviation L.P.,2016,Full-Time,Provincial,Alberta,,,Overall,827,542,285,17,7,10,17,12,5,144,104,40
Jazz Aviation L.P.,2016,Full-Time,Provincial,Alberta,4811,Scheduled Air Transportation,"$ 20,000 - $24,999",59,10,49,,,,,,,14,3,11
Jazz Aviation L.P.,2016,Full-Time,Provincial,Alberta,4811,Scheduled Air Transportation,"$ 25,000 - $29,999",68,8,60,3,,3,2,,2,14,5,9
Jazz Aviation L.P.,2016,Full-Time,Provincial,Alberta,4811,Scheduled Air Transportation,"$ 30,000 - $34,999",51,17,34,,,,2,2,,19,11,8
Jazz Aviation L.P.,2016,Full-Time,Provincial,Alberta,4811,Scheduled Air Transportation,"$ 35,000 - $37,499",4,,4,,,,,,,,,
Jazz Aviation L.P.,2016,Full-Time,Provincial,Alberta,4811,Scheduled Air Transportation,"$ 37,500 - $39,999",116,94,22,3,2,1,,,,15,11,4
Jazz Aviation L.P.,2016,Full-Time,Provincial,Alberta,4811,Scheduled Air Transportation,"$ 40,000 - $44,999",28,23,5,,,,1,1,,14,13,1
Jazz Aviation L.P.,2016,Full-Time,Provincial,Alberta,4811,Scheduled Air Transportation,"$ 45,000 - $49,999",105,26,79,5,,5,2,,2,10,7,3
Jazz Aviation L.P.,2016,Full-Time,Provincial,Alberta,4811,Scheduled Air Transportation,"$ 50,000 - $59,999",28,20,8,,,,1,1,,7,6,1
Jazz Aviation L.P.,2016,Full-Time,Provincial,Alberta,4811,Scheduled Air Transportation,"$ 60,000 - $69,999",58,51,7,1,,1,1,1,,19,19,
Jazz Aviation L.P.,2016,Full-Time,Provincial,Alberta,4811,Scheduled Air Transportation,"$ 70,000 - $84,999",110,99,11,4,4,,5,4,1,21,18,3
Jazz Aviation L.P.,2016,Full-Time,Provincial,Alberta,4811,Scheduled Air Transportation,"$ 85,000 - $99,999",36,35,1,,,,1,1,,2,2,
Jazz Aviation L.P.,2016,Full-Time,Provincial,Alberta,4811,Scheduled Air Transportation,"$100,000 and over",164,159,5,1,1,,2,2,,9,9,
Jazz Aviation L.P.,2016,Part-Time,National,Canada,,,Overall,488,124,364,18,3,15,15,5,10,85,29,56
Jazz Aviation L.P.,2016,Part-Time,National,Canada,4811,Scheduled Air Transportation,"Under $5,000",3,2,1,1,,1,1,1,,,,
Jazz Aviation L.P.,2016,Part-Time,National,Canada,4811,Scheduled Air Transportation,"$  5,000 - $ 7,499",2,1,1,,,,,,,,,
Jazz Aviation L.P.,2016,Part-Time,National,Canada,4811,Scheduled Air Transportation,"$  7,500 - $ 9,999",6,2,4,2,1,1,,,,,,
Jazz Aviation L.P.,2016,Part-Time,National,Canada,4811,Scheduled Air Transportation,"$ 10,000 - $12,499",17,2,15,1,,1,,,,1,,1
Jazz Aviation L.P.,2016,Part-Time,National,Canada,4811,Scheduled Air Transportation,"$ 12,500 - $14,999",124,27,97,7,,7,2,,2,26,8,18
Jazz Aviation L.P.,2016,Part-Time,National,Canada,4811,Scheduled Air Transportation,"$ 15,000 - $17,499",54,16,38,2,1,1,4,1,3,16,5,11
Jazz Aviation L.P.,2016,Part-Time,National,Canada,4811,Scheduled Air Transportation,"$ 17,500 - $19,999",38,23,15,1,,1,,,,10,6,4
Jazz Aviation L.P.,2016,Part-Time,National,Canada,4811,Scheduled Air Transportation,"$ 20,000 - $22,499",45,13,32,1,,1,,,,10,5,5
Jazz Aviation L.P.,2016,Part-Time,National,Canada,4811,Scheduled Air Transportation,"$ 22,500 - $24,999",50,7,43,1,1,,2,1,1,6,1,5
Jazz Aviation L.P.,2016,Part-Time,National,Canada,4811,Scheduled Air Transportation,"$ 25,000 - $29,999",58,13,45,1,,1,1,1,,7,3,4
Jazz Aviation L.P.,2016,Part-Time,National,Canada,4811,Scheduled Air Transportation,"$ 30,000 - $34,999",42,5,37,,,,1,,1,3,,3
Jazz Aviation L.P.,2016,Part-Time,National,Canada,4811,Scheduled Air Transportation,"$ 35,000 - $39,999",25,6,19,,,,2,,2,4,,4
Jazz Aviation L.P.,2016,Part-Time,National,Canada,4811,Scheduled Air Transportation,"$ 40,000 - $49,999",23,6,17,1,,1,2,1,1,1,,1
Jazz Aviation L.P.,2016,Part-Time,National,Canada,4811,Scheduled Air Transportation,"$ 50,000 and over",1,1,,,,,,,,1,1,
Jazz Aviation L.P.,2016,Part-Time,Provincial,Ontario,,,Overall,105,31,74,2,1,1,6,2,4,15,7,8
Jazz Aviation L.P.,2016,Part-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"Under $5,000",1,1,,,,,,,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$  7,500 - $ 9,999",2,1,1,,,,,,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 10,000 - $12,499",1,1,,,,,,,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 12,500 - $14,999",20,4,16,,,,1,,1,3,2,1
Jazz Aviation L.P.,2016,Part-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 15,000 - $17,499",8,4,4,1,,1,,,,3,2,1
Jazz Aviation L.P.,2016,Part-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 17,500 - $19,999",11,5,6,,,,,,,1,,1
Jazz Aviation L.P.,2016,Part-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 20,000 - $22,499",11,5,6,,,,,,,3,2,1
Jazz Aviation L.P.,2016,Part-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 22,500 - $24,999",18,3,15,1,1,,2,1,1,3,1,2
Jazz Aviation L.P.,2016,Part-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 25,000 - $29,999",10,2,8,,,,,,,1,,1
Jazz Aviation L.P.,2016,Part-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 30,000 - $34,999",9,2,7,,,,,,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 35,000 - $39,999",7,2,5,,,,2,,2,1,,1
Jazz Aviation L.P.,2016,Part-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 40,000 - $49,999",7,1,6,,,,1,1,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,Québec,,,Overall,67,22,45,,,,1,1,,7,3,4
Jazz Aviation L.P.,2016,Part-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$  5,000 - $ 7,499",1,1,,,,,,,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$  7,500 - $ 9,999",1,,1,,,,,,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$ 10,000 - $12,499",1,,1,,,,,,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$ 12,500 - $14,999",19,8,11,,,,,,,3,2,1
Jazz Aviation L.P.,2016,Part-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$ 15,000 - $17,499",5,1,4,,,,1,1,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$ 17,500 - $19,999",3,2,1,,,,,,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$ 20,000 - $22,499",1,,1,,,,,,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$ 22,500 - $24,999",8,1,7,,,,,,,1,,1
Jazz Aviation L.P.,2016,Part-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$ 25,000 - $29,999",12,3,9,,,,,,,2,1,1
Jazz Aviation L.P.,2016,Part-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$ 30,000 - $34,999",6,2,4,,,,,,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$ 35,000 - $39,999",6,2,4,,,,,,,1,,1
Jazz Aviation L.P.,2016,Part-Time,Provincial,Québec,4811,Scheduled Air Transportation,"$ 40,000 - $49,999",4,2,2,,,,,,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,Nova Scotia,,,Overall,26,1,25,,,,,,,3,1,2
Jazz Aviation L.P.,2016,Part-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$  5,000 - $ 7,499",1,,1,,,,,,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 10,000 - $12,499",1,,1,,,,,,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 12,500 - $14,999",6,,6,,,,,,,2,,2
Jazz Aviation L.P.,2016,Part-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 17,500 - $19,999",3,1,2,,,,,,,1,1,
Jazz Aviation L.P.,2016,Part-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 20,000 - $22,499",5,,5,,,,,,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 22,500 - $24,999",1,,1,,,,,,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 25,000 - $29,999",4,,4,,,,,,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 30,000 - $34,999",4,,4,,,,,,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,Nova Scotia,4811,Scheduled Air Transportation,"$ 35,000 - $39,999",1,,1,,,,,,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,British Columbia,,,Overall,147,46,101,5,,5,3,1,2,30,10,20
Jazz Aviation L.P.,2016,Part-Time,Provincial,British Columbia,4811,Scheduled Air Transportation,"Under $5,000",1,1,,,,,1,1,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,British Columbia,4811,Scheduled Air Transportation,"$ 10,000 - $12,499",2,1,1,,,,,,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,British Columbia,4811,Scheduled Air Transportation,"$ 12,500 - $14,999",42,7,35,3,,3,,,,11,1,10
Jazz Aviation L.P.,2016,Part-Time,Provincial,British Columbia,4811,Scheduled Air Transportation,"$ 15,000 - $17,499",17,7,10,,,,,,,3,2,1
Jazz Aviation L.P.,2016,Part-Time,Provincial,British Columbia,4811,Scheduled Air Transportation,"$ 17,500 - $19,999",11,9,2,,,,,,,4,3,1
Jazz Aviation L.P.,2016,Part-Time,Provincial,British Columbia,4811,Scheduled Air Transportation,"$ 20,000 - $22,499",15,6,9,1,,1,,,,3,1,2
Jazz Aviation L.P.,2016,Part-Time,Provincial,British Columbia,4811,Scheduled Air Transportation,"$ 22,500 - $24,999",10,2,8,,,,,,,,,
Jazz Aviation L.P.,2016,Part-Time,Provincial,British Columbia,4811,Scheduled Air Transportation,"$ 25,000 - $29,999",21,7,14,,,,,,,4,2,2
Jazz Aviation L.P.,2016,Part-Time,Provincial,British Columbia,4811,Scheduled Air Transportation,"$ 30,000 - $34,999",15,1,14,,,,1,,1,2,,2
