EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2009,National,Canada,,,Overall,Full-Time,109,63,46,13,6,7,4,1,3,8,4,4
Provincial Aerospace Ltd.,2009,National,Canada,0,,Middle and Other Managers,Full-Time,6,3,3,,,,,,,1,,1
Provincial Aerospace Ltd.,2009,National,Canada,0,,Professionals,Full-Time,10,6,4,,,,,,,2,2,
Provincial Aerospace Ltd.,2009,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,13,11,2,1,,1,,,,1,,1
Provincial Aerospace Ltd.,2009,National,Canada,0,,Supervisors,Full-Time,2,2,,1,1,,,,,,,
Provincial Aerospace Ltd.,2009,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,1,,1,1,,1,,,,,,
Provincial Aerospace Ltd.,2009,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,15,15,,,,,,,,1,1,
Provincial Aerospace Ltd.,2009,National,Canada,0,,Clerical Personnel,Full-Time,13,5,8,,,,1,,1,1,1,
Provincial Aerospace Ltd.,2009,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,24,,24,5,,5,2,,2,2,,2
Provincial Aerospace Ltd.,2009,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,19,17,2,5,5,,1,1,,,,
Provincial Aerospace Ltd.,2009,National,Canada,0,,Other Sales and Service Personnel,Full-Time,2,,2,,,,,,,,,
Provincial Aerospace Ltd.,2009,National,Canada,0,,Other Manual Workers,Full-Time,4,4,,,,,,,,,,
Provincial Aerospace Ltd.,2009,National,Canada,,,Overall,Part-Time,14,1,13,3,1,2,,,,,,
Provincial Aerospace Ltd.,2009,National,Canada,0,,Intermediate Sales and Service Personnel,Part-Time,13,1,12,3,1,2,,,,,,
Provincial Aerospace Ltd.,2009,National,Canada,0,,Other Sales and Service Personnel,Part-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,86,54,32,5,2,3,1,,1,6,4,2
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Middle and Other Managers,Full-Time,6,3,3,,,,,,,1,,1
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Professionals,Full-Time,10,6,4,,,,,,,2,2,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Full-Time,12,10,2,1,,1,,,,1,,1
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Supervisors,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Administrative and Senior Clerical Personnel,Full-Time,1,,1,1,,1,,,,,,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Skilled Crafts and Trades Workers,Full-Time,15,15,,,,,,,,1,1,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Clerical Personnel,Full-Time,11,4,7,,,,1,,1,1,1,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Full-Time,13,,13,1,,1,,,,,,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Semi-Skilled Manual Workers,Full-Time,11,11,,2,2,,,,,,,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Other Sales and Service Personnel,Full-Time,2,,2,,,,,,,,,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Other Manual Workers,Full-Time,4,4,,,,,,,,,,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,11,,11,1,,1,,,,,,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Part-Time,10,,10,1,,1,,,,,,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Other Sales and Service Personnel,Part-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2009,National,Canada,,,Overall,Full-Time,136,92,44,2,,2,6,3,3,33,22,11
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Senior Managers,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,5,5,,,,,,,,,,
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Professionals,Full-Time,2,,2,,,,,,,,,
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,27,26,1,,,,,,,7,6,1
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Supervisors,Full-Time,4,4,,,,,,,,,,
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,6,6,,,,,,,,,,
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,32,31,1,,,,2,2,,10,9,1
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,15,6,9,,,,1,,1,3,3,
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,32,5,27,2,,2,2,,2,10,2,8
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,12,8,4,,,,1,1,,3,2,1
Jazz Aviation L.P.,2009,National,Canada,,,Overall,Part-Time,61,24,37,1,,1,,,,4,2,2
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,39,6,33,1,,1,,,,2,,2
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,21,18,3,,,,,,,2,2,
Jazz Aviation L.P.,2009,Provincial,Ontario,,,Overall,Full-Time,45,32,13,2,,2,,,,13,10,3
Jazz Aviation L.P.,2009,Provincial,Ontario,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,4,4,,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,7,7,,,,,,,,3,3,
Jazz Aviation L.P.,2009,Provincial,Ontario,4811,Scheduled Air Transportation,Supervisors,Full-Time,2,2,,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Ontario,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Ontario,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,13,13,,,,,,,,4,4,
Jazz Aviation L.P.,2009,Provincial,Ontario,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,4,2,2,,,,,,,2,2,
Jazz Aviation L.P.,2009,Provincial,Ontario,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,11,,11,2,,2,,,,3,,3
Jazz Aviation L.P.,2009,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,3,3,,,,,,,,1,1,
Jazz Aviation L.P.,2009,Provincial,Ontario,,,Overall,Part-Time,5,4,1,,,,,,,1,1,
Jazz Aviation L.P.,2009,Provincial,Ontario,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,4,4,,,,,,,,1,1,
Jazz Aviation L.P.,2009,Provincial,Québec,,,Overall,Full-Time,27,20,7,,,,1,1,,7,6,1
Jazz Aviation L.P.,2009,Provincial,Québec,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,7,7,,,,,,,,2,2,
