EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,TOTALPROMOTIONS,TOTALMENPROMOTIONS,TOTALWOMENPROMOTIONS,TOTALABORIGALLPROMOTIONS,TOTALABORIGMENPROMOTIONS,TOTALABORIGWOMENPROMOTIONS,TOTALPWDALLPROMOTIONS,TOTALPWDMENPROMOTIONS,TOTALPWDWOMENPROMOTIONS,TOTALVISMINALLPROMOTIONS,TOTALVISMINMENPROMOTIONS,TOTALVISMINWOMENPROMOTIONS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
4186397 Canada Inc.,2012,National,Canada,0,,Overall,Full-Time,17,12,5,,,,1,1,,,,,17,12,5,,,,1,1,,,,
4186397 Canada Inc.,2012,National,Canada,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
4186397 Canada Inc.,2012,National,Canada,0,,Professionals,Full-Time,,,,,,,,,,,,,4,3,1,,,,,,,,,
4186397 Canada Inc.,2012,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
4186397 Canada Inc.,2012,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
4186397 Canada Inc.,2012,National,Canada,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,4,1,3,,,,,,,,,
4186397 Canada Inc.,2012,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
4186397 Canada Inc.,2012,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,4,3,1,,,,1,1,,,,
4186397 Canada Inc.,2012,Provincial,British Columbia,0,,Overall,Full-Time,4,3,1,,,,,,,,,,4,3,1,,,,,,,,,
4186397 Canada Inc.,2012,Provincial,British Columbia,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
4186397 Canada Inc.,2012,Provincial,British Columbia,0,,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,3,2,1,,,,,,,,,
4186397 Canada Inc.,2012,Provincial,Alberta,0,,Overall,Full-Time,13,9,4,,,,1,1,,,,,13,9,4,,,,1,1,,,,
4186397 Canada Inc.,2012,Provincial,Alberta,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
4186397 Canada Inc.,2012,Provincial,Alberta,0,,Professionals,Full-Time,,,,,,,,,,,,,4,3,1,,,,,,,,,
4186397 Canada Inc.,2012,Provincial,Alberta,0,,Skilled Crafts and Trades Workers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
4186397 Canada Inc.,2012,Provincial,Alberta,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,4,1,3,,,,,,,,,
4186397 Canada Inc.,2012,Provincial,Alberta,0,,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
4186397 Canada Inc.,2012,Provincial,Alberta,0,,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,1,1,,,,,1,1,,,,
6422217 Canada Inc.,2012,National,Canada,0,,Overall,Full-Time,13,8,5,,,,,,,2,,2,13,8,5,,,,,,,2,,2
6422217 Canada Inc.,2012,National,Canada,0,,Senior Managers,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
6422217 Canada Inc.,2012,National,Canada,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,6,5,1,,,,,,,1,,1
6422217 Canada Inc.,2012,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
6422217 Canada Inc.,2012,National,Canada,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,2,,2,,,,,,,1,,1
6422217 Canada Inc.,2012,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
6422217 Canada Inc.,2012,National,Canada,0,,Overall,Part-Time,1,1,,,,,,,,,,,1,1,,,,,,,,,,
6422217 Canada Inc.,2012,National,Canada,0,,Semi-Skilled Manual Workers,Part-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
6422217 Canada Inc.,2012,Provincial,Ontario,0,,Overall,Full-Time,3,2,1,,,,,,,,,,3,2,1,,,,,,,,,
6422217 Canada Inc.,2012,Provincial,Ontario,0,,Senior Managers,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
6422217 Canada Inc.,2012,Provincial,Ontario,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
6422217 Canada Inc.,2012,Provincial,Ontario,0,,Overall,Part-Time,1,1,,,,,,,,,,,1,1,,,,,,,,,,
6422217 Canada Inc.,2012,Provincial,Ontario,0,,Semi-Skilled Manual Workers,Part-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
6422217 Canada Inc.,2012,Provincial,British Columbia,0,,Overall,Full-Time,1,1,,,,,,,,,,,1,1,,,,,,,,,,
6422217 Canada Inc.,2012,Provincial,British Columbia,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2012,National,Canada,0,,Overall,Full-Time,40,31,9,,,,,,,,,,40,31,9,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2012,National,Canada,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,9,7,2,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2012,National,Canada,0,,Professionals,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2012,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,16,13,3,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2012,National,Canada,0,,Supervisors,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2012,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,6,5,1,,,,,,,,,
