EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2005,National,Canada,,,Overall,Full-Time,114,53,61,5,2,3,2,,2,1,,1
Provincial Aerospace Ltd.,2005,National,Canada,0,,Senior Managers,Full-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2005,National,Canada,0,,Middle and Other Managers,Full-Time,9,3,6,,,,,,,,,
Provincial Aerospace Ltd.,2005,National,Canada,0,,Professionals,Full-Time,4,3,1,,,,,,,,,
Provincial Aerospace Ltd.,2005,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,23,15,8,,,,,,,1,,1
Provincial Aerospace Ltd.,2005,National,Canada,0,,Supervisors,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2005,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,2,,2,1,,1,,,,,,
Provincial Aerospace Ltd.,2005,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,2,2,,1,1,,,,,,,
Provincial Aerospace Ltd.,2005,National,Canada,0,,Clerical Personnel,Full-Time,8,2,6,,,,,,,,,
Provincial Aerospace Ltd.,2005,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,35,,35,1,,1,1,,1,,,
Provincial Aerospace Ltd.,2005,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,26,24,2,2,1,1,1,,1,,,
Provincial Aerospace Ltd.,2005,National,Canada,0,,Other Sales and Service Personnel,Full-Time,2,1,1,,,,,,,,,
Provincial Aerospace Ltd.,2005,National,Canada,,,Overall,Part-Time,10,1,9,,,,,,,,,
Provincial Aerospace Ltd.,2005,National,Canada,0,,Semi-Professionals and Technicians,Part-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2005,National,Canada,0,,Intermediate Sales and Service Personnel,Part-Time,9,1,8,,,,,,,,,
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,89,41,48,5,2,3,1,,1,,,
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,0,,Senior Managers,Full-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,0,,Middle and Other Managers,Full-Time,6,2,4,,,,,,,,,
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,0,,Professionals,Full-Time,4,3,1,,,,,,,,,
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Full-Time,17,12,5,,,,,,,,,
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,0,,Supervisors,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,0,,Administrative and Senior Clerical Personnel,Full-Time,2,,2,1,,1,,,,,,
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,0,,Skilled Crafts and Trades Workers,Full-Time,2,2,,1,1,,,,,,,
