EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,TOTALPROMOTIONS,TOTALMENPROMOTIONS,TOTALWOMENPROMOTIONS,TOTALABORIGALLPROMOTIONS,TOTALABORIGMENPROMOTIONS,TOTALABORIGWOMENPROMOTIONS,TOTALPWDALLPROMOTIONS,TOTALPWDMENPROMOTIONS,TOTALPWDWOMENPROMOTIONS,TOTALVISMINALLPROMOTIONS,TOTALVISMINMENPROMOTIONS,TOTALVISMINWOMENPROMOTIONS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
4186397 Canada Inc.,1997,Provincial,British Columbia,456,Truck Transport Industries,Clerical Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,1,1,
4186397 Canada Inc.,1997,Provincial,Alberta,456,Truck Transport Industries,Overall,Full-Time,12,10,2,,,,,,,,,,12,10,2,,,,,,,,,
4186397 Canada Inc.,1997,Provincial,Alberta,456,Truck Transport Industries,Middle and Other Managers,Full-Time,,,,,,,,,,,,,3,2,1,,,,,,,,,
4186397 Canada Inc.,1997,Provincial,Alberta,456,Truck Transport Industries,Professionals,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
4186397 Canada Inc.,1997,Provincial,Alberta,456,Truck Transport Industries,Supervisors,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
4186397 Canada Inc.,1997,Provincial,Alberta,456,Truck Transport Industries,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
4186397 Canada Inc.,1997,Provincial,Alberta,456,Truck Transport Industries,Clerical Personnel,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
4186397 Canada Inc.,1997,Provincial,Alberta,456,Truck Transport Industries,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
A.J. Bus Lines Ltd.,1997,National,Canada,0,,Overall,Full-Time,2,1,1,,,,,,,,,,2,1,1,,,,,,,,,
A.J. Bus Lines Ltd.,1997,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
A.J. Bus Lines Ltd.,1997,National,Canada,0,,Overall,Part-Time,13,8,5,1,1,,1,1,,,,,13,8,5,1,1,,1,1,,,,
A.J. Bus Lines Ltd.,1997,National,Canada,0,,Semi-Skilled Manual Workers,Part-Time,,,,,,,,,,,,,13,8,5,1,1,,1,1,,,,
A.J. Bus Lines Ltd.,1997,Provincial,Ontario,0,,Overall,Full-Time,2,1,1,,,,,,,,,,2,1,1,,,,,,,,,
A.J. Bus Lines Ltd.,1997,Provincial,Ontario,0,,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
A.J. Bus Lines Ltd.,1997,Provincial,Ontario,0,,Overall,Part-Time,13,8,5,1,1,,1,1,,,,,13,8,5,1,1,,1,1,,,,
A.J. Bus Lines Ltd.,1997,Provincial,Ontario,0,,Semi-Skilled Manual Workers,Part-Time,,,,,,,,,,,,,13,8,5,1,1,,1,1,,,,
ACC TelEntreprises Ltd. (Inactive),1997,National,Canada,0,,Overall,Full-Time,91,41,50,,,,3,3,,13,3,10,84,39,45,,,,3,3,,11,2,9
ACC TelEntreprises Ltd. (Inactive),1997,National,Canada,0,,Senior Managers,Full-Time,,,,,,,,,,,,,9,8,1,,,,1,1,,,,
ACC TelEntreprises Ltd. (Inactive),1997,National,Canada,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,23,11,12,,,,,,,4,1,3
ACC TelEntreprises Ltd. (Inactive),1997,National,Canada,0,,Professionals,Full-Time,,,,,,,,,,,,,10,6,4,,,,1,1,,,,
ACC TelEntreprises Ltd. (Inactive),1997,National,Canada,0,,Supervisors,Full-Time,,,,,,,,,,,,,11,3,8,,,,1,1,,1,,1
ACC TelEntreprises Ltd. (Inactive),1997,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,5,,5,,,,,,,,,
ACC TelEntreprises Ltd. (Inactive),1997,National,Canada,0,,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,5,2,3,,,,,,,,,
ACC TelEntreprises Ltd. (Inactive),1997,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,,,,,,,,,,,,,6,2,4,,,,,,,1,,1
ACC TelEntreprises Ltd. (Inactive),1997,National,Canada,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,13,5,8,,,,,,,5,1,4
ACC TelEntreprises Ltd. (Inactive),1997,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
ACC TelEntreprises Ltd. (Inactive),1997,National,Canada,0,,Other Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
ACC TelEntreprises Ltd. (Inactive),1997,Provincial,Ontario,0,,Overall,Full-Time,81,33,48,,,,3,3,,12,3,9,74,31,43,,,,3,3,,10,2,8
ACC TelEntreprises Ltd. (Inactive),1997,Provincial,Ontario,0,,Senior Managers,Full-Time,,,,,,,,,,,,,7,6,1,,,,1,1,,,,
ACC TelEntreprises Ltd. (Inactive),1997,Provincial,Ontario,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,20,8,12,,,,,,,4,1,3
ACC TelEntreprises Ltd. (Inactive),1997,Provincial,Ontario,0,,Professionals,Full-Time,,,,,,,,,,,,,9,5,4,,,,1,1,,,,
ACC TelEntreprises Ltd. (Inactive),1997,Provincial,Ontario,0,,Supervisors,Full-Time,,,,,,,,,,,,,11,3,8,,,,1,1,,1,,1
ACC TelEntreprises Ltd. (Inactive),1997,Provincial,Ontario,0,,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,5,,5,,,,,,,,,
ACC TelEntreprises Ltd. (Inactive),1997,Provincial,Ontario,0,,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,4,2,2,,,,,,,,,
ACC TelEntreprises Ltd. (Inactive),1997,Provincial,Ontario,0,,Skilled Crafts and Trades Workers,Full-Time,,,,,,,,,,,,,5,1,4,,,,,,,1,,1
ACC TelEntreprises Ltd. (Inactive),1997,Provincial,Ontario,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,11,4,7,,,,,,,4,1,3
ACC TelEntreprises Ltd. (Inactive),1997,Provincial,Ontario,0,,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
ACC TelEntreprises Ltd. (Inactive),1997,Provincial,Ontario,0,,Other Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Access Communications Co-operative Limited,1997,National,Canada,0,,Overall,Full-Time,9,9,,,,,,,,2,2,,9,9,,,,,,,,2,2,
Access Communications Co-operative Limited,1997,National,Canada,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Access Communications Co-operative Limited,1997,National,Canada,0,,Professionals,Full-Time,,,,,,,,,,,,,4,4,,,,,,,,1,1,
Access Communications Co-operative Limited,1997,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Access Communications Co-operative Limited,1997,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,1,1,
Access Communications Co-operative Limited,1997,National,Canada,0,,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
Access Communications Co-operative Limited,1997,National,Canada,0,,Overall,Part-Time,1,1,,,,,,,,,,,1,1,,,,,,,,,,
Access Communications Co-operative Limited,1997,National,Canada,0,,Skilled Crafts and Trades Workers,Part-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Adby Transport Limited,1997,National,Canada,0,,Overall,Full-Time,2,2,,,,,,,,,,,2,2,,,,,,,,,,
Adby Transport Limited,1997,National,Canada,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Adby Transport Limited,1997,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Adby Transport Limited,1997,Provincial,Alberta,0,,Overall,Full-Time,2,2,,,,,,,,,,,2,2,,,,,,,,,,
Adby Transport Limited,1997,Provincial,Alberta,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Adby Transport Limited,1997,Provincial,Alberta,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
ADM Agri-Industries Ltd.,1997,National,Canada,0,,Overall,Full-Time,6,4,2,,,,,,,,,,6,4,2,,,,,,,,,
ADM Agri-Industries Ltd.,1997,National,Canada,0,,Professionals,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
ADM Agri-Industries Ltd.,1997,National,Canada,0,,Supervisors,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
ADM Agri-Industries Ltd.,1997,National,Canada,0,,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
ADM Agri-Industries Ltd.,1997,National,Canada,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
ADM Agri-Industries Ltd.,1997,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
ADM Agri-Industries Ltd.,1997,Provincial,Ontario,0,,Overall,Full-Time,4,3,1,,,,,,,,,,4,3,1,,,,,,,,,
ADM Agri-Industries Ltd.,1997,Provincial,Ontario,0,,Supervisors,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
ADM Agri-Industries Ltd.,1997,Provincial,Ontario,0,,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
ADM Agri-Industries Ltd.,1997,Provincial,Ontario,0,,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
ADM Agri-Industries Ltd.,1997,Provincial,Québec,0,,Overall,Full-Time,1,1,,,,,,,,,,,1,1,,,,,,,,,,
ADM Agri-Industries Ltd.,1997,Provincial,Québec,0,,Professionals,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Administration portuaire de Montréal,1997,National,Canada,0,,Overall,Full-Time,14,13,1,,,,,,,,,,12,11,1,,,,,,,,,
Administration portuaire de Montréal,1997,National,Canada,0,,Senior Managers,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Administration portuaire de Montréal,1997,National,Canada,0,,Professionals,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Administration portuaire de Montréal,1997,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Administration portuaire de Montréal,1997,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,,,,,,,,,,,,,7,7,,,,,,,,,,
Administration portuaire de Montréal,1997,National,Canada,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Administration portuaire de Montréal,1997,National,Canada,0,,Other Manual Workers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Administration portuaire de Montréal,1997,Provincial,Québec,0,,Overall,Full-Time,14,13,1,,,,,,,,,,12,11,1,,,,,,,,,
Administration portuaire de Montréal,1997,Provincial,Québec,0,,Senior Managers,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Administration portuaire de Montréal,1997,Provincial,Québec,0,,Professionals,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Administration portuaire de Montréal,1997,Provincial,Québec,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Administration portuaire de Montréal,1997,Provincial,Québec,0,,Skilled Crafts and Trades Workers,Full-Time,,,,,,,,,,,,,7,7,,,,,,,,,,
Administration portuaire de Montréal,1997,Provincial,Québec,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Administration portuaire de Montréal,1997,Provincial,Québec,0,,Other Manual Workers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
"Aeroguard Eastern Ltd., Aeroguard Inc., Aeroguard Company Ltd.",1997,National,Canada,0,,Overall,Full-Time,8,2,6,,,,,,,5,2,3,8,2,6,,,,,,,5,2,3
"Aeroguard Eastern Ltd., Aeroguard Inc., Aeroguard Company Ltd.",1997,National,Canada,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,8,2,6,,,,,,,5,2,3
"Aeroguard Eastern Ltd., Aeroguard Inc., Aeroguard Company Ltd.",1997,National,Canada,0,,Overall,Part-Time,1,1,,,,,,,,,,,1,1,,,,,,,,,,
"Aeroguard Eastern Ltd., Aeroguard Inc., Aeroguard Company Ltd.",1997,National,Canada,0,,Middle and Other Managers,Part-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
"Aeroguard Eastern Ltd., Aeroguard Inc., Aeroguard Company Ltd.",1997,Provincial,British Columbia,0,,Overall,Full-Time,5,2,3,,,,,,,5,2,3,5,2,3,,,,,,,5,2,3
"Aeroguard Eastern Ltd., Aeroguard Inc., Aeroguard Company Ltd.",1997,Provincial,British Columbia,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,5,2,3,,,,,,,5,2,3
Aéroports de Montréal,1997,National,Canada,0,,Overall,Full-Time,27,14,13,,,,,,,2,1,1,27,14,13,,,,,,,2,1,1
Aéroports de Montréal,1997,National,Canada,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,4,2,2,,,,,,,,,
Aéroports de Montréal,1997,National,Canada,0,,Professionals,Full-Time,,,,,,,,,,,,,7,3,4,,,,,,,1,1,
Aéroports de Montréal,1997,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,3,,3,,,,,,,1,,1
Aéroports de Montréal,1997,National,Canada,0,,Supervisors,Full-Time,,,,,,,,,,,,,6,5,1,,,,,,,,,
Aéroports de Montréal,1997,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Aéroports de Montréal,1997,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,3,1,2,,,,,,,,,
Aéroports de Montréal,1997,National,Canada,0,,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Aéroports de Montréal,1997,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Aéroports de Montréal,1997,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Aéroports de Montréal,1997,Provincial,Québec,0,,Overall,Full-Time,27,14,13,,,,,,,2,1,1,27,14,13,,,,,,,2,1,1
Aéroports de Montréal,1997,Provincial,Québec,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,4,2,2,,,,,,,,,
Aéroports de Montréal,1997,Provincial,Québec,0,,Professionals,Full-Time,,,,,,,,,,,,,7,3,4,,,,,,,1,1,
Aéroports de Montréal,1997,Provincial,Québec,0,,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,3,,3,,,,,,,1,,1
Aéroports de Montréal,1997,Provincial,Québec,0,,Supervisors,Full-Time,,,,,,,,,,,,,6,5,1,,,,,,,,,
Aéroports de Montréal,1997,Provincial,Québec,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Aéroports de Montréal,1997,Provincial,Québec,0,,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,3,1,2,,,,,,,,,
Aéroports de Montréal,1997,Provincial,Québec,0,,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Aéroports de Montréal,1997,Provincial,Québec,0,,Skilled Crafts and Trades Workers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Aéroports de Montréal,1997,Provincial,Québec,0,,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
AgPro Grain Ltd. Partnership,1997,National,Canada,0,,Overall,Full-Time,1,1,,,,,,,,,,,1,1,,,,,,,,,,
AgPro Grain Ltd. Partnership,1997,National,Canada,0,,Professionals,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
AgPro Grain Ltd. Partnership,1997,Provincial,Saskatchewan,0,,Overall,Full-Time,1,1,,,,,,,,,,,1,1,,,,,,,,,,
AgPro Grain Ltd. Partnership,1997,Provincial,Saskatchewan,0,,Professionals,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Agricore Cooperative Limited,1997,National,Canada,471,Grain Elevator Industry,Overall,Full-Time,89,83,6,1,1,,1,1,,1,,1,85,79,6,1,1,,1,1,,1,,1
Agricore Cooperative Limited,1997,National,Canada,471,Grain Elevator Industry,Middle and Other Managers,Full-Time,,,,,,,,,,,,,12,11,1,,,,1,1,,,,
Agricore Cooperative Limited,1997,National,Canada,471,Grain Elevator Industry,Professionals,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
Agricore Cooperative Limited,1997,National,Canada,471,Grain Elevator Industry,Supervisors,Full-Time,,,,,,,,,,,,,2,,2,,,,,,,1,,1
Agricore Cooperative Limited,1997,National,Canada,471,Grain Elevator Industry,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,4,4,,,,,,,,,,
Agricore Cooperative Limited,1997,National,Canada,471,Grain Elevator Industry,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Agricore Cooperative Limited,1997,National,Canada,471,Grain Elevator Industry,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,51,51,,,,,,,,,,
Agricore Cooperative Limited,1997,National,Canada,471,Grain Elevator Industry,Clerical Personnel,Full-Time,,,,,,,,,,,,,3,1,2,,,,,,,,,
Agricore Cooperative Limited,1997,National,Canada,471,Grain Elevator Industry,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,9,9,,1,1,,,,,,,
Agricore Cooperative Limited,1997,National,Canada,471,Grain Elevator Industry,Other Manual Workers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Agricore Cooperative Limited,1997,Provincial,British Columbia,471,Grain Elevator Industry,Overall,Full-Time,1,1,,1,1,,,,,,,,1,1,,1,1,,,,,,,
Agricore Cooperative Limited,1997,Provincial,British Columbia,471,Grain Elevator Industry,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,1,1,,1,1,,,,,,,
Agricore Cooperative Limited,1997,Provincial,Alberta,471,Grain Elevator Industry,Overall,Full-Time,88,82,6,,,,1,1,,1,,1,84,78,6,,,,1,1,,1,,1
Agricore Cooperative Limited,1997,Provincial,Alberta,471,Grain Elevator Industry,Middle and Other Managers,Full-Time,,,,,,,,,,,,,12,11,1,,,,1,1,,,,
Agricore Cooperative Limited,1997,Provincial,Alberta,471,Grain Elevator Industry,Professionals,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
Agricore Cooperative Limited,1997,Provincial,Alberta,471,Grain Elevator Industry,Supervisors,Full-Time,,,,,,,,,,,,,2,,2,,,,,,,1,,1
Agricore Cooperative Limited,1997,Provincial,Alberta,471,Grain Elevator Industry,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,4,4,,,,,,,,,,
Agricore Cooperative Limited,1997,Provincial,Alberta,471,Grain Elevator Industry,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Agricore Cooperative Limited,1997,Provincial,Alberta,471,Grain Elevator Industry,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,51,51,,,,,,,,,,
Agricore Cooperative Limited,1997,Provincial,Alberta,471,Grain Elevator Industry,Clerical Personnel,Full-Time,,,,,,,,,,,,,3,1,2,,,,,,,,,
Agricore Cooperative Limited,1997,Provincial,Alberta,471,Grain Elevator Industry,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,8,8,,,,,,,,,,
Agricore Cooperative Limited,1997,Provincial,Alberta,471,Grain Elevator Industry,Other Manual Workers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Air Alliance Inc.,1997,National,Canada,0,,Overall,Full-Time,15,9,6,,,,,,,1,1,,15,9,6,,,,,,,1,1,
Air Alliance Inc.,1997,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,3,3,,,,,,,,,,
Air Alliance Inc.,1997,National,Canada,0,,Supervisors,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Air Alliance Inc.,1997,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,,,,,,,,,,,,,5,5,,,,,,,,,,
Air Alliance Inc.,1997,National,Canada,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,1,1,
Air Alliance Inc.,1997,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,4,,4,,,,,,,,,
Air Alliance Inc.,1997,National,Canada,0,,Overall,Part-Time,1,1,,,,,,,,,,,1,1,,,,,,,,,,
Air Alliance Inc.,1997,National,Canada,0,,Skilled Crafts and Trades Workers,Part-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Air Alliance Inc.,1997,Provincial,Québec,0,,Overall,Full-Time,15,9,6,,,,,,,1,1,,15,9,6,,,,,,,1,1,
Air Alliance Inc.,1997,Provincial,Québec,0,,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,3,3,,,,,,,,,,
Air Alliance Inc.,1997,Provincial,Québec,0,,Supervisors,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Air Alliance Inc.,1997,Provincial,Québec,0,,Skilled Crafts and Trades Workers,Full-Time,,,,,,,,,,,,,5,5,,,,,,,,,,
Air Alliance Inc.,1997,Provincial,Québec,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,1,1,
Air Alliance Inc.,1997,Provincial,Québec,0,,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,4,,4,,,,,,,,,
Air Alliance Inc.,1997,Provincial,Québec,0,,Overall,Part-Time,1,1,,,,,,,,,,,1,1,,,,,,,,,,
Air Alliance Inc.,1997,Provincial,Québec,0,,Skilled Crafts and Trades Workers,Part-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Air Atlantic a division of IMP Group Limited,1997,National,Canada,0,,Overall,Full-Time,27,24,3,,,,,,,,,,26,23,3,,,,,,,,,
Air Atlantic a division of IMP Group Limited,1997,National,Canada,0,,Senior Managers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Air Atlantic a division of IMP Group Limited,1997,National,Canada,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
Air Atlantic a division of IMP Group Limited,1997,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,19,18,1,,,,,,,,,
Air Atlantic a division of IMP Group Limited,1997,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Air Atlantic a division of IMP Group Limited,1997,National,Canada,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
Air Atlantic a division of IMP Group Limited,1997,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Air Atlantic a division of IMP Group Limited,1997,Provincial,Nova Scotia,0,,Overall,Full-Time,23,21,2,,,,,,,,,,22,20,2,,,,,,,,,
Air Atlantic a division of IMP Group Limited,1997,Provincial,Nova Scotia,0,,Senior Managers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Air Atlantic a division of IMP Group Limited,1997,Provincial,Nova Scotia,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
