EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,1997,National,Canada,,,Overall,Full-Time,87,70,17,2,,2,,,,,,
Provincial Aerospace Ltd.,1997,National,Canada,0,,Middle and Other Managers,Full-Time,6,4,2,,,,,,,,,
Provincial Aerospace Ltd.,1997,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,36,34,2,,,,,,,,,
Provincial Aerospace Ltd.,1997,National,Canada,0,,Supervisors,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,1997,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,11,11,,,,,,,,,,
Provincial Aerospace Ltd.,1997,National,Canada,0,,Clerical Personnel,Full-Time,14,7,7,,,,,,,,,
Provincial Aerospace Ltd.,1997,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,7,1,6,2,,2,,,,,,
Provincial Aerospace Ltd.,1997,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,5,5,,,,,,,,,,
Provincial Aerospace Ltd.,1997,National,Canada,0,,Other Manual Workers,Full-Time,7,7,,,,,,,,,,
Provincial Aerospace Ltd.,1997,National,Canada,,,Overall,Part-Time,18,4,14,1,,1,,,,,,
Provincial Aerospace Ltd.,1997,National,Canada,0,,Clerical Personnel,Part-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,1997,National,Canada,0,,Intermediate Sales and Service Personnel,Part-Time,17,3,14,1,,1,,,,,,
Provincial Aerospace Ltd.,1997,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,66,50,16,2,,2,,,,,,
Provincial Aerospace Ltd.,1997,Provincial,Newfoundland and Labrador,0,,Middle and Other Managers,Full-Time,6,4,2,,,,,,,,,
Provincial Aerospace Ltd.,1997,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Full-Time,19,18,1,,,,,,,,,
Provincial Aerospace Ltd.,1997,Provincial,Newfoundland and Labrador,0,,Supervisors,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,1997,Provincial,Newfoundland and Labrador,0,,Skilled Crafts and Trades Workers,Full-Time,10,10,,,,,,,,,,
Provincial Aerospace Ltd.,1997,Provincial,Newfoundland and Labrador,0,,Clerical Personnel,Full-Time,12,5,7,,,,,,,,,
Provincial Aerospace Ltd.,1997,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Full-Time,7,1,6,2,,2,,,,,,
Provincial Aerospace Ltd.,1997,Provincial,Newfoundland and Labrador,0,,Semi-Skilled Manual Workers,Full-Time,4,4,,,,,,,,,,
Provincial Aerospace Ltd.,1997,Provincial,Newfoundland and Labrador,0,,Other Manual Workers,Full-Time,7,7,,,,,,,,,,
Provincial Aerospace Ltd.,1997,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,18,4,14,1,,1,,,,,,
Provincial Aerospace Ltd.,1997,Provincial,Newfoundland and Labrador,0,,Clerical Personnel,Part-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,1997,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Part-Time,17,3,14,1,,1,,,,,,
Jazz Aviation L.P.,1997,National,Canada,,,Overall,Full-Time,104,71,33,,,,3,2,1,2,2,
Jazz Aviation L.P.,1997,National,Canada,0,,Senior Managers,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,1997,National,Canada,0,,Middle and Other Managers,Full-Time,2,2,,,,,,,,,,
Jazz Aviation L.P.,1997,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,59,58,1,,,,,,,,,
Jazz Aviation L.P.,1997,National,Canada,0,,Supervisors,Full-Time,3,2,1,,,,1,1,,,,
Jazz Aviation L.P.,1997,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,3,,3,,,,,,,,,
Jazz Aviation L.P.,1997,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,3,3,,,,,,,,1,1,
Jazz Aviation L.P.,1997,National,Canada,0,,Clerical Personnel,Full-Time,8,1,7,,,,1,1,,,,
Jazz Aviation L.P.,1997,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,24,3,21,,,,1,,1,,,
Jazz Aviation L.P.,1997,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,1,1,,,,,,,,1,1,
Jazz Aviation L.P.,1997,National,Canada,,,Overall,Part-Time,2,1,1,,,,,,,,,
Jazz Aviation L.P.,1997,National,Canada,0,,Intermediate Sales and Service Personnel,Part-Time,2,1,1,,,,,,,,,
Jazz Aviation L.P.,1997,Provincial,Nova Scotia,,,Overall,Full-Time,103,71,32,,,,3,2,1,2,2,
Jazz Aviation L.P.,1997,Provincial,Nova Scotia,0,,Senior Managers,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,1997,Provincial,Nova Scotia,0,,Middle and Other Managers,Full-Time,2,2,,,,,,,,,,
Jazz Aviation L.P.,1997,Provincial,Nova Scotia,0,,Semi-Professionals and Technicians,Full-Time,59,58,1,,,,,,,,,
Jazz Aviation L.P.,1997,Provincial,Nova Scotia,0,,Supervisors,Full-Time,3,2,1,,,,1,1,,,,
Jazz Aviation L.P.,1997,Provincial,Nova Scotia,0,,Administrative and Senior Clerical Personnel,Full-Time,2,,2,,,,,,,,,
Jazz Aviation L.P.,1997,Provincial,Nova Scotia,0,,Skilled Crafts and Trades Workers,Full-Time,3,3,,,,,,,,1,1,
Jazz Aviation L.P.,1997,Provincial,Nova Scotia,0,,Clerical Personnel,Full-Time,8,1,7,,,,1,1,,,,
Jazz Aviation L.P.,1997,Provincial,Nova Scotia,0,,Intermediate Sales and Service Personnel,Full-Time,24,3,21,,,,1,,1,,,
Jazz Aviation L.P.,1997,Provincial,Nova Scotia,0,,Semi-Skilled Manual Workers,Full-Time,1,1,,,,,,,,1,1,
CHC Helicopter Group of Companies,1997,National,Canada,,,Overall,Full-Time,131,112,19,,,,2,2,,14,10,4
CHC Helicopter Group of Companies,1997,National,Canada,451,Air Transport Industries,Senior Managers,Full-Time,1,1,,,,,,,,,,
CHC Helicopter Group of Companies,1997,National,Canada,451,Air Transport Industries,Middle and Other Managers,Full-Time,1,,1,,,,,,,,,
CHC Helicopter Group of Companies,1997,National,Canada,451,Air Transport Industries,Professionals,Full-Time,4,3,1,,,,1,1,,,,
CHC Helicopter Group of Companies,1997,National,Canada,451,Air Transport Industries,Semi-Professionals and Technicians,Full-Time,61,60,1,,,,,,,7,7,
CHC Helicopter Group of Companies,1997,National,Canada,451,Air Transport Industries,Supervisors,Full-Time,1,,1,,,,,,,1,,1
CHC Helicopter Group of Companies,1997,National,Canada,451,Air Transport Industries,Administrative and Senior Clerical Personnel,Full-Time,8,3,5,,,,,,,2,,2
