EMPLOYERNAME,CALENDARYEAR,EMPLOYMENTSTATUS,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,SALARYRANGE($),ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Jazz Aviation L.P.,2000,Full-Time,National,Canada,451,Air Transport Industries,"$ 20,000 - $24,999",118,41,77,1,1,,2,1,1,3,1,2
Jazz Aviation L.P.,2000,Full-Time,National,Canada,451,Air Transport Industries,"$ 25,000 - $29,999",146,89,57,,,,3,1,2,1,,1
Jazz Aviation L.P.,2000,Full-Time,National,Canada,451,Air Transport Industries,"$ 30,000 - $34,999",130,39,91,,,,1,1,,5,3,2
Jazz Aviation L.P.,2000,Full-Time,National,Canada,451,Air Transport Industries,"$ 35,000 - $37,499",163,34,129,,,,3,2,1,3,2,1
Jazz Aviation L.P.,2000,Full-Time,National,Canada,451,Air Transport Industries,"$ 37,500 - $39,999",104,84,20,,,,1,1,,2,2,
Jazz Aviation L.P.,2000,Full-Time,National,Canada,451,Air Transport Industries,"$ 40,000 - $44,999",89,54,35,1,,1,2,1,1,2,,2
Jazz Aviation L.P.,2000,Full-Time,National,Canada,451,Air Transport Industries,"$ 45,000 - $49,999",90,74,16,,,,,,,1,1,
Jazz Aviation L.P.,2000,Full-Time,National,Canada,451,Air Transport Industries,"$ 50,000 - $59,999",147,133,14,1,1,,1,,1,3,3,
Jazz Aviation L.P.,2000,Full-Time,National,Canada,451,Air Transport Industries,"$ 60,000 - $69,999",28,24,4,,,,,,,,,
Jazz Aviation L.P.,2000,Full-Time,National,Canada,451,Air Transport Industries,"$ 70,000 - $84,999",167,162,5,1,1,,2,2,,1,1,
Jazz Aviation L.P.,2000,Full-Time,National,Canada,451,Air Transport Industries,"$ 85,000 - $99,999",30,29,1,,,,,,,,,
Jazz Aviation L.P.,2000,Full-Time,National,Canada,451,Air Transport Industries,"$100,000 and over",47,44,3,,,,1,,1,,,
Jazz Aviation L.P.,2000,Full-Time,Provincial,Québec,,,Overall,389,274,115,1,1,,5,4,1,8,7,1
Jazz Aviation L.P.,2000,Full-Time,Provincial,Québec,451,Air Transport Industries,"Under $15,000",1,,1,,,,,,,,,
Jazz Aviation L.P.,2000,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 20,000 - $24,999",42,17,25,,,,2,1,1,1,1,
Jazz Aviation L.P.,2000,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 25,000 - $29,999",56,45,11,,,,1,1,,,,
Jazz Aviation L.P.,2000,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 30,000 - $34,999",20,4,16,,,,,,,,,
Jazz Aviation L.P.,2000,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 35,000 - $37,499",51,13,38,,,,,,,1,,1
Jazz Aviation L.P.,2000,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 37,500 - $39,999",41,31,10,,,,,,,2,2,
Jazz Aviation L.P.,2000,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 40,000 - $44,999",16,13,3,,,,1,1,,,,
Jazz Aviation L.P.,2000,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 45,000 - $49,999",28,24,4,,,,,,,,,
Jazz Aviation L.P.,2000,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 50,000 - $59,999",51,47,4,1,1,,,,,3,3,
Jazz Aviation L.P.,2000,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 60,000 - $69,999",6,5,1,,,,,,,,,
Jazz Aviation L.P.,2000,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 70,000 - $84,999",65,63,2,,,,1,1,,1,1,
Jazz Aviation L.P.,2000,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 85,000 - $99,999",11,11,,,,,,,,,,
Jazz Aviation L.P.,2000,Full-Time,Provincial,Québec,451,Air Transport Industries,"$100,000 and over",1,1,,,,,,,,,,
Jazz Aviation L.P.,2000,Full-Time,Provincial,Nova Scotia,,,Overall,837,526,311,3,2,1,8,4,4,13,6,7
Jazz Aviation L.P.,2000,Full-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 15,000 - $19,999",3,2,1,,,,,,,,,
Jazz Aviation L.P.,2000,Full-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 20,000 - $24,999",76,24,52,1,1,,,,,2,,2
Jazz Aviation L.P.,2000,Full-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 25,000 - $29,999",89,44,45,,,,1,,1,1,,1
Jazz Aviation L.P.,2000,Full-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 30,000 - $34,999",108,35,73,,,,1,1,,5,3,2
Jazz Aviation L.P.,2000,Full-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 35,000 - $37,499",87,18,69,,,,1,1,,2,2,
Jazz Aviation L.P.,2000,Full-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 37,500 - $39,999",63,53,10,,,,1,1,,,,
Jazz Aviation L.P.,2000,Full-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 40,000 - $44,999",72,40,32,1,,1,1,,1,2,,2
Jazz Aviation L.P.,2000,Full-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 45,000 - $49,999",57,48,9,,,,,,,1,1,
Jazz Aviation L.P.,2000,Full-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 50,000 - $59,999",94,84,10,,,,1,,1,,,
Jazz Aviation L.P.,2000,Full-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 60,000 - $69,999",22,19,3,,,,,,,,,
Jazz Aviation L.P.,2000,Full-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 70,000 - $84,999",101,98,3,1,1,,1,1,,,,
Jazz Aviation L.P.,2000,Full-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 85,000 - $99,999",19,18,1,,,,,,,,,
Jazz Aviation L.P.,2000,Full-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$100,000 and over",46,43,3,,,,1,,1,,,
Jazz Aviation L.P.,2000,Part-Time,National,Canada,,,Overall,60,18,42,,,,1,,1,1,,1
Jazz Aviation L.P.,2000,Part-Time,National,Canada,451,Air Transport Industries,"Under $5,000",1,,1,,,,,,,,,
Jazz Aviation L.P.,2000,Part-Time,National,Canada,451,Air Transport Industries,"$  7,500 - $ 9,999",15,6,9,,,,,,,,,
Jazz Aviation L.P.,2000,Part-Time,National,Canada,451,Air Transport Industries,"$ 10,000 - $12,499",16,8,8,,,,,,,,,
Jazz Aviation L.P.,2000,Part-Time,National,Canada,451,Air Transport Industries,"$ 12,500 - $14,999",3,2,1,,,,,,,1,,1
Jazz Aviation L.P.,2000,Part-Time,National,Canada,451,Air Transport Industries,"$ 15,000 - $17,499",2,1,1,,,,,,,,,
Jazz Aviation L.P.,2000,Part-Time,National,Canada,451,Air Transport Industries,"$ 17,500 - $19,999",11,,11,,,,,,,,,
Jazz Aviation L.P.,2000,Part-Time,National,Canada,451,Air Transport Industries,"$ 20,000 - $22,499",4,,4,,,,,,,,,
Jazz Aviation L.P.,2000,Part-Time,National,Canada,451,Air Transport Industries,"$ 25,000 - $29,999",7,,7,,,,1,,1,,,
Jazz Aviation L.P.,2000,Part-Time,National,Canada,451,Air Transport Industries,"$ 50,000 and over",1,1,,,,,,,,,,
Jazz Aviation L.P.,2000,Part-Time,Provincial,Québec,,,Overall,34,13,21,,,,,,,,,
Jazz Aviation L.P.,2000,Part-Time,Provincial,Québec,451,Air Transport Industries,"$  7,500 - $ 9,999",13,6,7,,,,,,,,,
Jazz Aviation L.P.,2000,Part-Time,Provincial,Québec,451,Air Transport Industries,"$ 10,000 - $12,499",13,7,6,,,,,,,,,
Jazz Aviation L.P.,2000,Part-Time,Provincial,Québec,451,Air Transport Industries,"$ 17,500 - $19,999",8,,8,,,,,,,,,
Jazz Aviation L.P.,2000,Part-Time,Provincial,Nova Scotia,,,Overall,15,4,11,,,,1,,1,1,,1
Jazz Aviation L.P.,2000,Part-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 12,500 - $14,999",3,2,1,,,,,,,1,,1
Jazz Aviation L.P.,2000,Part-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 15,000 - $17,499",2,1,1,,,,,,,,,
Jazz Aviation L.P.,2000,Part-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 17,500 - $19,999",2,,2,,,,,,,,,
Jazz Aviation L.P.,2000,Part-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 20,000 - $22,499",1,,1,,,,,,,,,
Jazz Aviation L.P.,2000,Part-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 25,000 - $29,999",6,,6,,,,1,,1,,,
Jazz Aviation L.P.,2000,Part-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 50,000 and over",1,1,,,,,,,,,,
CHC Helicopter Group of Companies,2000,Full-Time,National,Canada,,,Overall,380,295,85,29,16,13,8,6,2,20,9,11
CHC Helicopter Group of Companies,2000,Full-Time,National,Canada,0,,"Under $15,000",4,4,,,,,1,1,,1,1,
CHC Helicopter Group of Companies,2000,Full-Time,National,Canada,0,,"$ 15,000 - $19,999",10,6,4,,,,1,,1,1,,1
CHC Helicopter Group of Companies,2000,Full-Time,National,Canada,0,,"$ 20,000 - $24,999",73,47,26,25,13,12,1,1,,2,,2
CHC Helicopter Group of Companies,2000,Full-Time,National,Canada,0,,"$ 25,000 - $29,999",36,18,18,1,,1,,,,1,,1
CHC Helicopter Group of Companies,2000,Full-Time,National,Canada,0,,"$ 30,000 - $34,999",34,20,14,,,,2,2,,2,,2
CHC Helicopter Group of Companies,2000,Full-Time,National,Canada,0,,"$ 35,000 - $37,499",26,23,3,,,,,,,,,
CHC Helicopter Group of Companies,2000,Full-Time,National,Canada,0,,"$ 37,500 - $39,999",18,15,3,,,,,,,2,,2
CHC Helicopter Group of Companies,2000,Full-Time,National,Canada,0,,"$ 40,000 - $44,999",20,12,8,,,,1,,1,1,,1
CHC Helicopter Group of Companies,2000,Full-Time,National,Canada,0,,"$ 45,000 - $49,999",11,9,2,,,,,,,,,
CHC Helicopter Group of Companies,2000,Full-Time,National,Canada,0,,"$ 50,000 - $59,999",26,24,2,1,1,,1,1,,1,1,
CHC Helicopter Group of Companies,2000,Full-Time,National,Canada,0,,"$ 60,000 - $69,999",67,66,1,1,1,,,,,4,3,1
CHC Helicopter Group of Companies,2000,Full-Time,National,Canada,0,,"$ 70,000 - $84,999",33,31,2,,,,,,,4,3,1
CHC Helicopter Group of Companies,2000,Full-Time,National,Canada,0,,"$ 85,000 - $99,999",6,6,,,,,,,,1,1,
CHC Helicopter Group of Companies,2000,Full-Time,National,Canada,0,,"$100,000 and over",16,14,2,1,1,,1,1,,,,
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,British Columbia,,,Overall,194,157,37,1,1,,3,3,,19,9,10
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,British Columbia,0,,"Under $15,000",4,4,,,,,1,1,,1,1,
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,British Columbia,0,,"$ 15,000 - $19,999",8,5,3,,,,,,,,,
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,British Columbia,0,,"$ 20,000 - $24,999",6,2,4,,,,,,,2,,2
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,British Columbia,0,,"$ 25,000 - $29,999",18,7,11,,,,,,,1,,1
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,British Columbia,0,,"$ 30,000 - $34,999",17,9,8,,,,1,1,,2,,2
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,British Columbia,0,,"$ 35,000 - $37,499",21,19,2,,,,,,,,,
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,British Columbia,0,,"$ 37,500 - $39,999",17,14,3,,,,,,,2,,2
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,British Columbia,0,,"$ 40,000 - $44,999",7,5,2,,,,,,,1,,1
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,British Columbia,0,,"$ 45,000 - $49,999",6,5,1,,,,,,,,,
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,British Columbia,0,,"$ 50,000 - $59,999",16,16,,1,1,,1,1,,1,1,
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,British Columbia,0,,"$ 60,000 - $69,999",47,46,1,,,,,,,4,3,1
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,British Columbia,0,,"$ 70,000 - $84,999",21,20,1,,,,,,,4,3,1
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,British Columbia,0,,"$ 85,000 - $99,999",2,2,,,,,,,,1,1,
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,British Columbia,0,,"$100,000 and over",4,3,1,,,,,,,,,
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,Newfoundland and Labrador,,,Overall,150,104,46,27,14,13,5,3,2,1,,1
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 15,000 - $19,999",2,1,1,,,,1,,1,1,,1
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 20,000 - $24,999",67,45,22,25,13,12,1,1,,,,
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 25,000 - $29,999",17,10,7,1,,1,,,,,,
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 30,000 - $34,999",14,8,6,,,,1,1,,,,
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 35,000 - $37,499",4,3,1,,,,,,,,,
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 37,500 - $39,999",1,1,,,,,,,,,,
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 40,000 - $44,999",11,7,4,,,,1,,1,,,
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 45,000 - $49,999",3,2,1,,,,,,,,,
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 50,000 - $59,999",5,3,2,,,,,,,,,
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 60,000 - $69,999",10,10,,1,1,,,,,,,
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 70,000 - $84,999",3,2,1,,,,,,,,,
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 85,000 - $99,999",2,2,,,,,,,,,,
CHC Helicopter Group of Companies,2000,Full-Time,Provincial,Newfoundland and Labrador,0,,"$100,000 and over",11,10,1,,,,1,1,,,,
CHC Helicopter Group of Companies,2000,Part-Time,National,Canada,,,Overall,6,3,3,,,,,,,1,,1
CHC Helicopter Group of Companies,2000,Part-Time,National,Canada,0,,"$ 15,000 - $17,499",1,1,,,,,,,,,,
CHC Helicopter Group of Companies,2000,Part-Time,National,Canada,0,,"$ 25,000 - $29,999",2,,2,,,,,,,,,
CHC Helicopter Group of Companies,2000,Part-Time,National,Canada,0,,"$ 40,000 - $49,999",1,,1,,,,,,,1,,1
CHC Helicopter Group of Companies,2000,Part-Time,National,Canada,0,,"$ 50,000 and over",2,2,,,,,,,,,,
CHC Helicopter Group of Companies,2000,Part-Time,Provincial,British Columbia,,,Overall,4,1,3,,,,,,,1,,1
CHC Helicopter Group of Companies,2000,Part-Time,Provincial,British Columbia,0,,"$ 25,000 - $29,999",2,,2,,,,,,,,,
CHC Helicopter Group of Companies,2000,Part-Time,Provincial,British Columbia,0,,"$ 40,000 - $49,999",1,,1,,,,,,,1,,1
CHC Helicopter Group of Companies,2000,Part-Time,Provincial,British Columbia,0,,"$ 50,000 and over",1,1,,,,,,,,,,
CHC Helicopter Group of Companies,2000,Part-Time,Provincial,Newfoundland and Labrador,,,Overall,1,1,,,,,,,,,,
CHC Helicopter Group of Companies,2000,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 15,000 - $17,499",1,1,,,,,,,,,,
Persona Communications Corp.,2000,Full-Time,National,Canada,,,Overall,302,200,102,2,1,1,7,7,,3,1,2
Persona Communications Corp.,2000,Full-Time,National,Canada,0,,"$ 15,000 - $19,999",2,1,1,,,,,,,,,
Persona Communications Corp.,2000,Full-Time,National,Canada,0,,"$ 20,000 - $24,999",34,5,29,,,,1,1,,2,,2
Persona Communications Corp.,2000,Full-Time,National,Canada,0,,"$ 25,000 - $29,999",62,31,31,,,,1,1,,,,
Persona Communications Corp.,2000,Full-Time,National,Canada,0,,"$ 30,000 - $34,999",70,56,14,2,1,1,1,1,,1,1,
Persona Communications Corp.,2000,Full-Time,National,Canada,0,,"$ 35,000 - $37,499",25,20,5,,,,,,,,,
Persona Communications Corp.,2000,Full-Time,National,Canada,0,,"$ 37,500 - $39,999",19,15,4,,,,,,,,,
Persona Communications Corp.,2000,Full-Time,National,Canada,0,,"$ 40,000 - $44,999",21,18,3,,,,,,,,,
Persona Communications Corp.,2000,Full-Time,National,Canada,0,,"$ 45,000 - $49,999",30,26,4,,,,1,1,,,,
Persona Communications Corp.,2000,Full-Time,National,Canada,0,,"$ 50,000 - $59,999",10,6,4,,,,2,2,,,,
Persona Communications Corp.,2000,Full-Time,National,Canada,0,,"$ 60,000 - $69,999",10,6,4,,,,1,1,,,,
Persona Communications Corp.,2000,Full-Time,National,Canada,0,,"$ 70,000 - $84,999",3,3,,,,,,,,,,
Persona Communications Corp.,2000,Full-Time,National,Canada,0,,"$ 85,000 - $99,999",6,4,2,,,,,,,,,
Persona Communications Corp.,2000,Full-Time,National,Canada,0,,"$100,000 and over",10,9,1,,,,,,,,,
Persona Communications Corp.,2000,Full-Time,Provincial,Ontario,,,Overall,120,78,42,1,,1,5,5,,,,
Persona Communications Corp.,2000,Full-Time,Provincial,Ontario,0,,"$ 20,000 - $24,999",2,,2,,,,,,,,,
Persona Communications Corp.,2000,Full-Time,Provincial,Ontario,0,,"$ 25,000 - $29,999",23,10,13,,,,1,1,,,,
Persona Communications Corp.,2000,Full-Time,Provincial,Ontario,0,,"$ 30,000 - $34,999",18,8,10,1,,1,,,,,,
Persona Communications Corp.,2000,Full-Time,Provincial,Ontario,0,,"$ 35,000 - $37,499",11,8,3,,,,,,,,,
Persona Communications Corp.,2000,Full-Time,Provincial,Ontario,0,,"$ 37,500 - $39,999",14,10,4,,,,,,,,,
Persona Communications Corp.,2000,Full-Time,Provincial,Ontario,0,,"$ 40,000 - $44,999",10,8,2,,,,,,,,,
Persona Communications Corp.,2000,Full-Time,Provincial,Ontario,0,,"$ 45,000 - $49,999",21,19,2,,,,1,1,,,,
Persona Communications Corp.,2000,Full-Time,Provincial,Ontario,0,,"$ 50,000 - $59,999",8,5,3,,,,2,2,,,,
Persona Communications Corp.,2000,Full-Time,Provincial,Ontario,0,,"$ 60,000 - $69,999",5,4,1,,,,1,1,,,,
Persona Communications Corp.,2000,Full-Time,Provincial,Ontario,0,,"$ 70,000 - $84,999",1,1,,,,,,,,,,
Persona Communications Corp.,2000,Full-Time,Provincial,Ontario,0,,"$ 85,000 - $99,999",5,3,2,,,,,,,,,
Persona Communications Corp.,2000,Full-Time,Provincial,Ontario,0,,"$100,000 and over",2,2,,,,,,,,,,
Persona Communications Corp.,2000,Part-Time,National,Canada,,,Overall,28,11,17,,,,3,,3,,,
Persona Communications Corp.,2000,Part-Time,National,Canada,0,,"Under $5,000",3,2,1,,,,1,,1,,,
Persona Communications Corp.,2000,Part-Time,National,Canada,0,,"$  5,000 - $ 7,499",1,,1,,,,,,,,,
Persona Communications Corp.,2000,Part-Time,National,Canada,0,,"$ 10,000 - $12,499",3,3,,,,,,,,,,
Persona Communications Corp.,2000,Part-Time,National,Canada,0,,"$ 12,500 - $14,999",1,1,,,,,,,,,,
Persona Communications Corp.,2000,Part-Time,National,Canada,0,,"$ 15,000 - $17,499",3,2,1,,,,,,,,,
Persona Communications Corp.,2000,Part-Time,National,Canada,0,,"$ 17,500 - $19,999",4,1,3,,,,1,,1,,,
Persona Communications Corp.,2000,Part-Time,National,Canada,0,,"$ 20,000 - $22,499",3,1,2,,,,,,,,,
Persona Communications Corp.,2000,Part-Time,National,Canada,0,,"$ 22,500 - $24,999",5,1,4,,,,,,,,,
Persona Communications Corp.,2000,Part-Time,National,Canada,0,,"$ 25,000 - $29,999",2,,2,,,,1,,1,,,
Persona Communications Corp.,2000,Part-Time,National,Canada,0,,"$ 30,000 - $34,999",3,,3,,,,,,,,,
Persona Communications Corp.,2000,Part-Time,Provincial,Ontario,,,Overall,24,9,15,,,,3,,3,,,
Persona Communications Corp.,2000,Part-Time,Provincial,Ontario,0,,"Under $5,000",3,2,1,,,,1,,1,,,
Persona Communications Corp.,2000,Part-Time,Provincial,Ontario,0,,"$ 10,000 - $12,499",3,3,,,,,,,,,,
Persona Communications Corp.,2000,Part-Time,Provincial,Ontario,0,,"$ 12,500 - $14,999",1,1,,,,,,,,,,
