EMPLOYERNAME,CALENDARYEAR,EMPLOYMENTSTATUS,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,SALARYRANGE($),ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2003,Full-Time,National,Canada,,,Overall,343,218,125,18,10,8,2,1,1,3,2,1
Provincial Aerospace Ltd.,2003,Full-Time,National,Canada,0,,"Under $15,000",6,4,2,,,,,,,,,
Provincial Aerospace Ltd.,2003,Full-Time,National,Canada,0,,"$ 15,000 - $19,999",63,15,48,6,2,4,1,,1,,,
Provincial Aerospace Ltd.,2003,Full-Time,National,Canada,0,,"$ 20,000 - $24,999",50,25,25,2,1,1,,,,,,
Provincial Aerospace Ltd.,2003,Full-Time,National,Canada,0,,"$ 25,000 - $29,999",48,24,24,3,1,2,,,,1,,1
Provincial Aerospace Ltd.,2003,Full-Time,National,Canada,0,,"$ 30,000 - $34,999",32,25,7,1,1,,1,1,,1,1,
Provincial Aerospace Ltd.,2003,Full-Time,National,Canada,0,,"$ 35,000 - $37,499",20,14,6,,,,,,,,,
Provincial Aerospace Ltd.,2003,Full-Time,National,Canada,0,,"$ 37,500 - $39,999",9,7,2,,,,,,,,,
Provincial Aerospace Ltd.,2003,Full-Time,National,Canada,0,,"$ 40,000 - $44,999",23,17,6,2,1,1,,,,,,
Provincial Aerospace Ltd.,2003,Full-Time,National,Canada,0,,"$ 45,000 - $49,999",21,18,3,1,1,,,,,,,
Provincial Aerospace Ltd.,2003,Full-Time,National,Canada,0,,"$ 50,000 - $59,999",25,24,1,1,1,,,,,,,
Provincial Aerospace Ltd.,2003,Full-Time,National,Canada,0,,"$ 60,000 - $69,999",24,23,1,2,2,,,,,1,1,
Provincial Aerospace Ltd.,2003,Full-Time,National,Canada,0,,"$ 70,000 - $84,999",14,14,,,,,,,,,,
Provincial Aerospace Ltd.,2003,Full-Time,National,Canada,0,,"$ 85,000 - $99,999",4,4,,,,,,,,,,
Provincial Aerospace Ltd.,2003,Full-Time,National,Canada,0,,"$100,000 and over",4,4,,,,,,,,,,
Provincial Aerospace Ltd.,2003,Full-Time,Provincial,Newfoundland and Labrador,,,Overall,306,194,112,17,9,8,1,1,,2,2,
Provincial Aerospace Ltd.,2003,Full-Time,Provincial,Newfoundland and Labrador,0,,"Under $15,000",6,4,2,,,,,,,,,
Provincial Aerospace Ltd.,2003,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 15,000 - $19,999",53,12,41,6,2,4,,,,,,
Provincial Aerospace Ltd.,2003,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 20,000 - $24,999",45,22,23,2,1,1,,,,,,
Provincial Aerospace Ltd.,2003,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 25,000 - $29,999",43,21,22,3,1,2,,,,,,
Provincial Aerospace Ltd.,2003,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 30,000 - $34,999",30,23,7,1,1,,1,1,,1,1,
Provincial Aerospace Ltd.,2003,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 35,000 - $37,499",20,14,6,,,,,,,,,
Provincial Aerospace Ltd.,2003,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 37,500 - $39,999",8,6,2,,,,,,,,,
Provincial Aerospace Ltd.,2003,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 40,000 - $44,999",18,13,5,2,1,1,,,,,,
Provincial Aerospace Ltd.,2003,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 45,000 - $49,999",19,16,3,1,1,,,,,,,
Provincial Aerospace Ltd.,2003,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 50,000 - $59,999",22,22,,1,1,,,,,,,
Provincial Aerospace Ltd.,2003,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 60,000 - $69,999",20,19,1,1,1,,,,,1,1,
Provincial Aerospace Ltd.,2003,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 70,000 - $84,999",14,14,,,,,,,,,,
Provincial Aerospace Ltd.,2003,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 85,000 - $99,999",4,4,,,,,,,,,,
Provincial Aerospace Ltd.,2003,Full-Time,Provincial,Newfoundland and Labrador,0,,"$100,000 and over",4,4,,,,,,,,,,
Provincial Aerospace Ltd.,2003,Part-Time,National,Canada,,,Overall,23,6,17,4,,4,,,,1,1,
Provincial Aerospace Ltd.,2003,Part-Time,National,Canada,0,,"$  5,000 - $ 7,499",3,1,2,,,,,,,,,
Provincial Aerospace Ltd.,2003,Part-Time,National,Canada,0,,"$  7,500 - $ 9,999",11,1,10,4,,4,,,,,,
Provincial Aerospace Ltd.,2003,Part-Time,National,Canada,0,,"$ 10,000 - $12,499",3,2,1,,,,,,,,,
Provincial Aerospace Ltd.,2003,Part-Time,National,Canada,0,,"$ 12,500 - $14,999",1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2003,Part-Time,National,Canada,0,,"$ 15,000 - $17,499",1,1,,,,,,,,1,1,
Provincial Aerospace Ltd.,2003,Part-Time,National,Canada,0,,"$ 17,500 - $19,999",2,,2,,,,,,,,,
Provincial Aerospace Ltd.,2003,Part-Time,National,Canada,0,,"$ 22,500 - $24,999",1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2003,Part-Time,National,Canada,0,,"$ 35,000 - $39,999",1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2003,Part-Time,Provincial,Newfoundland and Labrador,,,Overall,23,6,17,4,,4,,,,1,1,
Provincial Aerospace Ltd.,2003,Part-Time,Provincial,Newfoundland and Labrador,0,,"$  5,000 - $ 7,499",3,1,2,,,,,,,,,
Provincial Aerospace Ltd.,2003,Part-Time,Provincial,Newfoundland and Labrador,0,,"$  7,500 - $ 9,999",11,1,10,4,,4,,,,,,
Provincial Aerospace Ltd.,2003,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 10,000 - $12,499",3,2,1,,,,,,,,,
Provincial Aerospace Ltd.,2003,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 12,500 - $14,999",1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2003,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 15,000 - $17,499",1,1,,,,,,,,1,1,
Provincial Aerospace Ltd.,2003,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 17,500 - $19,999",2,,2,,,,,,,,,
Provincial Aerospace Ltd.,2003,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 22,500 - $24,999",1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2003,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 35,000 - $39,999",1,1,,,,,,,,,,
Jazz Aviation L.P.,2003,Full-Time,National,Canada,,,Overall,3347,2248,1099,44,25,19,75,52,23,180,121,59
Jazz Aviation L.P.,2003,Full-Time,National,Canada,451,Air Transport Industries,"$ 15,000 - $19,999",6,5,1,,,,,,,1,1,
Jazz Aviation L.P.,2003,Full-Time,National,Canada,451,Air Transport Industries,"$ 20,000 - $24,999",26,10,16,,,,1,,1,2,1,1
Jazz Aviation L.P.,2003,Full-Time,National,Canada,451,Air Transport Industries,"$ 25,000 - $29,999",75,30,45,1,,1,2,1,1,5,2,3
Jazz Aviation L.P.,2003,Full-Time,National,Canada,451,Air Transport Industries,"$ 30,000 - $34,999",254,127,127,6,2,4,6,2,4,27,15,12
Jazz Aviation L.P.,2003,Full-Time,National,Canada,451,Air Transport Industries,"$ 35,000 - $37,499",677,148,529,8,3,5,12,3,9,45,15,30
Jazz Aviation L.P.,2003,Full-Time,National,Canada,451,Air Transport Industries,"$ 37,500 - $39,999",370,148,222,10,3,7,16,9,7,15,8,7
Jazz Aviation L.P.,2003,Full-Time,National,Canada,451,Air Transport Industries,"$ 40,000 - $44,999",137,104,33,3,2,1,3,3,,12,8,4
Jazz Aviation L.P.,2003,Full-Time,National,Canada,451,Air Transport Industries,"$ 45,000 - $49,999",292,249,43,3,3,,2,1,1,16,15,1
Jazz Aviation L.P.,2003,Full-Time,National,Canada,451,Air Transport Industries,"$ 50,000 - $59,999",430,387,43,2,2,,10,10,,21,21,
Jazz Aviation L.P.,2003,Full-Time,National,Canada,451,Air Transport Industries,"$ 60,000 - $69,999",363,343,20,6,5,1,12,12,,27,26,1
Jazz Aviation L.P.,2003,Full-Time,National,Canada,451,Air Transport Industries,"$ 70,000 - $84,999",121,118,3,1,1,,2,2,,3,3,
Jazz Aviation L.P.,2003,Full-Time,National,Canada,451,Air Transport Industries,"$ 85,000 - $99,999",481,467,14,4,4,,9,9,,5,5,
Jazz Aviation L.P.,2003,Full-Time,National,Canada,451,Air Transport Industries,"$100,000 and over",115,112,3,,,,,,,1,1,
Jazz Aviation L.P.,2003,Full-Time,Provincial,Ontario,,,Overall,985,688,297,9,5,4,13,10,3,80,53,27
Jazz Aviation L.P.,2003,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 15,000 - $19,999",5,4,1,,,,,,,1,1,
Jazz Aviation L.P.,2003,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 20,000 - $24,999",3,2,1,,,,,,,1,1,
Jazz Aviation L.P.,2003,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 25,000 - $29,999",22,7,15,1,,1,,,,2,1,1
Jazz Aviation L.P.,2003,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 30,000 - $34,999",60,35,25,,,,,,,11,6,5
Jazz Aviation L.P.,2003,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 35,000 - $37,499",208,50,158,1,,1,3,1,2,25,9,16
Jazz Aviation L.P.,2003,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 37,500 - $39,999",95,43,52,1,,1,1,,1,7,3,4
Jazz Aviation L.P.,2003,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 40,000 - $44,999",47,36,11,,,,1,1,,4,4,
Jazz Aviation L.P.,2003,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 45,000 - $49,999",107,93,14,1,1,,1,1,,6,6,
Jazz Aviation L.P.,2003,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 50,000 - $59,999",138,125,13,,,,,,,11,11,
Jazz Aviation L.P.,2003,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 60,000 - $69,999",81,78,3,3,2,1,4,4,,6,5,1
Jazz Aviation L.P.,2003,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 70,000 - $84,999",23,23,,1,1,,1,1,,1,1,
Jazz Aviation L.P.,2003,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 85,000 - $99,999",170,166,4,1,1,,2,2,,4,4,
Jazz Aviation L.P.,2003,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$100,000 and over",26,26,,,,,,,,1,1,
Jazz Aviation L.P.,2003,Full-Time,Provincial,Québec,,,Overall,394,274,120,6,5,1,5,4,1,14,9,5
Jazz Aviation L.P.,2003,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 20,000 - $24,999",3,2,1,,,,,,,,,
Jazz Aviation L.P.,2003,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 25,000 - $29,999",7,4,3,,,,,,,,,
Jazz Aviation L.P.,2003,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 30,000 - $34,999",36,20,16,,,,1,1,,1,1,
Jazz Aviation L.P.,2003,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 35,000 - $37,499",103,26,77,3,2,1,1,,1,5,,5
Jazz Aviation L.P.,2003,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 37,500 - $39,999",23,13,10,,,,,,,,,
Jazz Aviation L.P.,2003,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 40,000 - $44,999",13,10,3,,,,1,1,,2,2,
Jazz Aviation L.P.,2003,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 45,000 - $49,999",54,47,7,,,,,,,2,2,
Jazz Aviation L.P.,2003,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 50,000 - $59,999",37,36,1,2,2,,1,1,,1,1,
Jazz Aviation L.P.,2003,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 60,000 - $69,999",22,22,,,,,,,,3,3,
Jazz Aviation L.P.,2003,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 70,000 - $84,999",17,17,,,,,,,,,,
Jazz Aviation L.P.,2003,Full-Time,Provincial,Québec,451,Air Transport Industries,"$ 85,000 - $99,999",69,67,2,1,1,,1,1,,,,
Jazz Aviation L.P.,2003,Full-Time,Provincial,Québec,451,Air Transport Industries,"$100,000 and over",10,10,,,,,,,,,,
Jazz Aviation L.P.,2003,Full-Time,Provincial,Nova Scotia,,,Overall,839,561,278,8,3,5,13,9,4,21,11,10
Jazz Aviation L.P.,2003,Full-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 20,000 - $24,999",16,4,12,,,,1,,1,1,,1
Jazz Aviation L.P.,2003,Full-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 25,000 - $29,999",30,8,22,,,,,,,1,,1
Jazz Aviation L.P.,2003,Full-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 30,000 - $34,999",62,19,43,,,,,,,3,,3
Jazz Aviation L.P.,2003,Full-Time,Provincial,Nova Scotia,451,Air Transport Industries,"$ 35,000 - $37,499",142,27,115,3,,3,2,1,1,6,2,4
