EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,TOTALPROMOTIONS,TOTALMENPROMOTIONS,TOTALWOMENPROMOTIONS,TOTALABORIGALLPROMOTIONS,TOTALABORIGMENPROMOTIONS,TOTALABORIGWOMENPROMOTIONS,TOTALPWDALLPROMOTIONS,TOTALPWDMENPROMOTIONS,TOTALPWDWOMENPROMOTIONS,TOTALVISMINALLPROMOTIONS,TOTALVISMINMENPROMOTIONS,TOTALVISMINWOMENPROMOTIONS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
1507953 Ontario Inc. (Inactive),2013,National,Canada,0,,Overall,Full-Time,3,1,2,,,,,,,,,,3,1,2,,,,,,,,,
1507953 Ontario Inc. (Inactive),2013,National,Canada,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,3,1,2,,,,,,,,,
1507953 Ontario Inc. (Inactive),2013,Provincial,Ontario,0,,Overall,Full-Time,3,1,2,,,,,,,,,,3,1,2,,,,,,,,,
1507953 Ontario Inc. (Inactive),2013,Provincial,Ontario,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,3,1,2,,,,,,,,,
4186397 Canada Inc.,2013,National,Canada,0,,Overall,Full-Time,15,8,7,,,,,,,,,,15,8,7,,,,,,,,,
4186397 Canada Inc.,2013,National,Canada,0,,Senior Managers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
4186397 Canada Inc.,2013,National,Canada,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,3,3,,,,,,,,,,
4186397 Canada Inc.,2013,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,3,2,1,,,,,,,,,
4186397 Canada Inc.,2013,National,Canada,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,7,1,6,,,,,,,,,
4186397 Canada Inc.,2013,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
4186397 Canada Inc.,2013,National,Canada,0,,Overall,Part-Time,1,,1,,,,,,,,,,1,,1,,,,,,,,,
4186397 Canada Inc.,2013,National,Canada,0,,Clerical Personnel,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
4186397 Canada Inc.,2013,Provincial,Alberta,0,,Overall,Full-Time,15,8,7,,,,,,,,,,15,8,7,,,,,,,,,
4186397 Canada Inc.,2013,Provincial,Alberta,0,,Senior Managers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
4186397 Canada Inc.,2013,Provincial,Alberta,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,3,3,,,,,,,,,,
4186397 Canada Inc.,2013,Provincial,Alberta,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,3,2,1,,,,,,,,,
4186397 Canada Inc.,2013,Provincial,Alberta,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,7,1,6,,,,,,,,,
4186397 Canada Inc.,2013,Provincial,Alberta,0,,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
4186397 Canada Inc.,2013,Provincial,Alberta,0,,Overall,Part-Time,1,,1,,,,,,,,,,1,,1,,,,,,,,,
4186397 Canada Inc.,2013,Provincial,Alberta,0,,Clerical Personnel,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
6422217 Canada Inc.,2013,National,Canada,0,,Overall,Full-Time,22,13,9,2,1,1,1,,1,2,1,1,22,13,9,2,1,1,1,,1,2,1,1
6422217 Canada Inc.,2013,National,Canada,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,2,,2,,,,,,,,,
6422217 Canada Inc.,2013,National,Canada,0,,Supervisors,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,1,1,
6422217 Canada Inc.,2013,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,9,7,2,1,1,,,,,,,
6422217 Canada Inc.,2013,National,Canada,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,6,1,5,1,,1,1,,1,1,,1
6422217 Canada Inc.,2013,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,4,4,,,,,,,,,,
6422217 Canada Inc.,2013,National,Canada,0,,Overall,Part-Time,1,,1,,,,,,,1,,1,1,,1,,,,,,,1,,1
6422217 Canada Inc.,2013,National,Canada,0,,Clerical Personnel,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,1,,1
6422217 Canada Inc.,2013,Provincial,Ontario,0,,Overall,Full-Time,8,3,5,1,,1,1,,1,,,,8,3,5,1,,1,1,,1,,,
6422217 Canada Inc.,2013,Provincial,Ontario,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
6422217 Canada Inc.,2013,Provincial,Ontario,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
6422217 Canada Inc.,2013,Provincial,Ontario,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,4,,4,1,,1,1,,1,,,
6422217 Canada Inc.,2013,Provincial,Ontario,0,,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
6422217 Canada Inc.,2013,Provincial,British Columbia,0,,Overall,Full-Time,6,4,2,,,,,,,1,1,,6,4,2,,,,,,,1,1,
6422217 Canada Inc.,2013,Provincial,British Columbia,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
6422217 Canada Inc.,2013,Provincial,British Columbia,0,,Supervisors,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,1,1,
6422217 Canada Inc.,2013,Provincial,British Columbia,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
6422217 Canada Inc.,2013,Provincial,British Columbia,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
6422217 Canada Inc.,2013,Provincial,British Columbia,0,,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
6422217 Canada Inc.,2013,Provincial,British Columbia,0,,Overall,Part-Time,1,,1,,,,,,,1,,1,1,,1,,,,,,,1,,1
6422217 Canada Inc.,2013,Provincial,British Columbia,0,,Clerical Personnel,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,1,,1
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,National,Canada,0,,Overall,Full-Time,41,26,15,,,,,,,1,1,,40,25,15,,,,,,,1,1,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,National,Canada,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,3,3,,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,16,10,6,,,,,,,1,1,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,National,Canada,0,,Supervisors,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,10,4,6,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,,,,,,,,,,,,,7,7,,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,National,Canada,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,3,1,2,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,National,Canada,0,,Overall,Part-Time,1,1,,,,,,,,,,,1,1,,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,National,Canada,0,,Semi-Professionals and Technicians,Part-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,Provincial,Ontario,0,,Overall,Full-Time,34,21,13,,,,,,,1,1,,33,20,13,,,,,,,1,1,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,Provincial,Ontario,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,Provincial,Ontario,0,,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,15,9,6,,,,,,,1,1,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,Provincial,Ontario,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,9,3,6,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,Provincial,Ontario,0,,Skilled Crafts and Trades Workers,Full-Time,,,,,,,,,,,,,6,6,,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,Provincial,Ontario,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,Provincial,Ontario,0,,Overall,Part-Time,1,1,,,,,,,,,,,1,1,,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,Provincial,Ontario,0,,Semi-Professionals and Technicians,Part-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,Provincial,Québec,0,,Overall,Full-Time,5,3,2,,,,,,,,,,5,3,2,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,Provincial,Québec,0,,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,Provincial,Québec,0,,Supervisors,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,Provincial,Québec,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
"7922825 Canada Inc., DBA NETRICOM (Inactive)",2013,Provincial,Québec,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
Access Communications Co-operative Limited,2013,National,Canada,0,,Overall,Full-Time,10,7,3,,,,1,1,,1,,1,10,7,3,,,,1,1,,1,,1
Access Communications Co-operative Limited,2013,National,Canada,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Access Communications Co-operative Limited,2013,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Access Communications Co-operative Limited,2013,National,Canada,0,,Supervisors,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Access Communications Co-operative Limited,2013,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,1,,1
Access Communications Co-operative Limited,2013,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,,,,,,,,,,,,,2,2,,,,,1,1,,,,
Access Communications Co-operative Limited,2013,National,Canada,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,4,4,,,,,,,,,,
Access Communications Co-operative Limited,2013,Provincial,Saskatchewan,0,,Overall,Full-Time,10,7,3,,,,1,1,,1,,1,10,7,3,,,,1,1,,1,,1
Access Communications Co-operative Limited,2013,Provincial,Saskatchewan,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Access Communications Co-operative Limited,2013,Provincial,Saskatchewan,0,,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Access Communications Co-operative Limited,2013,Provincial,Saskatchewan,0,,Supervisors,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Access Communications Co-operative Limited,2013,Provincial,Saskatchewan,0,,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,1,,1
Access Communications Co-operative Limited,2013,Provincial,Saskatchewan,0,,Skilled Crafts and Trades Workers,Full-Time,,,,,,,,,,,,,2,2,,,,,1,1,,,,
Access Communications Co-operative Limited,2013,Provincial,Saskatchewan,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,4,4,,,,,,,,,,
Accessible Media Inc.,2013,National,Canada,0,,Overall,Full-Time,7,2,5,1,,1,1,,1,,,,7,2,5,1,,1,1,,1,,,
Accessible Media Inc.,2013,National,Canada,0,,Professionals,Full-Time,,,,,,,,,,,,,7,2,5,1,,1,1,,1,,,
ADM Agri-Industries Ltd.,2013,National,Canada,0,,Overall,Full-Time,210,201,9,6,6,,4,4,,18,18,,163,155,8,5,5,,4,4,,12,12,
ADM Agri-Industries Ltd.,2013,National,Canada,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,4,3,1,,,,,,,1,1,
ADM Agri-Industries Ltd.,2013,National,Canada,0,,Professionals,Full-Time,,,,,,,,,,,,,3,3,,,,,,,,1,1,
ADM Agri-Industries Ltd.,2013,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,7,6,1,,,,,,,1,1,
