EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2005,National,Canada,,,Overall,Full-Time,203,113,90,11,5,6,1,,1,4,1,3
Provincial Aerospace Ltd.,2005,National,Canada,0,,Senior Managers,Full-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2005,National,Canada,0,,Middle and Other Managers,Full-Time,12,7,5,,,,,,,,,
Provincial Aerospace Ltd.,2005,National,Canada,0,,Professionals,Full-Time,5,3,2,,,,,,,,,
Provincial Aerospace Ltd.,2005,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,46,39,7,,,,,,,,,
Provincial Aerospace Ltd.,2005,National,Canada,0,,Supervisors,Full-Time,2,1,1,,,,,,,,,
Provincial Aerospace Ltd.,2005,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,2,1,1,,,,,,,,,
Provincial Aerospace Ltd.,2005,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,24,24,,1,1,,,,,,,
Provincial Aerospace Ltd.,2005,National,Canada,0,,Clerical Personnel,Full-Time,12,2,10,,,,,,,,,
Provincial Aerospace Ltd.,2005,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,63,1,62,6,1,5,1,,1,3,,3
Provincial Aerospace Ltd.,2005,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,29,28,1,4,3,1,,,,1,1,
Provincial Aerospace Ltd.,2005,National,Canada,0,,Other Sales and Service Personnel,Full-Time,6,5,1,,,,,,,,,
Provincial Aerospace Ltd.,2005,National,Canada,,,Overall,Part-Time,7,1,6,,,,,,,,,
Provincial Aerospace Ltd.,2005,National,Canada,0,,Intermediate Sales and Service Personnel,Part-Time,7,1,6,,,,,,,,,
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,166,90,76,9,3,6,1,,1,2,,2
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,0,,Senior Managers,Full-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,0,,Middle and Other Managers,Full-Time,11,7,4,,,,,,,,,
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,0,,Professionals,Full-Time,5,3,2,,,,,,,,,
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Full-Time,32,27,5,,,,,,,,,
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,0,,Supervisors,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,0,,Administrative and Senior Clerical Personnel,Full-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,0,,Skilled Crafts and Trades Workers,Full-Time,22,22,,1,1,,,,,,,
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,0,,Clerical Personnel,Full-Time,11,2,9,,,,,,,,,
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Full-Time,54,1,53,6,1,5,1,,1,2,,2
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,0,,Semi-Skilled Manual Workers,Full-Time,21,20,1,2,1,1,,,,,,
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,0,,Other Sales and Service Personnel,Full-Time,6,5,1,,,,,,,,,
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,4,,4,,,,,,,,,
Provincial Aerospace Ltd.,2005,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Part-Time,4,,4,,,,,,,,,
Jazz Aviation L.P.,2005,National,Canada,,,Overall,Full-Time,419,298,121,7,6,1,5,3,2,53,40,13
Jazz Aviation L.P.,2005,National,Canada,4811,Scheduled Air Transportation,Senior Managers,Full-Time,2,2,,,,,,,,,,
Jazz Aviation L.P.,2005,National,Canada,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2005,National,Canada,4811,Scheduled Air Transportation,Professionals,Full-Time,7,5,2,,,,,,,,,
Jazz Aviation L.P.,2005,National,Canada,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,138,127,11,,,,,,,16,15,1
Jazz Aviation L.P.,2005,National,Canada,4811,Scheduled Air Transportation,Supervisors,Full-Time,17,11,6,,,,,,,1,1,
Jazz Aviation L.P.,2005,National,Canada,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,8,8,,1,1,,,,,,,
Jazz Aviation L.P.,2005,National,Canada,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,4,2,2,,,,,,,1,,1
