EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2011,National,Canada,,,Overall,Full-Time,149,100,49,10,7,3,1,,1,5,4,1
Provincial Aerospace Ltd.,2011,National,Canada,0,,Middle and Other Managers,Full-Time,7,6,1,,,,,,,,,
Provincial Aerospace Ltd.,2011,National,Canada,0,,Professionals,Full-Time,15,9,6,1,1,,1,,1,2,2,
Provincial Aerospace Ltd.,2011,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,37,33,4,,,,,,,1,1,
Provincial Aerospace Ltd.,2011,National,Canada,0,,Supervisors,Full-Time,3,1,2,2,1,1,,,,,,
Provincial Aerospace Ltd.,2011,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2011,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,12,12,,,,,,,,1,1,
Provincial Aerospace Ltd.,2011,National,Canada,0,,Clerical Personnel,Full-Time,22,9,13,1,1,,,,,,,
Provincial Aerospace Ltd.,2011,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,23,2,21,2,,2,,,,1,,1
Provincial Aerospace Ltd.,2011,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,22,20,2,3,3,,,,,,,
Provincial Aerospace Ltd.,2011,National,Canada,0,,Other Manual Workers,Full-Time,7,7,,1,1,,,,,,,
Provincial Aerospace Ltd.,2011,National,Canada,,,Overall,Part-Time,40,11,29,8,3,5,1,,1,2,,2
