EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2019,National,Canada,,,Overall,Full-Time,213,150,63,28,18,10,1,1,,20,16,4
Provincial Aerospace Ltd.,2019,National,Canada,4811,Scheduled Air Transportation,Senior Managers,Full-Time,2,1,1,1,1,,,,,,,
Provincial Aerospace Ltd.,2019,National,Canada,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,11,8,3,,,,,,,,,
Provincial Aerospace Ltd.,2019,National,Canada,4811,Scheduled Air Transportation,Professionals,Full-Time,24,18,6,,,,1,1,,5,4,1
Provincial Aerospace Ltd.,2019,National,Canada,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,58,53,5,3,2,1,,,,9,9,
Provincial Aerospace Ltd.,2019,National,Canada,4811,Scheduled Air Transportation,Supervisors,Full-Time,2,,2,1,,1,,,,,,
Provincial Aerospace Ltd.,2019,National,Canada,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,9,3,6,,,,,,,1,1,
Provincial Aerospace Ltd.,2019,National,Canada,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,23,23,,3,3,,,,,1,1,
Provincial Aerospace Ltd.,2019,National,Canada,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,19,11,8,2,2,,,,,1,,1
Provincial Aerospace Ltd.,2019,National,Canada,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,39,11,28,13,6,7,,,,2,,2
Provincial Aerospace Ltd.,2019,National,Canada,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,11,11,,4,4,,,,,,,
Provincial Aerospace Ltd.,2019,National,Canada,4811,Scheduled Air Transportation,Other Sales and Service Personnel,Full-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2019,National,Canada,4811,Scheduled Air Transportation,Other Manual Workers,Full-Time,14,11,3,1,,1,,,,1,1,
Provincial Aerospace Ltd.,2019,National,Canada,,,Overall,Part-Time,24,8,16,5,2,3,,,,1,,1
Provincial Aerospace Ltd.,2019,National,Canada,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Part-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2019,National,Canada,4811,Scheduled Air Transportation,Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2019,National,Canada,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,18,3,15,5,2,3,,,,1,,1
Provincial Aerospace Ltd.,2019,National,Canada,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2019,National,Canada,4811,Scheduled Air Transportation,Other Manual Workers,Part-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2019,Provincial,Nova Scotia,,,Overall,Full-Time,27,22,5,,,,1,1,,3,3,
Provincial Aerospace Ltd.,2019,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,3,2,1,,,,,,,,,
Provincial Aerospace Ltd.,2019,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Professionals,Full-Time,8,7,1,,,,1,1,,3,3,
Provincial Aerospace Ltd.,2019,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,8,7,1,,,,,,,,,
Provincial Aerospace Ltd.,2019,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,2,1,1,,,,,,,,,
Provincial Aerospace Ltd.,2019,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2019,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2019,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Other Manual Workers,Full-Time,4,3,1,,,,,,,,,
Provincial Aerospace Ltd.,2019,Provincial,Nova Scotia,,,Overall,Part-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2019,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Other Manual Workers,Part-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2019,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,150,102,48,26,16,10,,,,14,11,3
Provincial Aerospace Ltd.,2019,Provincial,Newfoundland and Labrador,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,3,3,,,,,,,,,,
