EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,1999,National,Canada,,,Overall,Full-Time,104,80,24,4,1,3,1,1,,,,
Provincial Aerospace Ltd.,1999,National,Canada,0,,Senior Managers,Full-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,1999,National,Canada,0,,Middle and Other Managers,Full-Time,2,1,1,,,,,,,,,
Provincial Aerospace Ltd.,1999,National,Canada,0,,Professionals,Full-Time,5,4,1,,,,,,,,,
Provincial Aerospace Ltd.,1999,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,29,28,1,,,,1,1,,,,
Provincial Aerospace Ltd.,1999,National,Canada,0,,Supervisors,Full-Time,2,,2,,,,,,,,,
Provincial Aerospace Ltd.,1999,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,6,6,,,,,,,,,,
Provincial Aerospace Ltd.,1999,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,19,19,,,,,,,,,,
Provincial Aerospace Ltd.,1999,National,Canada,0,,Clerical Personnel,Full-Time,14,5,9,1,,1,,,,,,
Provincial Aerospace Ltd.,1999,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,10,,10,2,,2,,,,,,
Provincial Aerospace Ltd.,1999,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,14,14,,1,1,,,,,,,
Provincial Aerospace Ltd.,1999,National,Canada,0,,Other Manual Workers,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,1999,National,Canada,,,Overall,Part-Time,10,8,2,2,2,,,,,,,
Provincial Aerospace Ltd.,1999,National,Canada,0,,Semi-Professionals and Technicians,Part-Time,7,6,1,2,2,,,,,,,
Provincial Aerospace Ltd.,1999,National,Canada,0,,Clerical Personnel,Part-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,1999,National,Canada,0,,Intermediate Sales and Service Personnel,Part-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,1999,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,67,47,20,4,1,3,,,,,,
Provincial Aerospace Ltd.,1999,Provincial,Newfoundland and Labrador,0,,Senior Managers,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,1999,Provincial,Newfoundland and Labrador,0,,Middle and Other Managers,Full-Time,2,1,1,,,,,,,,,
Provincial Aerospace Ltd.,1999,Provincial,Newfoundland and Labrador,0,,Professionals,Full-Time,4,3,1,,,,,,,,,
Provincial Aerospace Ltd.,1999,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Full-Time,16,16,,,,,,,,,,
Provincial Aerospace Ltd.,1999,Provincial,Newfoundland and Labrador,0,,Supervisors,Full-Time,2,,2,,,,,,,,,
Provincial Aerospace Ltd.,1999,Provincial,Newfoundland and Labrador,0,,Supervisors: Crafts and Trades,Full-Time,3,3,,,,,,,,,,
Provincial Aerospace Ltd.,1999,Provincial,Newfoundland and Labrador,0,,Skilled Crafts and Trades Workers,Full-Time,11,11,,,,,,,,,,
Provincial Aerospace Ltd.,1999,Provincial,Newfoundland and Labrador,0,,Clerical Personnel,Full-Time,12,4,8,1,,1,,,,,,
Provincial Aerospace Ltd.,1999,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Full-Time,8,,8,2,,2,,,,,,
Provincial Aerospace Ltd.,1999,Provincial,Newfoundland and Labrador,0,,Semi-Skilled Manual Workers,Full-Time,7,7,,1,1,,,,,,,
Provincial Aerospace Ltd.,1999,Provincial,Newfoundland and Labrador,0,,Other Manual Workers,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,1999,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,10,8,2,2,2,,,,,,,
Provincial Aerospace Ltd.,1999,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Part-Time,7,6,1,2,2,,,,,,,
Provincial Aerospace Ltd.,1999,Provincial,Newfoundland and Labrador,0,,Clerical Personnel,Part-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,1999,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Part-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,1999,National,Canada,,,Overall,Full-Time,443,308,135,2,2,,3,3,,9,6,3
Jazz Aviation L.P.,1999,National,Canada,451,Air Transport Industries,Senior Managers,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,1999,National,Canada,451,Air Transport Industries,Middle and Other Managers,Full-Time,9,4,5,,,,,,,2,2,
Jazz Aviation L.P.,1999,National,Canada,451,Air Transport Industries,Professionals,Full-Time,6,4,2,,,,,,,,,
Jazz Aviation L.P.,1999,National,Canada,451,Air Transport Industries,Semi-Professionals and Technicians,Full-Time,202,190,12,2,2,,1,1,,3,3,
Jazz Aviation L.P.,1999,National,Canada,451,Air Transport Industries,Supervisors,Full-Time,3,2,1,,,,,,,,,
Jazz Aviation L.P.,1999,National,Canada,451,Air Transport Industries,Supervisors: Crafts and Trades,Full-Time,5,5,,,,,,,,,,
Jazz Aviation L.P.,1999,National,Canada,451,Air Transport Industries,Administrative and Senior Clerical Personnel,Full-Time,12,2,10,,,,,,,,,
Jazz Aviation L.P.,1999,National,Canada,451,Air Transport Industries,Skilled Crafts and Trades Workers,Full-Time,50,49,1,,,,,,,1,1,
Jazz Aviation L.P.,1999,National,Canada,451,Air Transport Industries,Clerical Personnel,Full-Time,21,9,12,,,,,,,,,
Jazz Aviation L.P.,1999,National,Canada,451,Air Transport Industries,Intermediate Sales and Service Personnel,Full-Time,107,18,89,,,,,,,3,,3
Jazz Aviation L.P.,1999,National,Canada,451,Air Transport Industries,Semi-Skilled Manual Workers,Full-Time,24,21,3,,,,2,2,,,,
Jazz Aviation L.P.,1999,National,Canada,451,Air Transport Industries,Other Sales and Service Personnel,Full-Time,3,3,,,,,,,,,,
Jazz Aviation L.P.,1999,National,Canada,,,Overall,Part-Time,30,8,22,,,,,,,,,
Jazz Aviation L.P.,1999,National,Canada,451,Air Transport Industries,Supervisors: Crafts and Trades,Part-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,1999,National,Canada,451,Air Transport Industries,Clerical Personnel,Part-Time,2,,2,,,,,,,,,
Jazz Aviation L.P.,1999,National,Canada,451,Air Transport Industries,Intermediate Sales and Service Personnel,Part-Time,26,6,20,,,,,,,,,
Jazz Aviation L.P.,1999,National,Canada,451,Air Transport Industries,Semi-Skilled Manual Workers,Part-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,1999,Provincial,Québec,,,Overall,Full-Time,313,224,89,2,2,,3,3,,6,5,1
Jazz Aviation L.P.,1999,Provincial,Québec,451,Air Transport Industries,Senior Managers,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,1999,Provincial,Québec,451,Air Transport Industries,Middle and Other Managers,Full-Time,6,4,2,,,,,,,2,2,
Jazz Aviation L.P.,1999,Provincial,Québec,451,Air Transport Industries,Professionals,Full-Time,5,4,1,,,,,,,,,
Jazz Aviation L.P.,1999,Provincial,Québec,451,Air Transport Industries,Semi-Professionals and Technicians,Full-Time,157,148,9,2,2,,1,1,,2,2,
Jazz Aviation L.P.,1999,Provincial,Québec,451,Air Transport Industries,Supervisors,Full-Time,2,2,,,,,,,,,,
Jazz Aviation L.P.,1999,Provincial,Québec,451,Air Transport Industries,Supervisors: Crafts and Trades,Full-Time,3,3,,,,,,,,,,
Jazz Aviation L.P.,1999,Provincial,Québec,451,Air Transport Industries,Administrative and Senior Clerical Personnel,Full-Time,7,,7,,,,,,,,,
Jazz Aviation L.P.,1999,Provincial,Québec,451,Air Transport Industries,Skilled Crafts and Trades Workers,Full-Time,24,23,1,,,,,,,1,1,
Jazz Aviation L.P.,1999,Provincial,Québec,451,Air Transport Industries,Clerical Personnel,Full-Time,11,4,7,,,,,,,,,
Jazz Aviation L.P.,1999,Provincial,Québec,451,Air Transport Industries,Intermediate Sales and Service Personnel,Full-Time,74,15,59,,,,,,,1,,1
Jazz Aviation L.P.,1999,Provincial,Québec,451,Air Transport Industries,Semi-Skilled Manual Workers,Full-Time,23,20,3,,,,2,2,,,,
Jazz Aviation L.P.,1999,Provincial,Québec,,,Overall,Part-Time,26,7,19,,,,,,,,,
Jazz Aviation L.P.,1999,Provincial,Québec,451,Air Transport Industries,Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,1999,Provincial,Québec,451,Air Transport Industries,Intermediate Sales and Service Personnel,Part-Time,24,6,18,,,,,,,,,
Jazz Aviation L.P.,1999,Provincial,Québec,451,Air Transport Industries,Semi-Skilled Manual Workers,Part-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,1999,Provincial,Nova Scotia,,,Overall,Full-Time,130,84,46,,,,,,,3,1,2
Jazz Aviation L.P.,1999,Provincial,Nova Scotia,451,Air Transport Industries,Middle and Other Managers,Full-Time,3,,3,,,,,,,,,
Jazz Aviation L.P.,1999,Provincial,Nova Scotia,451,Air Transport Industries,Professionals,Full-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,1999,Provincial,Nova Scotia,451,Air Transport Industries,Semi-Professionals and Technicians,Full-Time,45,42,3,,,,,,,1,1,
Jazz Aviation L.P.,1999,Provincial,Nova Scotia,451,Air Transport Industries,Supervisors,Full-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,1999,Provincial,Nova Scotia,451,Air Transport Industries,Supervisors: Crafts and Trades,Full-Time,2,2,,,,,,,,,,
Jazz Aviation L.P.,1999,Provincial,Nova Scotia,451,Air Transport Industries,Administrative and Senior Clerical Personnel,Full-Time,5,2,3,,,,,,,,,
Jazz Aviation L.P.,1999,Provincial,Nova Scotia,451,Air Transport Industries,Skilled Crafts and Trades Workers,Full-Time,26,26,,,,,,,,,,
Jazz Aviation L.P.,1999,Provincial,Nova Scotia,451,Air Transport Industries,Clerical Personnel,Full-Time,10,5,5,,,,,,,,,
Jazz Aviation L.P.,1999,Provincial,Nova Scotia,451,Air Transport Industries,Intermediate Sales and Service Personnel,Full-Time,33,3,30,,,,,,,2,,2
Jazz Aviation L.P.,1999,Provincial,Nova Scotia,451,Air Transport Industries,Semi-Skilled Manual Workers,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,1999,Provincial,Nova Scotia,451,Air Transport Industries,Other Sales and Service Personnel,Full-Time,3,3,,,,,,,,,,
Jazz Aviation L.P.,1999,Provincial,Nova Scotia,,,Overall,Part-Time,2,1,1,,,,,,,,,
