EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2002,National,Canada,,,Overall,Full-Time,116,60,56,6,2,4,,,,,,
Provincial Aerospace Ltd.,2002,National,Canada,0,,Senior Managers,Full-Time,3,3,,,,,,,,,,
Provincial Aerospace Ltd.,2002,National,Canada,0,,Middle and Other Managers,Full-Time,8,5,3,,,,,,,,,
Provincial Aerospace Ltd.,2002,National,Canada,0,,Professionals,Full-Time,9,7,2,,,,,,,,,
Provincial Aerospace Ltd.,2002,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,16,14,2,3,2,1,,,,,,
Provincial Aerospace Ltd.,2002,National,Canada,0,,Supervisors,Full-Time,3,1,2,,,,,,,,,
Provincial Aerospace Ltd.,2002,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2002,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,3,,3,,,,,,,,,
Provincial Aerospace Ltd.,2002,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,15,15,,,,,,,,,,
Provincial Aerospace Ltd.,2002,National,Canada,0,,Clerical Personnel,Full-Time,9,,9,,,,,,,,,
Provincial Aerospace Ltd.,2002,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,35,,35,3,,3,,,,,,
Provincial Aerospace Ltd.,2002,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,12,12,,,,,,,,,,
Provincial Aerospace Ltd.,2002,National,Canada,0,,Other Sales and Service Personnel,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2002,National,Canada,0,,Other Manual Workers,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2002,National,Canada,,,Overall,Part-Time,19,7,12,2,2,,,,,2,2,
Provincial Aerospace Ltd.,2002,National,Canada,0,,Professionals,Part-Time,1,1,,,,,,,,1,1,
Provincial Aerospace Ltd.,2002,National,Canada,0,,Semi-Professionals and Technicians,Part-Time,2,2,,,,,,,,1,1,
Provincial Aerospace Ltd.,2002,National,Canada,0,,Clerical Personnel,Part-Time,2,1,1,,,,,,,,,
Provincial Aerospace Ltd.,2002,National,Canada,0,,Intermediate Sales and Service Personnel,Part-Time,10,,10,,,,,,,,,
Provincial Aerospace Ltd.,2002,National,Canada,0,,Semi-Skilled Manual Workers,Part-Time,4,3,1,2,2,,,,,,,
Provincial Aerospace Ltd.,2002,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,98,51,47,6,2,4,,,,,,
Provincial Aerospace Ltd.,2002,Provincial,Newfoundland and Labrador,0,,Senior Managers,Full-Time,3,3,,,,,,,,,,
Provincial Aerospace Ltd.,2002,Provincial,Newfoundland and Labrador,0,,Middle and Other Managers,Full-Time,7,4,3,,,,,,,,,
Provincial Aerospace Ltd.,2002,Provincial,Newfoundland and Labrador,0,,Professionals,Full-Time,9,7,2,,,,,,,,,
Provincial Aerospace Ltd.,2002,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Full-Time,14,12,2,3,2,1,,,,,,
Provincial Aerospace Ltd.,2002,Provincial,Newfoundland and Labrador,0,,Supervisors,Full-Time,3,1,2,,,,,,,,,
Provincial Aerospace Ltd.,2002,Provincial,Newfoundland and Labrador,0,,Supervisors: Crafts and Trades,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2002,Provincial,Newfoundland and Labrador,0,,Administrative and Senior Clerical Personnel,Full-Time,3,,3,,,,,,,,,
Provincial Aerospace Ltd.,2002,Provincial,Newfoundland and Labrador,0,,Skilled Crafts and Trades Workers,Full-Time,13,13,,,,,,,,,,
Provincial Aerospace Ltd.,2002,Provincial,Newfoundland and Labrador,0,,Clerical Personnel,Full-Time,9,,9,,,,,,,,,
Provincial Aerospace Ltd.,2002,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Full-Time,26,,26,3,,3,,,,,,
Provincial Aerospace Ltd.,2002,Provincial,Newfoundland and Labrador,0,,Semi-Skilled Manual Workers,Full-Time,8,8,,,,,,,,,,
Provincial Aerospace Ltd.,2002,Provincial,Newfoundland and Labrador,0,,Other Sales and Service Personnel,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2002,Provincial,Newfoundland and Labrador,0,,Other Manual Workers,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2002,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,17,6,11,2,2,,,,,2,2,
Provincial Aerospace Ltd.,2002,Provincial,Newfoundland and Labrador,0,,Professionals,Part-Time,1,1,,,,,,,,1,1,
Provincial Aerospace Ltd.,2002,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Part-Time,2,2,,,,,,,,1,1,
Provincial Aerospace Ltd.,2002,Provincial,Newfoundland and Labrador,0,,Clerical Personnel,Part-Time,2,1,1,,,,,,,,,
Provincial Aerospace Ltd.,2002,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Part-Time,10,,10,,,,,,,,,
Provincial Aerospace Ltd.,2002,Provincial,Newfoundland and Labrador,0,,Semi-Skilled Manual Workers,Part-Time,2,2,,2,2,,,,,,,
Jazz Aviation L.P.,2002,National,Canada,,,Overall,Full-Time,235,180,55,1,1,,1,,1,10,9,1
Jazz Aviation L.P.,2002,National,Canada,451,Air Transport Industries,Middle and Other Managers,Full-Time,4,2,2,,,,,,,,,
Jazz Aviation L.P.,2002,National,Canada,451,Air Transport Industries,Professionals,Full-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2002,National,Canada,451,Air Transport Industries,Semi-Professionals and Technicians,Full-Time,5,3,2,,,,,,,,,
Jazz Aviation L.P.,2002,National,Canada,451,Air Transport Industries,Supervisors: Crafts and Trades,Full-Time,10,10,,,,,,,,,,
Jazz Aviation L.P.,2002,National,Canada,451,Air Transport Industries,Administrative and Senior Clerical Personnel,Full-Time,5,1,4,,,,,,,,,
Jazz Aviation L.P.,2002,National,Canada,451,Air Transport Industries,Skilled Crafts and Trades Workers,Full-Time,137,134,3,,,,,,,8,8,
Jazz Aviation L.P.,2002,National,Canada,451,Air Transport Industries,Clerical Personnel,Full-Time,59,22,37,1,1,,1,,1,1,,1
Jazz Aviation L.P.,2002,National,Canada,451,Air Transport Industries,Intermediate Sales and Service Personnel,Full-Time,10,4,6,,,,,,,,,
Jazz Aviation L.P.,2002,National,Canada,451,Air Transport Industries,Semi-Skilled Manual Workers,Full-Time,4,4,,,,,,,,1,1,
Jazz Aviation L.P.,2002,National,Canada,,,Overall,Part-Time,26,16,10,,,,1,1,,1,1,
Jazz Aviation L.P.,2002,National,Canada,451,Air Transport Industries,Professionals,Part-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2002,National,Canada,451,Air Transport Industries,Clerical Personnel,Part-Time,4,4,,,,,,,,,,
Jazz Aviation L.P.,2002,National,Canada,451,Air Transport Industries,Intermediate Sales and Service Personnel,Part-Time,11,4,7,,,,1,1,,1,1,
Jazz Aviation L.P.,2002,National,Canada,451,Air Transport Industries,Semi-Skilled Manual Workers,Part-Time,10,8,2,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Ontario,,,Overall,Full-Time,77,72,5,1,1,,,,,10,9,1
Jazz Aviation L.P.,2002,Provincial,Ontario,451,Air Transport Industries,Middle and Other Managers,Full-Time,2,1,1,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Ontario,451,Air Transport Industries,Supervisors: Crafts and Trades,Full-Time,4,4,,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Ontario,451,Air Transport Industries,Skilled Crafts and Trades Workers,Full-Time,61,60,1,,,,,,,8,8,
Jazz Aviation L.P.,2002,Provincial,Ontario,451,Air Transport Industries,Clerical Personnel,Full-Time,5,3,2,1,1,,,,,1,,1
Jazz Aviation L.P.,2002,Provincial,Ontario,451,Air Transport Industries,Intermediate Sales and Service Personnel,Full-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Ontario,451,Air Transport Industries,Semi-Skilled Manual Workers,Full-Time,4,4,,,,,,,,1,1,
Jazz Aviation L.P.,2002,Provincial,Ontario,,,Overall,Part-Time,3,2,1,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Ontario,451,Air Transport Industries,Semi-Skilled Manual Workers,Part-Time,3,2,1,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Québec,,,Overall,Full-Time,28,28,,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Québec,451,Air Transport Industries,Supervisors: Crafts and Trades,Full-Time,3,3,,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Québec,451,Air Transport Industries,Skilled Crafts and Trades Workers,Full-Time,22,22,,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Québec,451,Air Transport Industries,Clerical Personnel,Full-Time,3,3,,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Québec,,,Overall,Part-Time,12,7,5,,,,1,1,,,,
Jazz Aviation L.P.,2002,Provincial,Québec,451,Air Transport Industries,Intermediate Sales and Service Personnel,Part-Time,6,2,4,,,,1,1,,,,
Jazz Aviation L.P.,2002,Provincial,Québec,451,Air Transport Industries,Semi-Skilled Manual Workers,Part-Time,6,5,1,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Nova Scotia,,,Overall,Full-Time,107,69,38,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Nova Scotia,451,Air Transport Industries,Middle and Other Managers,Full-Time,2,1,1,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Nova Scotia,451,Air Transport Industries,Professionals,Full-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Nova Scotia,451,Air Transport Industries,Semi-Professionals and Technicians,Full-Time,5,3,2,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Nova Scotia,451,Air Transport Industries,Supervisors: Crafts and Trades,Full-Time,3,3,,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Nova Scotia,451,Air Transport Industries,Administrative and Senior Clerical Personnel,Full-Time,4,1,3,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Nova Scotia,451,Air Transport Industries,Skilled Crafts and Trades Workers,Full-Time,48,46,2,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Nova Scotia,451,Air Transport Industries,Clerical Personnel,Full-Time,37,11,26,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Nova Scotia,451,Air Transport Industries,Intermediate Sales and Service Personnel,Full-Time,7,4,3,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Nova Scotia,,,Overall,Part-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Nova Scotia,451,Air Transport Industries,Clerical Personnel,Part-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,British Columbia,,,Overall,Full-Time,3,,3,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,British Columbia,451,Air Transport Industries,Administrative and Senior Clerical Personnel,Full-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,British Columbia,451,Air Transport Industries,Clerical Personnel,Full-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,British Columbia,451,Air Transport Industries,Intermediate Sales and Service Personnel,Full-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,British Columbia,,,Overall,Part-Time,5,3,2,,,,,,,1,1,
Jazz Aviation L.P.,2002,Provincial,British Columbia,451,Air Transport Industries,Intermediate Sales and Service Personnel,Part-Time,4,2,2,,,,,,,1,1,
Jazz Aviation L.P.,2002,Provincial,British Columbia,451,Air Transport Industries,Semi-Skilled Manual Workers,Part-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2002,Provincial,Alberta,,,Overall,Full-Time,20,11,9,,,,1,,1,,,
Jazz Aviation L.P.,2002,Provincial,Alberta,451,Air Transport Industries,Skilled Crafts and Trades Workers,Full-Time,6,6,,,,,,,,,,
