EMPLOYERNAME,CALENDARYEAR,EMPLOYMENTSTATUS,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,SALARYRANGE($),ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2010,Full-Time,National,Canada,,,Overall,760,504,256,50,22,28,3,3,,21,17,4
Provincial Aerospace Ltd.,2010,Full-Time,National,Canada,0,,"Under $15,000",47,12,35,9,2,7,,,,3,,3
Provincial Aerospace Ltd.,2010,Full-Time,National,Canada,0,,"$ 15,000 - $19,999",3,1,2,2,1,1,,,,,,
Provincial Aerospace Ltd.,2010,Full-Time,National,Canada,0,,"$ 20,000 - $24,999",37,20,17,6,2,4,,,,1,,1
Provincial Aerospace Ltd.,2010,Full-Time,National,Canada,0,,"$ 25,000 - $29,999",120,41,79,16,5,11,1,1,,,,
Provincial Aerospace Ltd.,2010,Full-Time,National,Canada,0,,"$ 30,000 - $34,999",103,56,47,4,3,1,1,1,,,,
Provincial Aerospace Ltd.,2010,Full-Time,National,Canada,0,,"$ 35,000 - $37,499",55,40,15,2,1,1,,,,,,
Provincial Aerospace Ltd.,2010,Full-Time,National,Canada,0,,"$ 37,500 - $39,999",38,27,11,,,,,,,5,5,
Provincial Aerospace Ltd.,2010,Full-Time,National,Canada,0,,"$ 40,000 - $44,999",62,42,20,3,,3,1,1,,,,
Provincial Aerospace Ltd.,2010,Full-Time,National,Canada,0,,"$ 45,000 - $49,999",28,25,3,1,1,,,,,,,
Provincial Aerospace Ltd.,2010,Full-Time,National,Canada,0,,"$ 50,000 - $59,999",73,62,11,3,3,,,,,5,5,
Provincial Aerospace Ltd.,2010,Full-Time,National,Canada,0,,"$ 60,000 - $69,999",66,61,5,2,2,,,,,2,2,
Provincial Aerospace Ltd.,2010,Full-Time,National,Canada,0,,"$ 70,000 - $84,999",72,64,8,,,,,,,4,4,
Provincial Aerospace Ltd.,2010,Full-Time,National,Canada,0,,"$ 85,000 - $99,999",35,35,,2,2,,,,,1,1,
Provincial Aerospace Ltd.,2010,Full-Time,National,Canada,0,,"$100,000 and over",21,18,3,,,,,,,,,
Provincial Aerospace Ltd.,2010,Full-Time,Provincial,Newfoundland and Labrador,,,Overall,643,420,223,48,21,27,3,3,,18,16,2
Provincial Aerospace Ltd.,2010,Full-Time,Provincial,Newfoundland and Labrador,0,,"Under $15,000",39,11,28,9,2,7,,,,1,,1
Provincial Aerospace Ltd.,2010,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 15,000 - $19,999",3,1,2,2,1,1,,,,,,
Provincial Aerospace Ltd.,2010,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 20,000 - $24,999",33,17,16,6,2,4,,,,1,,1
Provincial Aerospace Ltd.,2010,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 25,000 - $29,999",104,37,67,16,5,11,1,1,,,,
Provincial Aerospace Ltd.,2010,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 30,000 - $34,999",87,47,40,4,3,1,1,1,,,,
Provincial Aerospace Ltd.,2010,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 35,000 - $37,499",52,37,15,2,1,1,,,,,,
Provincial Aerospace Ltd.,2010,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 37,500 - $39,999",32,23,9,,,,,,,5,5,
Provincial Aerospace Ltd.,2010,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 40,000 - $44,999",55,37,18,2,,2,1,1,,,,
Provincial Aerospace Ltd.,2010,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 45,000 - $49,999",20,17,3,1,1,,,,,,,
Provincial Aerospace Ltd.,2010,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 50,000 - $59,999",62,51,11,2,2,,,,,5,5,
Provincial Aerospace Ltd.,2010,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 60,000 - $69,999",55,51,4,2,2,,,,,2,2,
Provincial Aerospace Ltd.,2010,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 70,000 - $84,999",48,41,7,,,,,,,3,3,
Provincial Aerospace Ltd.,2010,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 85,000 - $99,999",33,33,,2,2,,,,,1,1,
Provincial Aerospace Ltd.,2010,Full-Time,Provincial,Newfoundland and Labrador,0,,"$100,000 and over",20,17,3,,,,,,,,,
Jazz Aviation L.P.,2010,Full-Time,National,Canada,,,Overall,4383,2982,1401,69,46,23,120,85,35,480,319,161
