EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2003,National,Canada,,,Overall,Full-Time,105,64,41,9,3,6,1,1,,1,1,
Provincial Aerospace Ltd.,2003,National,Canada,0,,Senior Managers,Full-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2003,National,Canada,0,,Middle and Other Managers,Full-Time,6,5,1,,,,,,,,,
Provincial Aerospace Ltd.,2003,National,Canada,0,,Professionals,Full-Time,7,5,2,,,,,,,1,1,
Provincial Aerospace Ltd.,2003,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,10,8,2,1,1,,,,,,,
Provincial Aerospace Ltd.,2003,National,Canada,0,,Supervisors,Full-Time,3,1,2,,,,,,,,,
Provincial Aerospace Ltd.,2003,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2003,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2003,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,25,22,3,1,1,,,,,,,
Provincial Aerospace Ltd.,2003,National,Canada,0,,Clerical Personnel,Full-Time,11,4,7,,,,1,1,,,,
Provincial Aerospace Ltd.,2003,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,23,,23,6,,6,,,,,,
Provincial Aerospace Ltd.,2003,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,10,10,,1,1,,,,,,,
Provincial Aerospace Ltd.,2003,National,Canada,0,,Other Sales and Service Personnel,Full-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2003,National,Canada,0,,Other Manual Workers,Full-Time,3,3,,,,,,,,,,
Provincial Aerospace Ltd.,2003,National,Canada,,,Overall,Part-Time,11,4,7,,,,,,,1,1,
Provincial Aerospace Ltd.,2003,National,Canada,0,,Professionals,Part-Time,1,1,,,,,,,,1,1,
Provincial Aerospace Ltd.,2003,National,Canada,0,,Semi-Professionals and Technicians,Part-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2003,National,Canada,0,,Intermediate Sales and Service Personnel,Part-Time,6,,6,,,,,,,,,
Provincial Aerospace Ltd.,2003,National,Canada,0,,Semi-Skilled Manual Workers,Part-Time,2,1,1,,,,,,,,,
Provincial Aerospace Ltd.,2003,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,93,56,37,9,3,6,1,1,,1,1,
Provincial Aerospace Ltd.,2003,Provincial,Newfoundland and Labrador,0,,Senior Managers,Full-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2003,Provincial,Newfoundland and Labrador,0,,Middle and Other Managers,Full-Time,5,4,1,,,,,,,,,
Provincial Aerospace Ltd.,2003,Provincial,Newfoundland and Labrador,0,,Professionals,Full-Time,7,5,2,,,,,,,1,1,
Provincial Aerospace Ltd.,2003,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Full-Time,10,8,2,1,1,,,,,,,
Provincial Aerospace Ltd.,2003,Provincial,Newfoundland and Labrador,0,,Supervisors,Full-Time,3,1,2,,,,,,,,,
Provincial Aerospace Ltd.,2003,Provincial,Newfoundland and Labrador,0,,Supervisors: Crafts and Trades,Full-Time,2,2,,,,,,,,,,
