EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,PEAKEMPLOYEECOUNT,PERMFULLTIMECOUNT,PERMPARTTIMECOUNT,TEMPCOUNT,CANADACOUNT
1507953 Ontario Inc. (Inactive),2015,National,Canada,0,,139,126,4,0,130
1507953 Ontario Inc. (Inactive),2015,National,Canada,4841,General Freight Trucking,139,,,,
1507953 Ontario Inc. (Inactive),2015,Provincial,Ontario,0,,139,,,,
1507953 Ontario Inc. (Inactive),2015,Provincial,Québec,0,,,,,,
1507953 Ontario Inc. (Inactive),2015,Provincial,Nova Scotia,0,,,,,,
1507953 Ontario Inc. (Inactive),2015,Provincial,New Brunswick,0,,,,,,
1507953 Ontario Inc. (Inactive),2015,Provincial,Manitoba,0,,,,,,
1507953 Ontario Inc. (Inactive),2015,Provincial,British Columbia,0,,,,,,
1507953 Ontario Inc. (Inactive),2015,Provincial,Prince Edward Island,0,,,,,,
1507953 Ontario Inc. (Inactive),2015,Provincial,Saskatchewan,0,,,,,,
1507953 Ontario Inc. (Inactive),2015,Provincial,Alberta,0,,,,,,
1507953 Ontario Inc. (Inactive),2015,Provincial,Newfoundland and Labrador,0,,,,,,
1507953 Ontario Inc. (Inactive),2015,Provincial,Yukon,0,,,,,,
1507953 Ontario Inc. (Inactive),2015,Provincial,Northwest Territories,0,,,,,,
1507953 Ontario Inc. (Inactive),2015,Provincial,Nunavut,0,,,,,,
1507953 Ontario Inc. (Inactive),2015,CMA,Calgary,0,,,,,,
1507953 Ontario Inc. (Inactive),2015,CMA,Edmonton,0,,,,,,
1507953 Ontario Inc. (Inactive),2015,CMA,Halifax,0,,,,,,
1507953 Ontario Inc. (Inactive),2015,CMA,Montréal,0,,,,,,
1507953 Ontario Inc. (Inactive),2015,CMA,Regina,0,,,,,,
1507953 Ontario Inc. (Inactive),2015,CMA,Toronto,0,,,,,,
1507953 Ontario Inc. (Inactive),2015,CMA,Vancouver,0,,,,,,
1507953 Ontario Inc. (Inactive),2015,CMA,Winnipeg,0,,,,,,
1641-9749 Québec Inc (Inactive),2015,National,Canada,0,,249,233,11,0,244
1641-9749 Québec Inc (Inactive),2015,National,Canada,4841,General Freight Trucking,248,,,,
1641-9749 Québec Inc (Inactive),2015,National,Canada,4842,Specialized Freight Trucking,1,,,,
1641-9749 Québec Inc (Inactive),2015,Provincial,Ontario,0,,,,,,
1641-9749 Québec Inc (Inactive),2015,Provincial,Québec,0,,249,,,,
1641-9749 Québec Inc (Inactive),2015,Provincial,Nova Scotia,0,,,,,,
1641-9749 Québec Inc (Inactive),2015,Provincial,New Brunswick,0,,,,,,
1641-9749 Québec Inc (Inactive),2015,Provincial,Manitoba,0,,,,,,
1641-9749 Québec Inc (Inactive),2015,Provincial,British Columbia,0,,,,,,
1641-9749 Québec Inc (Inactive),2015,Provincial,Prince Edward Island,0,,,,,,
1641-9749 Québec Inc (Inactive),2015,Provincial,Saskatchewan,0,,,,,,
1641-9749 Québec Inc (Inactive),2015,Provincial,Alberta,0,,,,,,
1641-9749 Québec Inc (Inactive),2015,Provincial,Newfoundland and Labrador,0,,,,,,
1641-9749 Québec Inc (Inactive),2015,Provincial,Yukon,0,,,,,,
1641-9749 Québec Inc (Inactive),2015,Provincial,Northwest Territories,0,,,,,,
1641-9749 Québec Inc (Inactive),2015,Provincial,Nunavut,0,,,,,,
1641-9749 Québec Inc (Inactive),2015,CMA,Calgary,0,,,,,,
1641-9749 Québec Inc (Inactive),2015,CMA,Edmonton,0,,,,,,
1641-9749 Québec Inc (Inactive),2015,CMA,Halifax,0,,,,,,
1641-9749 Québec Inc (Inactive),2015,CMA,Montréal,0,,182,,,,
1641-9749 Québec Inc (Inactive),2015,CMA,Regina,0,,,,,,
1641-9749 Québec Inc (Inactive),2015,CMA,Toronto,0,,,,,,
1641-9749 Québec Inc (Inactive),2015,CMA,Vancouver,0,,,,,,
1641-9749 Québec Inc (Inactive),2015,CMA,Winnipeg,0,,,,,,
4186397 Canada Inc.,2015,National,Canada,0,,675,575,21,1,597
4186397 Canada Inc.,2015,National,Canada,4841,General Freight Trucking,675,,,,
4186397 Canada Inc.,2015,Provincial,Ontario,0,,,,,,
4186397 Canada Inc.,2015,Provincial,Québec,0,,,,,,
4186397 Canada Inc.,2015,Provincial,Nova Scotia,0,,,,,,
4186397 Canada Inc.,2015,Provincial,New Brunswick,0,,,,,,
4186397 Canada Inc.,2015,Provincial,Manitoba,0,,39,,,,
4186397 Canada Inc.,2015,Provincial,British Columbia,0,,215,,,,
4186397 Canada Inc.,2015,Provincial,Prince Edward Island,0,,,,,,
4186397 Canada Inc.,2015,Provincial,Saskatchewan,0,,35,,,,
4186397 Canada Inc.,2015,Provincial,Alberta,0,,378,,,,
4186397 Canada Inc.,2015,Provincial,Newfoundland and Labrador,0,,,,,,
4186397 Canada Inc.,2015,Provincial,Yukon,0,,,,,,
4186397 Canada Inc.,2015,Provincial,Northwest Territories,0,,8,,,,
4186397 Canada Inc.,2015,Provincial,Nunavut,0,,,,,,
4186397 Canada Inc.,2015,CMA,Calgary,0,,211,,,,
4186397 Canada Inc.,2015,CMA,Edmonton,0,,137,,,,
4186397 Canada Inc.,2015,CMA,Halifax,0,,,,,,
4186397 Canada Inc.,2015,CMA,Montréal,0,,,,,,
4186397 Canada Inc.,2015,CMA,Regina,0,,19,,,,
4186397 Canada Inc.,2015,CMA,Toronto,0,,,,,,
4186397 Canada Inc.,2015,CMA,Vancouver,0,,173,,,,
4186397 Canada Inc.,2015,CMA,Winnipeg,0,,39,,,,
591182 Ontario Ltd.,2015,National,Canada,0,,207,179,28,0,207
