EMPLOYERNAME,CALENDARYEAR,EMPLOYMENTSTATUS,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,SALARYRANGE($),ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2007,Full-Time,National,Canada,,,Overall,550,349,201,37,21,16,1,1,,2,2,
Provincial Aerospace Ltd.,2007,Full-Time,National,Canada,0,,"Under $15,000",1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2007,Full-Time,National,Canada,0,,"$ 15,000 - $19,999",25,7,18,4,2,2,,,,,,
Provincial Aerospace Ltd.,2007,Full-Time,National,Canada,0,,"$ 20,000 - $24,999",119,42,77,18,9,9,,,,,,
Provincial Aerospace Ltd.,2007,Full-Time,National,Canada,0,,"$ 25,000 - $29,999",75,37,38,5,2,3,,,,,,
Provincial Aerospace Ltd.,2007,Full-Time,National,Canada,0,,"$ 30,000 - $34,999",74,47,27,1,1,,,,,,,
Provincial Aerospace Ltd.,2007,Full-Time,National,Canada,0,,"$ 35,000 - $37,499",39,29,10,2,1,1,,,,,,
Provincial Aerospace Ltd.,2007,Full-Time,National,Canada,0,,"$ 37,500 - $39,999",22,13,9,,,,1,1,,,,
Provincial Aerospace Ltd.,2007,Full-Time,National,Canada,0,,"$ 40,000 - $44,999",29,23,6,1,,1,,,,,,
Provincial Aerospace Ltd.,2007,Full-Time,National,Canada,0,,"$ 45,000 - $49,999",31,27,4,,,,,,,1,1,
Provincial Aerospace Ltd.,2007,Full-Time,National,Canada,0,,"$ 50,000 - $59,999",50,44,6,3,3,,,,,1,1,
Provincial Aerospace Ltd.,2007,Full-Time,National,Canada,0,,"$ 60,000 - $69,999",45,40,5,1,1,,,,,,,
Provincial Aerospace Ltd.,2007,Full-Time,National,Canada,0,,"$ 70,000 - $84,999",23,23,,2,2,,,,,,,
Provincial Aerospace Ltd.,2007,Full-Time,National,Canada,0,,"$ 85,000 - $99,999",10,9,1,,,,,,,,,
Provincial Aerospace Ltd.,2007,Full-Time,National,Canada,0,,"$100,000 and over",7,7,,,,,,,,,,
Provincial Aerospace Ltd.,2007,Full-Time,Provincial,Newfoundland and Labrador,,,Overall,500,312,188,34,18,16,1,1,,2,2,
Provincial Aerospace Ltd.,2007,Full-Time,Provincial,Newfoundland and Labrador,0,,"Under $15,000",1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2007,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 15,000 - $19,999",25,7,18,4,2,2,,,,,,
Provincial Aerospace Ltd.,2007,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 20,000 - $24,999",108,37,71,17,8,9,,,,,,
Provincial Aerospace Ltd.,2007,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 25,000 - $29,999",70,33,37,4,1,3,,,,,,
Provincial Aerospace Ltd.,2007,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 30,000 - $34,999",64,40,24,,,,,,,,,
Provincial Aerospace Ltd.,2007,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 35,000 - $37,499",37,27,10,2,1,1,,,,,,
Provincial Aerospace Ltd.,2007,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 37,500 - $39,999",18,10,8,,,,1,1,,,,
Provincial Aerospace Ltd.,2007,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 40,000 - $44,999",23,18,5,1,,1,,,,,,
Provincial Aerospace Ltd.,2007,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 45,000 - $49,999",30,26,4,,,,,,,1,1,
Provincial Aerospace Ltd.,2007,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 50,000 - $59,999",46,40,6,3,3,,,,,1,1,
Provincial Aerospace Ltd.,2007,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 60,000 - $69,999",40,36,4,1,1,,,,,,,
Provincial Aerospace Ltd.,2007,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 70,000 - $84,999",21,21,,2,2,,,,,,,
Provincial Aerospace Ltd.,2007,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 85,000 - $99,999",10,9,1,,,,,,,,,
Provincial Aerospace Ltd.,2007,Full-Time,Provincial,Newfoundland and Labrador,0,,"$100,000 and over",7,7,,,,,,,,,,
Provincial Aerospace Ltd.,2007,Part-Time,National,Canada,,,Overall,10,1,9,4,,4,,,,,,
Provincial Aerospace Ltd.,2007,Part-Time,National,Canada,0,,"$  7,500 - $ 9,999",4,,4,2,,2,,,,,,
Provincial Aerospace Ltd.,2007,Part-Time,National,Canada,0,,"$ 10,000 - $12,499",2,,2,,,,,,,,,
Provincial Aerospace Ltd.,2007,Part-Time,National,Canada,0,,"$ 12,500 - $14,999",2,,2,2,,2,,,,,,
Provincial Aerospace Ltd.,2007,Part-Time,National,Canada,0,,"$ 22,500 - $24,999",1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2007,Part-Time,National,Canada,0,,"$ 30,000 - $34,999",1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2007,Part-Time,Provincial,Newfoundland and Labrador,,,Overall,10,1,9,4,,4,,,,,,
Provincial Aerospace Ltd.,2007,Part-Time,Provincial,Newfoundland and Labrador,0,,"$  7,500 - $ 9,999",4,,4,2,,2,,,,,,
Provincial Aerospace Ltd.,2007,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 10,000 - $12,499",2,,2,,,,,,,,,
Provincial Aerospace Ltd.,2007,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 12,500 - $14,999",2,,2,2,,2,,,,,,
Provincial Aerospace Ltd.,2007,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 22,500 - $24,999",1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2007,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 30,000 - $34,999",1,1,,,,,,,,,,
