EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,PEAKEMPLOYEECOUNT,PERMFULLTIMECOUNT,PERMPARTTIMECOUNT,TEMPCOUNT,CANADACOUNT
1507953 Ontario Inc. (Inactive),2006,National,Canada,0,,,130,3,5,138
1507953 Ontario Inc. (Inactive),2006,National,Canada,4841,General Freight Trucking,153,,,,
1507953 Ontario Inc. (Inactive),2006,Provincial,Ontario,0,,153,,,,
1507953 Ontario Inc. (Inactive),2006,Provincial,Québec,0,,,,,,
1507953 Ontario Inc. (Inactive),2006,Provincial,Nova Scotia,0,,,,,,
1507953 Ontario Inc. (Inactive),2006,Provincial,New Brunswick,0,,,,,,
1507953 Ontario Inc. (Inactive),2006,Provincial,Manitoba,0,,,,,,
1507953 Ontario Inc. (Inactive),2006,Provincial,British Columbia,0,,,,,,
1507953 Ontario Inc. (Inactive),2006,Provincial,Prince Edward Island,0,,,,,,
1507953 Ontario Inc. (Inactive),2006,Provincial,Saskatchewan,0,,,,,,
1507953 Ontario Inc. (Inactive),2006,Provincial,Alberta,0,,,,,,
1507953 Ontario Inc. (Inactive),2006,Provincial,Newfoundland and Labrador,0,,,,,,
1507953 Ontario Inc. (Inactive),2006,Provincial,Yukon,0,,,,,,
1507953 Ontario Inc. (Inactive),2006,Provincial,Northwest Territories,0,,,,,,
1507953 Ontario Inc. (Inactive),2006,Provincial,Nunavut,0,,,,,,
1507953 Ontario Inc. (Inactive),2006,CMA,Calgary,0,,,,,,
1507953 Ontario Inc. (Inactive),2006,CMA,Edmonton,0,,,,,,
1507953 Ontario Inc. (Inactive),2006,CMA,Halifax,0,,,,,,
1507953 Ontario Inc. (Inactive),2006,CMA,Montréal,0,,,,,,
1507953 Ontario Inc. (Inactive),2006,CMA,Regina,0,,,,,,
1507953 Ontario Inc. (Inactive),2006,CMA,Toronto,0,,,,,,
1507953 Ontario Inc. (Inactive),2006,CMA,Vancouver,0,,,,,,
1507953 Ontario Inc. (Inactive),2006,CMA,Winnipeg,0,,,,,,
1641-9749 Québec Inc (Inactive),2006,National,Canada,0,,,397,55,0,452
1641-9749 Québec Inc (Inactive),2006,National,Canada,4841,General Freight Trucking,472,,,,
1641-9749 Québec Inc (Inactive),2006,Provincial,Ontario,0,,,,,,
1641-9749 Québec Inc (Inactive),2006,Provincial,Québec,0,,472,,,,
1641-9749 Québec Inc (Inactive),2006,Provincial,Nova Scotia,0,,,,,,
