EMPLOYERNAME,CALENDARYEAR,EMPLOYMENTSTATUS,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,SALARYRANGE($),ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2006,Full-Time,National,Canada,,,Overall,550,334,216,38,21,17,1,1,,2,2,
Provincial Aerospace Ltd.,2006,Full-Time,National,Canada,0,,"Under $15,000",4,2,2,,,,,,,,,
Provincial Aerospace Ltd.,2006,Full-Time,National,Canada,0,,"$ 15,000 - $19,999",63,22,41,9,4,5,,,,,,
Provincial Aerospace Ltd.,2006,Full-Time,National,Canada,0,,"$ 20,000 - $24,999",127,47,80,14,7,7,,,,,,
Provincial Aerospace Ltd.,2006,Full-Time,National,Canada,0,,"$ 25,000 - $29,999",63,29,34,4,2,2,,,,,,
Provincial Aerospace Ltd.,2006,Full-Time,National,Canada,0,,"$ 30,000 - $34,999",73,44,29,1,1,,,,,,,
Provincial Aerospace Ltd.,2006,Full-Time,National,Canada,0,,"$ 35,000 - $37,499",34,27,7,2,1,1,1,1,,,,
Provincial Aerospace Ltd.,2006,Full-Time,National,Canada,0,,"$ 37,500 - $39,999",21,17,4,,,,,,,,,
Provincial Aerospace Ltd.,2006,Full-Time,National,Canada,0,,"$ 40,000 - $44,999",32,24,8,2,1,1,,,,,,
Provincial Aerospace Ltd.,2006,Full-Time,National,Canada,0,,"$ 45,000 - $49,999",23,19,4,2,1,1,,,,1,1,
Provincial Aerospace Ltd.,2006,Full-Time,National,Canada,0,,"$ 50,000 - $59,999",33,31,2,1,1,,,,,,,
Provincial Aerospace Ltd.,2006,Full-Time,National,Canada,0,,"$ 60,000 - $69,999",46,43,3,2,2,,,,,,,
Provincial Aerospace Ltd.,2006,Full-Time,National,Canada,0,,"$ 70,000 - $84,999",18,18,,1,1,,,,,1,1,
Provincial Aerospace Ltd.,2006,Full-Time,National,Canada,0,,"$ 85,000 - $99,999",6,4,2,,,,,,,,,
Provincial Aerospace Ltd.,2006,Full-Time,National,Canada,0,,"$100,000 and over",7,7,,,,,,,,,,
Provincial Aerospace Ltd.,2006,Full-Time,Provincial,Newfoundland and Labrador,,,Overall,507,301,206,35,18,17,1,1,,2,2,
Provincial Aerospace Ltd.,2006,Full-Time,Provincial,Newfoundland and Labrador,0,,"Under $15,000",4,2,2,,,,,,,,,
Provincial Aerospace Ltd.,2006,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 15,000 - $19,999",58,18,40,8,3,5,,,,,,
Provincial Aerospace Ltd.,2006,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 20,000 - $24,999",120,43,77,13,6,7,,,,,,
Provincial Aerospace Ltd.,2006,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 25,000 - $29,999",58,26,32,3,1,2,,,,,,
Provincial Aerospace Ltd.,2006,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 30,000 - $34,999",69,41,28,1,1,,,,,,,
Provincial Aerospace Ltd.,2006,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 35,000 - $37,499",30,23,7,2,1,1,1,1,,,,
Provincial Aerospace Ltd.,2006,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 37,500 - $39,999",16,13,3,,,,,,,,,
Provincial Aerospace Ltd.,2006,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 40,000 - $44,999",27,20,7,2,1,1,,,,,,
Provincial Aerospace Ltd.,2006,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 45,000 - $49,999",22,18,4,2,1,1,,,,1,1,
Provincial Aerospace Ltd.,2006,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 50,000 - $59,999",31,30,1,1,1,,,,,,,
Provincial Aerospace Ltd.,2006,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 60,000 - $69,999",41,38,3,2,2,,,,,,,
Provincial Aerospace Ltd.,2006,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 70,000 - $84,999",18,18,,1,1,,,,,1,1,
Provincial Aerospace Ltd.,2006,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 85,000 - $99,999",6,4,2,,,,,,,,,
Provincial Aerospace Ltd.,2006,Full-Time,Provincial,Newfoundland and Labrador,0,,"$100,000 and over",7,7,,,,,,,,,,
Provincial Aerospace Ltd.,2006,Part-Time,National,Canada,,,Overall,14,2,12,4,,4,,,,1,1,
Provincial Aerospace Ltd.,2006,Part-Time,National,Canada,0,,"$  5,000 - $ 7,499",1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2006,Part-Time,National,Canada,0,,"$  7,500 - $ 9,999",5,,5,2,,2,,,,,,
Provincial Aerospace Ltd.,2006,Part-Time,National,Canada,0,,"$ 10,000 - $12,499",1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2006,Part-Time,National,Canada,0,,"$ 12,500 - $14,999",3,,3,2,,2,,,,,,
Provincial Aerospace Ltd.,2006,Part-Time,National,Canada,0,,"$ 15,000 - $17,499",2,1,1,,,,,,,1,1,
Provincial Aerospace Ltd.,2006,Part-Time,National,Canada,0,,"$ 22,500 - $24,999",1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2006,Part-Time,National,Canada,0,,"$ 25,000 - $29,999",1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2006,Part-Time,Provincial,Newfoundland and Labrador,,,Overall,14,2,12,4,,4,,,,1,1,
Provincial Aerospace Ltd.,2006,Part-Time,Provincial,Newfoundland and Labrador,0,,"$  5,000 - $ 7,499",1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2006,Part-Time,Provincial,Newfoundland and Labrador,0,,"$  7,500 - $ 9,999",5,,5,2,,2,,,,,,
Provincial Aerospace Ltd.,2006,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 10,000 - $12,499",1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2006,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 12,500 - $14,999",3,,3,2,,2,,,,,,
Provincial Aerospace Ltd.,2006,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 15,000 - $17,499",2,1,1,,,,,,,1,1,
Provincial Aerospace Ltd.,2006,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 22,500 - $24,999",1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2006,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 25,000 - $29,999",1,1,,,,,,,,,,
Jazz Aviation L.P.,2006,Full-Time,National,Canada,,,Overall,3991,2751,1240,62,37,25,133,90,43,322,218,104
Jazz Aviation L.P.,2006,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 15,000 - $19,999",2,1,1,,,,,,,1,,1
Jazz Aviation L.P.,2006,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 20,000 - $24,999",158,32,126,1,,1,,,,21,7,14
Jazz Aviation L.P.,2006,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 25,000 - $29,999",111,53,58,2,2,,5,,5,22,13,9
Jazz Aviation L.P.,2006,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 30,000 - $34,999",305,171,134,11,3,8,11,5,6,46,28,18
Jazz Aviation L.P.,2006,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 35,000 - $37,499",679,182,497,10,4,6,14,1,13,59,25,34
Jazz Aviation L.P.,2006,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 37,500 - $39,999",248,215,33,5,5,,6,3,3,15,12,3
Jazz Aviation L.P.,2006,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 40,000 - $44,999",367,151,216,10,2,8,28,14,14,28,14,14
Jazz Aviation L.P.,2006,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 45,000 - $49,999",237,192,45,1,1,,1,1,,28,23,5
Jazz Aviation L.P.,2006,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 50,000 - $59,999",575,507,68,6,5,1,15,13,2,42,37,5
Jazz Aviation L.P.,2006,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 60,000 - $69,999",441,408,33,9,8,1,29,29,,39,38,1
Jazz Aviation L.P.,2006,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 70,000 - $84,999",142,132,10,,,,6,6,,6,6,
Jazz Aviation L.P.,2006,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$ 85,000 - $99,999",164,156,8,,,,1,1,,3,3,
Jazz Aviation L.P.,2006,Full-Time,National,Canada,4811,Scheduled Air Transportation,"$100,000 and over",562,551,11,7,7,,17,17,,12,12,
Jazz Aviation L.P.,2006,Full-Time,Provincial,Ontario,,,Overall,1516,1075,441,20,13,7,35,25,10,172,118,54
Jazz Aviation L.P.,2006,Full-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 20,000 - $24,999",85,14,71,1,,1,,,,13,3,10
Jazz Aviation L.P.,2006,Full-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 25,000 - $29,999",43,24,19,1,1,,2,,2,16,10,6
Jazz Aviation L.P.,2006,Full-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 30,000 - $34,999",102,64,38,1,,1,2,1,1,22,14,8
Jazz Aviation L.P.,2006,Full-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 35,000 - $37,499",245,69,176,4,1,3,4,1,3,28,12,16
Jazz Aviation L.P.,2006,Full-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 37,500 - $39,999",121,105,16,3,3,,1,,1,13,10,3
Jazz Aviation L.P.,2006,Full-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 40,000 - $44,999",112,45,67,1,,1,5,2,3,14,8,6
Jazz Aviation L.P.,2006,Full-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 45,000 - $49,999",110,97,13,,,,,,,17,14,3
Jazz Aviation L.P.,2006,Full-Time,Provincial,Ontario,4811,Scheduled Air Transportation,"$ 50,000 - $59,999",199,178,21,3,3,,3,3,,18,17,1
