EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2006,National,Canada,,,Overall,Full-Time,154,80,74,8,4,4,,,,4,1,3
Provincial Aerospace Ltd.,2006,National,Canada,0,,Senior Managers,Full-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2006,National,Canada,0,,Middle and Other Managers,Full-Time,9,6,3,,,,,,,,,
Provincial Aerospace Ltd.,2006,National,Canada,0,,Professionals,Full-Time,14,10,4,,,,,,,,,
Provincial Aerospace Ltd.,2006,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,22,18,4,2,2,,,,,,,
Provincial Aerospace Ltd.,2006,National,Canada,0,,Supervisors,Full-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2006,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2006,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2006,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,16,15,1,,,,,,,,,
Provincial Aerospace Ltd.,2006,National,Canada,0,,Clerical Personnel,Full-Time,17,2,15,,,,,,,,,
Provincial Aerospace Ltd.,2006,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,44,1,43,4,,4,,,,3,,3
Provincial Aerospace Ltd.,2006,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,23,22,1,2,2,,,,,1,1,
Provincial Aerospace Ltd.,2006,National,Canada,0,,Other Sales and Service Personnel,Full-Time,2,1,1,,,,,,,,,
Provincial Aerospace Ltd.,2006,National,Canada,0,,Other Manual Workers,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2006,National,Canada,,,Overall,Part-Time,2,1,1,,,,,,,,,
Provincial Aerospace Ltd.,2006,National,Canada,0,,Semi-Professionals and Technicians,Part-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2006,National,Canada,0,,Semi-Skilled Manual Workers,Part-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2006,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,133,65,68,7,3,4,,,,2,,2
Provincial Aerospace Ltd.,2006,Provincial,Newfoundland and Labrador,0,,Senior Managers,Full-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2006,Provincial,Newfoundland and Labrador,0,,Middle and Other Managers,Full-Time,9,6,3,,,,,,,,,
Provincial Aerospace Ltd.,2006,Provincial,Newfoundland and Labrador,0,,Professionals,Full-Time,13,9,4,,,,,,,,,
Provincial Aerospace Ltd.,2006,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Full-Time,17,13,4,1,1,,,,,,,
Provincial Aerospace Ltd.,2006,Provincial,Newfoundland and Labrador,0,,Supervisors: Crafts and Trades,Full-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2006,Provincial,Newfoundland and Labrador,0,,Administrative and Senior Clerical Personnel,Full-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2006,Provincial,Newfoundland and Labrador,0,,Skilled Crafts and Trades Workers,Full-Time,13,12,1,,,,,,,,,
Provincial Aerospace Ltd.,2006,Provincial,Newfoundland and Labrador,0,,Clerical Personnel,Full-Time,17,2,15,,,,,,,,,
Provincial Aerospace Ltd.,2006,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Full-Time,39,1,38,4,,4,,,,2,,2
Provincial Aerospace Ltd.,2006,Provincial,Newfoundland and Labrador,0,,Semi-Skilled Manual Workers,Full-Time,17,16,1,2,2,,,,,,,
Provincial Aerospace Ltd.,2006,Provincial,Newfoundland and Labrador,0,,Other Sales and Service Personnel,Full-Time,2,1,1,,,,,,,,,
Provincial Aerospace Ltd.,2006,Provincial,Newfoundland and Labrador,0,,Other Manual Workers,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2006,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2006,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Part-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2006,National,Canada,,,Overall,Full-Time,215,148,67,3,2,1,3,3,,19,12,7
Jazz Aviation L.P.,2006,National,Canada,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,3,2,1,,,,,,,,,
Jazz Aviation L.P.,2006,National,Canada,4811,Scheduled Air Transportation,Professionals,Full-Time,8,5,3,,,,,,,,,
Jazz Aviation L.P.,2006,National,Canada,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,84,77,7,,,,,,,5,4,1
Jazz Aviation L.P.,2006,National,Canada,4811,Scheduled Air Transportation,Supervisors,Full-Time,6,4,2,,,,,,,2,1,1
Jazz Aviation L.P.,2006,National,Canada,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,7,7,,1,1,,,,,1,1,
Jazz Aviation L.P.,2006,National,Canada,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,4,1,3,,,,,,,,,
Jazz Aviation L.P.,2006,National,Canada,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,23,23,,1,1,,1,1,,5,5,
Jazz Aviation L.P.,2006,National,Canada,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,16,9,7,,,,1,1,,1,1,
Jazz Aviation L.P.,2006,National,Canada,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,42,6,36,1,,1,,,,4,,4
Jazz Aviation L.P.,2006,National,Canada,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,21,13,8,,,,1,1,,1,,1
Jazz Aviation L.P.,2006,National,Canada,4811,Scheduled Air Transportation,Other Sales and Service Personnel,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2006,National,Canada,,,Overall,Part-Time,44,21,23,1,1,,,,,2,1,1
Jazz Aviation L.P.,2006,National,Canada,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Part-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2006,National,Canada,4811,Scheduled Air Transportation,Supervisors,Part-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2006,National,Canada,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Part-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2006,National,Canada,4811,Scheduled Air Transportation,Clerical Personnel,Part-Time,2,,2,,,,,,,1,,1
Jazz Aviation L.P.,2006,National,Canada,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,26,7,19,,,,,,,,,
Jazz Aviation L.P.,2006,National,Canada,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,13,12,1,1,1,,,,,1,1,
Jazz Aviation L.P.,2006,Provincial,Ontario,,,Overall,Full-Time,90,57,33,2,1,1,1,1,,14,9,5
Jazz Aviation L.P.,2006,Provincial,Ontario,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,36,32,4,,,,,,,4,3,1
Jazz Aviation L.P.,2006,Provincial,Ontario,4811,Scheduled Air Transportation,Supervisors,Full-Time,2,2,,,,,,,,1,1,
Jazz Aviation L.P.,2006,Provincial,Ontario,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,4,4,,1,1,,,,,1,1,
Jazz Aviation L.P.,2006,Provincial,Ontario,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,10,10,,,,,1,1,,4,4,
Jazz Aviation L.P.,2006,Provincial,Ontario,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,8,4,4,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Ontario,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,22,2,20,1,,1,,,,3,,3
Jazz Aviation L.P.,2006,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,7,3,4,,,,,,,1,,1
Jazz Aviation L.P.,2006,Provincial,Ontario,,,Overall,Part-Time,5,4,1,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Part-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Ontario,4811,Scheduled Air Transportation,Supervisors,Part-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Ontario,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,2,2,,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Québec,,,Overall,Full-Time,41,29,12,,,,,,,1,,1
Jazz Aviation L.P.,2006,Provincial,Québec,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,16,16,,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Québec,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Québec,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,5,5,,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Québec,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,13,3,10,,,,,,,1,,1
Jazz Aviation L.P.,2006,Provincial,Québec,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,6,4,2,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Québec,,,Overall,Part-Time,12,5,7,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Québec,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Part-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Québec,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,8,2,6,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Québec,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,3,2,1,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Nova Scotia,,,Overall,Full-Time,28,20,8,1,1,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,2,2,,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Professionals,Full-Time,5,3,2,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,8,7,1,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Supervisors,Full-Time,2,2,,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,3,,3,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,5,5,,1,1,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,2,,2,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,Nova Scotia,,,Overall,Part-Time,3,1,2,,,,,,,1,,1
Jazz Aviation L.P.,2006,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Clerical Personnel,Part-Time,2,,2,,,,,,,1,,1
Jazz Aviation L.P.,2006,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,British Columbia,,,Overall,Full-Time,20,16,4,,,,,,,4,3,1
Jazz Aviation L.P.,2006,Provincial,British Columbia,4811,Scheduled Air Transportation,Professionals,Full-Time,2,1,1,,,,,,,,,
Jazz Aviation L.P.,2006,Provincial,British Columbia,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,12,10,2,,,,,,,1,1,
