EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,PEAKEMPLOYEECOUNT,PERMFULLTIMECOUNT,PERMPARTTIMECOUNT,TEMPCOUNT,CANADACOUNT
1507953 Ontario Inc. (Inactive),2012,National,Canada,0,,152,139,9,0,148
1507953 Ontario Inc. (Inactive),2012,National,Canada,4841,General Freight Trucking,152,,,,
1507953 Ontario Inc. (Inactive),2012,Provincial,Ontario,0,,152,,,,
1507953 Ontario Inc. (Inactive),2012,Provincial,Québec,0,,,,,,
1507953 Ontario Inc. (Inactive),2012,Provincial,Nova Scotia,0,,,,,,
1507953 Ontario Inc. (Inactive),2012,Provincial,New Brunswick,0,,,,,,
1507953 Ontario Inc. (Inactive),2012,Provincial,Manitoba,0,,,,,,
1507953 Ontario Inc. (Inactive),2012,Provincial,British Columbia,0,,,,,,
1507953 Ontario Inc. (Inactive),2012,Provincial,Prince Edward Island,0,,,,,,
1507953 Ontario Inc. (Inactive),2012,Provincial,Saskatchewan,0,,,,,,
1507953 Ontario Inc. (Inactive),2012,Provincial,Alberta,0,,,,,,
1507953 Ontario Inc. (Inactive),2012,Provincial,Newfoundland and Labrador,0,,,,,,
1507953 Ontario Inc. (Inactive),2012,Provincial,Yukon,0,,,,,,
1507953 Ontario Inc. (Inactive),2012,Provincial,Northwest Territories,0,,,,,,
1507953 Ontario Inc. (Inactive),2012,Provincial,Nunavut,0,,,,,,
1507953 Ontario Inc. (Inactive),2012,CMA,Calgary,0,,,,,,
1507953 Ontario Inc. (Inactive),2012,CMA,Edmonton,0,,,,,,
1507953 Ontario Inc. (Inactive),2012,CMA,Halifax,0,,,,,,
1507953 Ontario Inc. (Inactive),2012,CMA,Montréal,0,,,,,,
1507953 Ontario Inc. (Inactive),2012,CMA,Regina,0,,,,,,
1507953 Ontario Inc. (Inactive),2012,CMA,Toronto,0,,,,,,
1507953 Ontario Inc. (Inactive),2012,CMA,Vancouver,0,,,,,,
1507953 Ontario Inc. (Inactive),2012,CMA,Winnipeg,0,,,,,,
1641-9749 Québec Inc (Inactive),2012,National,Canada,0,,257,241,11,0,252
1641-9749 Québec Inc (Inactive),2012,National,Canada,4841,General Freight Trucking,257,,,,
1641-9749 Québec Inc (Inactive),2012,Provincial,Ontario,0,,,,,,
1641-9749 Québec Inc (Inactive),2012,Provincial,Québec,0,,257,,,,
1641-9749 Québec Inc (Inactive),2012,Provincial,Nova Scotia,0,,,,,,
1641-9749 Québec Inc (Inactive),2012,Provincial,New Brunswick,0,,,,,,
1641-9749 Québec Inc (Inactive),2012,Provincial,Manitoba,0,,,,,,
1641-9749 Québec Inc (Inactive),2012,Provincial,British Columbia,0,,,,,,
1641-9749 Québec Inc (Inactive),2012,Provincial,Prince Edward Island,0,,,,,,
1641-9749 Québec Inc (Inactive),2012,Provincial,Saskatchewan,0,,,,,,
1641-9749 Québec Inc (Inactive),2012,Provincial,Alberta,0,,,,,,
1641-9749 Québec Inc (Inactive),2012,Provincial,Newfoundland and Labrador,0,,,,,,
1641-9749 Québec Inc (Inactive),2012,Provincial,Yukon,0,,,,,,
1641-9749 Québec Inc (Inactive),2012,Provincial,Northwest Territories,0,,,,,,
1641-9749 Québec Inc (Inactive),2012,Provincial,Nunavut,0,,,,,,
1641-9749 Québec Inc (Inactive),2012,CMA,Calgary,0,,,,,,
1641-9749 Québec Inc (Inactive),2012,CMA,Edmonton,0,,,,,,
1641-9749 Québec Inc (Inactive),2012,CMA,Halifax,0,,,,,,
1641-9749 Québec Inc (Inactive),2012,CMA,Montréal,0,,195,,,,
1641-9749 Québec Inc (Inactive),2012,CMA,Regina,0,,,,,,
1641-9749 Québec Inc (Inactive),2012,CMA,Toronto,0,,,,,,
1641-9749 Québec Inc (Inactive),2012,CMA,Vancouver,0,,,,,,
1641-9749 Québec Inc (Inactive),2012,CMA,Winnipeg,0,,,,,,
4186397 Canada Inc.,2012,National,Canada,0,,973,763,28,5,796
4186397 Canada Inc.,2012,National,Canada,4811,Scheduled Air Transportation,4,,,,
4186397 Canada Inc.,2012,National,Canada,4841,General Freight Trucking,969,,,,
4186397 Canada Inc.,2012,Provincial,Ontario,0,,2,,,,
4186397 Canada Inc.,2012,Provincial,Québec,0,,,,,,
4186397 Canada Inc.,2012,Provincial,Nova Scotia,0,,,,,,
4186397 Canada Inc.,2012,Provincial,New Brunswick,0,,,,,,
4186397 Canada Inc.,2012,Provincial,Manitoba,0,,45,,,,
4186397 Canada Inc.,2012,Provincial,British Columbia,0,,314,,,,
4186397 Canada Inc.,2012,Provincial,Prince Edward Island,0,,,,,,
4186397 Canada Inc.,2012,Provincial,Saskatchewan,0,,25,,,,
4186397 Canada Inc.,2012,Provincial,Alberta,0,,578,,,,
4186397 Canada Inc.,2012,Provincial,Newfoundland and Labrador,0,,,,,,
4186397 Canada Inc.,2012,Provincial,Yukon,0,,9,,,,
4186397 Canada Inc.,2012,Provincial,Northwest Territories,0,,,,,,
4186397 Canada Inc.,2012,Provincial,Nunavut,0,,,,,,
4186397 Canada Inc.,2012,CMA,Calgary,0,,475,,,,
4186397 Canada Inc.,2012,CMA,Edmonton,0,,15,,,,
4186397 Canada Inc.,2012,CMA,Halifax,0,,,,,,
4186397 Canada Inc.,2012,CMA,Montréal,0,,,,,,
4186397 Canada Inc.,2012,CMA,Regina,0,,15,,,,
4186397 Canada Inc.,2012,CMA,Toronto,0,,1,,,,
4186397 Canada Inc.,2012,CMA,Vancouver,0,,195,,,,
4186397 Canada Inc.,2012,CMA,Winnipeg,0,,45,,,,
591182 Ontario Ltd.,2012,National,Canada,0,,206,178,20,0,198
591182 Ontario Ltd.,2012,National,Canada,4841,General Freight Trucking,210,,,,
591182 Ontario Ltd.,2012,Provincial,Ontario,0,,206,,,,
591182 Ontario Ltd.,2012,Provincial,Québec,0,,,,,,
591182 Ontario Ltd.,2012,Provincial,Nova Scotia,0,,,,,,
591182 Ontario Ltd.,2012,Provincial,New Brunswick,0,,,,,,
591182 Ontario Ltd.,2012,Provincial,Manitoba,0,,,,,,
591182 Ontario Ltd.,2012,Provincial,British Columbia,0,,,,,,
591182 Ontario Ltd.,2012,Provincial,Prince Edward Island,0,,,,,,
591182 Ontario Ltd.,2012,Provincial,Saskatchewan,0,,,,,,
591182 Ontario Ltd.,2012,Provincial,Alberta,0,,,,,,
591182 Ontario Ltd.,2012,Provincial,Newfoundland and Labrador,0,,,,,,
591182 Ontario Ltd.,2012,Provincial,Yukon,0,,,,,,
591182 Ontario Ltd.,2012,Provincial,Northwest Territories,0,,,,,,
591182 Ontario Ltd.,2012,Provincial,Nunavut,0,,,,,,
591182 Ontario Ltd.,2012,CMA,Calgary,0,,,,,,
591182 Ontario Ltd.,2012,CMA,Edmonton,0,,,,,,
591182 Ontario Ltd.,2012,CMA,Halifax,0,,,,,,
591182 Ontario Ltd.,2012,CMA,Montréal,0,,,,,,
591182 Ontario Ltd.,2012,CMA,Regina,0,,,,,,
591182 Ontario Ltd.,2012,CMA,Toronto,0,,10,,,,
591182 Ontario Ltd.,2012,CMA,Vancouver,0,,,,,,
591182 Ontario Ltd.,2012,CMA,Winnipeg,0,,,,,,
6422217 Canada Inc.,2012,National,Canada,0,,464,397,26,0,423
6422217 Canada Inc.,2012,National,Canada,4841,General Freight Trucking,411,,,,
6422217 Canada Inc.,2012,National,Canada,4921,Couriers,53,,,,
6422217 Canada Inc.,2012,Provincial,Ontario,0,,211,,,,
6422217 Canada Inc.,2012,Provincial,Québec,0,,20,,,,
6422217 Canada Inc.,2012,Provincial,Nova Scotia,0,,,,,,
6422217 Canada Inc.,2012,Provincial,New Brunswick,0,,17,,,,
6422217 Canada Inc.,2012,Provincial,Manitoba,0,,18,,,,
6422217 Canada Inc.,2012,Provincial,British Columbia,0,,105,,,,
6422217 Canada Inc.,2012,Provincial,Prince Edward Island,0,,,,,,
6422217 Canada Inc.,2012,Provincial,Saskatchewan,0,,15,,,,
6422217 Canada Inc.,2012,Provincial,Alberta,0,,78,,,,
6422217 Canada Inc.,2012,Provincial,Newfoundland and Labrador,0,,,,,,
6422217 Canada Inc.,2012,Provincial,Yukon,0,,,,,,
6422217 Canada Inc.,2012,Provincial,Northwest Territories,0,,,,,,
6422217 Canada Inc.,2012,Provincial,Nunavut,0,,,,,,
6422217 Canada Inc.,2012,CMA,Calgary,0,,49,,,,
6422217 Canada Inc.,2012,CMA,Edmonton,0,,29,,,,
6422217 Canada Inc.,2012,CMA,Halifax,0,,,,,,
6422217 Canada Inc.,2012,CMA,Montréal,0,,18,,,,
6422217 Canada Inc.,2012,CMA,Regina,0,,8,,,,
6422217 Canada Inc.,2012,CMA,Toronto,0,,204,,,,
6422217 Canada Inc.,2012,CMA,Vancouver,0,,95,,,,
6422217 Canada Inc.,2012,CMA,Winnipeg,0,,18,,,,
682439 Ontario Inc. (inactive),2012,National,Canada,0,,228,182,45,0,227
682439 Ontario Inc. (inactive),2012,National,Canada,4841,General Freight Trucking,228,,,,
682439 Ontario Inc. (inactive),2012,National,Canada,4854,School and Employee Bus Transportation,,,,,
682439 Ontario Inc. (inactive),2012,Provincial,Ontario,0,,223,,,,
682439 Ontario Inc. (inactive),2012,Provincial,Québec,0,,5,,,,
682439 Ontario Inc. (inactive),2012,Provincial,Nova Scotia,0,,,,,,
682439 Ontario Inc. (inactive),2012,Provincial,New Brunswick,0,,,,,,
682439 Ontario Inc. (inactive),2012,Provincial,Manitoba,0,,,,,,
682439 Ontario Inc. (inactive),2012,Provincial,British Columbia,0,,,,,,
682439 Ontario Inc. (inactive),2012,Provincial,Prince Edward Island,0,,,,,,
682439 Ontario Inc. (inactive),2012,Provincial,Saskatchewan,0,,,,,,
682439 Ontario Inc. (inactive),2012,Provincial,Alberta,0,,,,,,
682439 Ontario Inc. (inactive),2012,Provincial,Newfoundland and Labrador,0,,,,,,
682439 Ontario Inc. (inactive),2012,Provincial,Yukon,0,,,,,,
682439 Ontario Inc. (inactive),2012,Provincial,Northwest Territories,0,,,,,,
