EMPLOYERNAME,CALENDARYEAR,EMPLOYMENTSTATUS,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,SALARYRANGE($),ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2002,Full-Time,National,Canada,,,Overall,376,252,124,19,10,9,3,2,1,4,3,1
Provincial Aerospace Ltd.,2002,Full-Time,National,Canada,0,,"Under $15,000",7,3,4,1,,1,,,,,,
Provincial Aerospace Ltd.,2002,Full-Time,National,Canada,0,,"$ 15,000 - $19,999",63,21,42,7,2,5,2,1,1,,,
Provincial Aerospace Ltd.,2002,Full-Time,National,Canada,0,,"$ 20,000 - $24,999",50,25,25,,,,,,,,,
Provincial Aerospace Ltd.,2002,Full-Time,National,Canada,0,,"$ 25,000 - $29,999",69,40,29,4,2,2,,,,1,,1
Provincial Aerospace Ltd.,2002,Full-Time,National,Canada,0,,"$ 30,000 - $34,999",39,30,9,1,1,,1,1,,1,1,
Provincial Aerospace Ltd.,2002,Full-Time,National,Canada,0,,"$ 35,000 - $37,499",24,19,5,,,,,,,,,
Provincial Aerospace Ltd.,2002,Full-Time,National,Canada,0,,"$ 37,500 - $39,999",9,9,,,,,,,,,,
Provincial Aerospace Ltd.,2002,Full-Time,National,Canada,0,,"$ 40,000 - $44,999",21,13,8,3,2,1,,,,1,1,
Provincial Aerospace Ltd.,2002,Full-Time,National,Canada,0,,"$ 45,000 - $49,999",21,20,1,,,,,,,,,
Provincial Aerospace Ltd.,2002,Full-Time,National,Canada,0,,"$ 50,000 - $59,999",27,27,,1,1,,,,,,,
Provincial Aerospace Ltd.,2002,Full-Time,National,Canada,0,,"$ 60,000 - $69,999",23,22,1,2,2,,,,,1,1,
Provincial Aerospace Ltd.,2002,Full-Time,National,Canada,0,,"$ 70,000 - $84,999",12,12,,,,,,,,,,
Provincial Aerospace Ltd.,2002,Full-Time,National,Canada,0,,"$ 85,000 - $99,999",5,5,,,,,,,,,,
Provincial Aerospace Ltd.,2002,Full-Time,National,Canada,0,,"$100,000 and over",6,6,,,,,,,,,,
Provincial Aerospace Ltd.,2002,Full-Time,Provincial,Newfoundland and Labrador,,,Overall,337,225,112,18,9,9,2,2,,3,3,
Provincial Aerospace Ltd.,2002,Full-Time,Provincial,Newfoundland and Labrador,0,,"Under $15,000",7,3,4,1,,1,,,,,,
Provincial Aerospace Ltd.,2002,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 15,000 - $19,999",53,17,36,7,2,5,1,1,,,,
Provincial Aerospace Ltd.,2002,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 20,000 - $24,999",44,21,23,,,,,,,,,
Provincial Aerospace Ltd.,2002,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 25,000 - $29,999",64,37,27,4,2,2,,,,,,
Provincial Aerospace Ltd.,2002,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 30,000 - $34,999",36,27,9,1,1,,1,1,,1,1,
Provincial Aerospace Ltd.,2002,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 35,000 - $37,499",24,19,5,,,,,,,,,
Provincial Aerospace Ltd.,2002,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 37,500 - $39,999",7,7,,,,,,,,,,
Provincial Aerospace Ltd.,2002,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 40,000 - $44,999",16,10,6,3,2,1,,,,1,1,
Provincial Aerospace Ltd.,2002,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 45,000 - $49,999",19,18,1,,,,,,,,,
Provincial Aerospace Ltd.,2002,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 50,000 - $59,999",25,25,,1,1,,,,,,,
Provincial Aerospace Ltd.,2002,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 60,000 - $69,999",19,18,1,1,1,,,,,1,1,
Provincial Aerospace Ltd.,2002,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 70,000 - $84,999",12,12,,,,,,,,,,
Provincial Aerospace Ltd.,2002,Full-Time,Provincial,Newfoundland and Labrador,0,,"$ 85,000 - $99,999",5,5,,,,,,,,,,
Provincial Aerospace Ltd.,2002,Full-Time,Provincial,Newfoundland and Labrador,0,,"$100,000 and over",6,6,,,,,,,,,,
Provincial Aerospace Ltd.,2002,Part-Time,National,Canada,,,Overall,23,9,14,2,,2,,,,2,2,
Provincial Aerospace Ltd.,2002,Part-Time,National,Canada,0,,"$  5,000 - $ 7,499",3,1,2,,,,,,,,,
Provincial Aerospace Ltd.,2002,Part-Time,National,Canada,0,,"$  7,500 - $ 9,999",8,2,6,2,,2,,,,,,
Provincial Aerospace Ltd.,2002,Part-Time,National,Canada,0,,"$ 10,000 - $12,499",4,2,2,,,,,,,,,
Provincial Aerospace Ltd.,2002,Part-Time,National,Canada,0,,"$ 12,500 - $14,999",1,1,,,,,,,,1,1,
Provincial Aerospace Ltd.,2002,Part-Time,National,Canada,0,,"$ 15,000 - $17,499",4,2,2,,,,,,,1,1,
Provincial Aerospace Ltd.,2002,Part-Time,National,Canada,0,,"$ 17,500 - $19,999",1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2002,Part-Time,National,Canada,0,,"$ 22,500 - $24,999",1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2002,Part-Time,National,Canada,0,,"$ 50,000 and over",1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2002,Part-Time,Provincial,Newfoundland and Labrador,,,Overall,21,8,13,2,,2,,,,2,2,
Provincial Aerospace Ltd.,2002,Part-Time,Provincial,Newfoundland and Labrador,0,,"$  5,000 - $ 7,499",3,1,2,,,,,,,,,
Provincial Aerospace Ltd.,2002,Part-Time,Provincial,Newfoundland and Labrador,0,,"$  7,500 - $ 9,999",7,1,6,2,,2,,,,,,
Provincial Aerospace Ltd.,2002,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 10,000 - $12,499",4,2,2,,,,,,,,,
Provincial Aerospace Ltd.,2002,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 12,500 - $14,999",1,1,,,,,,,,1,1,
Provincial Aerospace Ltd.,2002,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 15,000 - $17,499",3,2,1,,,,,,,1,1,
Provincial Aerospace Ltd.,2002,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 17,500 - $19,999",1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2002,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 22,500 - $24,999",1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2002,Part-Time,Provincial,Newfoundland and Labrador,0,,"$ 50,000 and over",1,1,,,,,,,,,,
Jazz Aviation L.P.,2002,Full-Time,National,Canada,,,Overall,3918,2662,1256,43,29,14,90,60,30,198,133,65
Jazz Aviation L.P.,2002,Full-Time,National,Canada,451,Air Transport Industries,"$ 15,000 - $19,999",5,1,4,,,,,,,,,
Jazz Aviation L.P.,2002,Full-Time,National,Canada,451,Air Transport Industries,"$ 20,000 - $24,999",32,16,16,,,,2,,2,,,
Jazz Aviation L.P.,2002,Full-Time,National,Canada,451,Air Transport Industries,"$ 25,000 - $29,999",209,86,123,3,1,2,4,1,3,17,5,12
Jazz Aviation L.P.,2002,Full-Time,National,Canada,451,Air Transport Industries,"$ 30,000 - $34,999",327,169,158,4,2,2,11,5,6,27,14,13
Jazz Aviation L.P.,2002,Full-Time,National,Canada,451,Air Transport Industries,"$ 35,000 - $37,499",149,69,80,,,,4,2,2,6,5,1
Jazz Aviation L.P.,2002,Full-Time,National,Canada,451,Air Transport Industries,"$ 37,500 - $39,999",977,300,677,13,6,7,22,11,11,57,25,32
Jazz Aviation L.P.,2002,Full-Time,National,Canada,451,Air Transport Industries,"$ 40,000 - $44,999",150,98,52,2,1,1,4,3,1,12,10,2
Jazz Aviation L.P.,2002,Full-Time,National,Canada,451,Air Transport Industries,"$ 45,000 - $49,999",231,195,36,5,5,,6,4,2,17,13,4
Jazz Aviation L.P.,2002,Full-Time,National,Canada,451,Air Transport Industries,"$ 50,000 - $59,999",583,517,66,3,2,1,10,10,,23,22,1
Jazz Aviation L.P.,2002,Full-Time,National,Canada,451,Air Transport Industries,"$ 60,000 - $69,999",372,356,16,5,5,,10,9,1,25,25,
Jazz Aviation L.P.,2002,Full-Time,National,Canada,451,Air Transport Industries,"$ 70,000 - $84,999",183,173,10,2,1,1,5,4,1,5,5,
Jazz Aviation L.P.,2002,Full-Time,National,Canada,451,Air Transport Industries,"$ 85,000 - $99,999",203,196,7,2,2,,1,1,,6,6,
Jazz Aviation L.P.,2002,Full-Time,National,Canada,451,Air Transport Industries,"$100,000 and over",497,486,11,4,4,,11,10,1,3,3,
Jazz Aviation L.P.,2002,Full-Time,Provincial,Ontario,,,Overall,1086,736,350,8,6,2,18,12,6,76,52,24
Jazz Aviation L.P.,2002,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 15,000 - $19,999",3,,3,,,,,,,,,
Jazz Aviation L.P.,2002,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 20,000 - $24,999",2,1,1,,,,,,,,,
Jazz Aviation L.P.,2002,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 25,000 - $29,999",39,13,26,1,1,,1,,1,3,1,2
Jazz Aviation L.P.,2002,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 30,000 - $34,999",85,47,38,,,,,,,11,6,5
Jazz Aviation L.P.,2002,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 35,000 - $37,499",37,22,15,,,,2,1,1,5,5,
Jazz Aviation L.P.,2002,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 37,500 - $39,999",301,89,212,1,,1,4,1,3,25,9,16
Jazz Aviation L.P.,2002,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 40,000 - $44,999",51,36,15,,,,,,,3,3,
Jazz Aviation L.P.,2002,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 45,000 - $49,999",44,35,9,,,,2,1,1,1,1,
Jazz Aviation L.P.,2002,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 50,000 - $59,999",207,182,25,2,1,1,1,1,,16,15,1
Jazz Aviation L.P.,2002,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 60,000 - $69,999",76,75,1,2,2,,3,3,,5,5,
Jazz Aviation L.P.,2002,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 70,000 - $84,999",21,21,,1,1,,2,2,,1,1,
Jazz Aviation L.P.,2002,Full-Time,Provincial,Ontario,451,Air Transport Industries,"$ 85,000 - $99,999",63,60,3,,,,,,,4,4,
