EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2014,National,Canada,,,Overall,Full-Time,162,85,77,10,9,1,5,5,,19,13,6
Provincial Aerospace Ltd.,2014,National,Canada,0,,Middle and Other Managers,Full-Time,8,6,2,,,,,,,2,2,
Provincial Aerospace Ltd.,2014,National,Canada,0,,Professionals,Full-Time,26,19,7,,,,,,,9,8,1
Provincial Aerospace Ltd.,2014,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,12,10,2,,,,2,2,,1,1,
Provincial Aerospace Ltd.,2014,National,Canada,0,,Supervisors,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2014,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,6,1,5,,,,,,,1,,1
Provincial Aerospace Ltd.,2014,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,3,3,,,,,,,,,,
Provincial Aerospace Ltd.,2014,National,Canada,0,,Clerical Personnel,Full-Time,10,2,8,,,,,,,,,
Provincial Aerospace Ltd.,2014,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,47,3,44,2,1,1,,,,3,,3
Provincial Aerospace Ltd.,2014,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,36,30,6,7,7,,2,2,,3,2,1
Provincial Aerospace Ltd.,2014,National,Canada,0,,Other Manual Workers,Full-Time,13,10,3,1,1,,1,1,,,,
Provincial Aerospace Ltd.,2014,National,Canada,,,Overall,Part-Time,14,1,13,1,,1,,,,1,,1
Provincial Aerospace Ltd.,2014,National,Canada,0,,Intermediate Sales and Service Personnel,Part-Time,14,1,13,1,,1,,,,1,,1
Provincial Aerospace Ltd.,2014,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,123,63,60,10,9,1,5,5,,7,5,2
Provincial Aerospace Ltd.,2014,Provincial,Newfoundland and Labrador,0,,Middle and Other Managers,Full-Time,3,1,2,,,,,,,1,1,
Provincial Aerospace Ltd.,2014,Provincial,Newfoundland and Labrador,0,,Professionals,Full-Time,11,7,4,,,,,,,2,2,
Provincial Aerospace Ltd.,2014,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Full-Time,6,5,1,,,,2,2,,,,
Provincial Aerospace Ltd.,2014,Provincial,Newfoundland and Labrador,0,,Supervisors,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2014,Provincial,Newfoundland and Labrador,0,,Administrative and Senior Clerical Personnel,Full-Time,4,1,3,,,,,,,,,
Provincial Aerospace Ltd.,2014,Provincial,Newfoundland and Labrador,0,,Skilled Crafts and Trades Workers,Full-Time,3,3,,,,,,,,,,
Provincial Aerospace Ltd.,2014,Provincial,Newfoundland and Labrador,0,,Clerical Personnel,Full-Time,10,2,8,,,,,,,,,
Provincial Aerospace Ltd.,2014,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Full-Time,36,3,33,2,1,1,,,,1,,1
Provincial Aerospace Ltd.,2014,Provincial,Newfoundland and Labrador,0,,Semi-Skilled Manual Workers,Full-Time,36,30,6,7,7,,2,2,,3,2,1
Provincial Aerospace Ltd.,2014,Provincial,Newfoundland and Labrador,0,,Other Manual Workers,Full-Time,13,10,3,1,1,,1,1,,,,
Provincial Aerospace Ltd.,2014,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,11,,11,1,,1,,,,1,,1
Provincial Aerospace Ltd.,2014,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Part-Time,11,,11,1,,1,,,,1,,1
Jazz Aviation L.P.,2014,National,Canada,,,Overall,Full-Time,193,151,42,2,2,,1,,1,51,40,11
Jazz Aviation L.P.,2014,National,Canada,4811,Scheduled Air Transportation,Professionals,Full-Time,5,3,2,,,,,,,1,1,
Jazz Aviation L.P.,2014,National,Canada,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,74,68,6,,,,,,,10,10,
Jazz Aviation L.P.,2014,National,Canada,4811,Scheduled Air Transportation,Supervisors,Full-Time,4,4,,,,,,,,1,1,
Jazz Aviation L.P.,2014,National,Canada,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,5,3,2,,,,,,,3,2,1
Jazz Aviation L.P.,2014,National,Canada,4811,Scheduled Air Transportation,Skilled Sales and Service Personnel,Full-Time,1,,1,,,,,,,1,,1
Jazz Aviation L.P.,2014,National,Canada,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,51,49,2,1,1,,,,,17,16,1
Jazz Aviation L.P.,2014,National,Canada,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,11,7,4,1,1,,,,,5,3,2
Jazz Aviation L.P.,2014,National,Canada,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,32,7,25,,,,1,,1,10,4,6
Jazz Aviation L.P.,2014,National,Canada,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,10,10,,,,,,,,3,3,
Jazz Aviation L.P.,2014,National,Canada,,,Overall,Part-Time,172,49,123,15,1,14,2,,2,42,15,27
Jazz Aviation L.P.,2014,National,Canada,4811,Scheduled Air Transportation,Clerical Personnel,Part-Time,2,,2,,,,,,,,,
Jazz Aviation L.P.,2014,National,Canada,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,145,27,118,13,,13,1,,1,34,9,25
Jazz Aviation L.P.,2014,National,Canada,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,25,22,3,2,1,1,1,,1,8,6,2
Jazz Aviation L.P.,2014,Provincial,Ontario,,,Overall,Full-Time,36,31,5,,,,,,,6,4,2
Jazz Aviation L.P.,2014,Provincial,Ontario,4811,Scheduled Air Transportation,Professionals,Full-Time,3,1,2,,,,,,,,,
Jazz Aviation L.P.,2014,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,24,23,1,,,,,,,,,
Jazz Aviation L.P.,2014,Provincial,Ontario,4811,Scheduled Air Transportation,Supervisors,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2014,Provincial,Ontario,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,4,3,1,,,,,,,3,2,1
Jazz Aviation L.P.,2014,Provincial,Ontario,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,3,3,,,,,,,,2,2,
Jazz Aviation L.P.,2014,Provincial,Ontario,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,1,,1,,,,,,,1,,1
Jazz Aviation L.P.,2014,Provincial,Ontario,,,Overall,Part-Time,25,11,14,2,,2,,,,2,1,1
Jazz Aviation L.P.,2014,Provincial,Ontario,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,18,5,13,2,,2,,,,,,
Jazz Aviation L.P.,2014,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,7,6,1,,,,,,,2,1,1
Jazz Aviation L.P.,2014,Provincial,Québec,,,Overall,Full-Time,21,19,2,,,,,,,3,3,
Jazz Aviation L.P.,2014,Provincial,Québec,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,15,14,1,,,,,,,2,2,
Jazz Aviation L.P.,2014,Provincial,Québec,4811,Scheduled Air Transportation,Supervisors,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2014,Provincial,Québec,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,4,4,,,,,,,,1,1,
Jazz Aviation L.P.,2014,Provincial,Québec,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2014,Provincial,Québec,,,Overall,Part-Time,12,5,7,,,,,,,1,1,
Jazz Aviation L.P.,2014,Provincial,Québec,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,11,5,6,,,,,,,1,1,
Jazz Aviation L.P.,2014,Provincial,Québec,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2014,Provincial,Nova Scotia,,,Overall,Full-Time,55,47,8,2,2,,,,,12,11,1
Jazz Aviation L.P.,2014,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Professionals,Full-Time,2,2,,,,,,,,1,1,
Jazz Aviation L.P.,2014,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,8,7,1,,,,,,,2,2,
Jazz Aviation L.P.,2014,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2014,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,34,33,1,1,1,,,,,7,7,
Jazz Aviation L.P.,2014,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,7,4,3,1,1,,,,,2,1,1
Jazz Aviation L.P.,2014,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,3,1,2,,,,,,,,,
Jazz Aviation L.P.,2014,Provincial,Nova Scotia,,,Overall,Part-Time,14,,14,,,,,,,3,,3
Jazz Aviation L.P.,2014,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2014,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,13,,13,,,,,,,3,,3
Jazz Aviation L.P.,2014,Provincial,British Columbia,,,Overall,Full-Time,8,6,2,,,,,,,4,2,2
Jazz Aviation L.P.,2014,Provincial,British Columbia,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,1,1,,,,,,,,1,1,
Jazz Aviation L.P.,2014,Provincial,British Columbia,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,3,1,2,,,,,,,3,1,2
Jazz Aviation L.P.,2014,Provincial,British Columbia,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,4,4,,,,,,,,,,
Jazz Aviation L.P.,2014,Provincial,British Columbia,,,Overall,Part-Time,34,18,16,4,1,3,1,,1,7,5,2
Jazz Aviation L.P.,2014,Provincial,British Columbia,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,17,2,15,2,,2,,,,1,,1
Jazz Aviation L.P.,2014,Provincial,British Columbia,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,17,16,1,2,1,1,1,,1,6,5,1
Jazz Aviation L.P.,2014,Provincial,Alberta,,,Overall,Full-Time,70,48,22,,,,1,,1,25,20,5
Jazz Aviation L.P.,2014,Provincial,Alberta,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,27,24,3,,,,,,,6,6,
Jazz Aviation L.P.,2014,Provincial,Alberta,4811,Scheduled Air Transportation,Supervisors,Full-Time,2,2,,,,,,,,1,1,
Jazz Aviation L.P.,2014,Provincial,Alberta,4811,Scheduled Air Transportation,Skilled Sales and Service Personnel,Full-Time,1,,1,,,,,,,1,,1
Jazz Aviation L.P.,2014,Provincial,Alberta,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,10,9,1,,,,,,,7,6,1
Jazz Aviation L.P.,2014,Provincial,Alberta,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,2,2,,,,,,,,1,1,
Jazz Aviation L.P.,2014,Provincial,Alberta,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,22,5,17,,,,1,,1,6,3,3
Jazz Aviation L.P.,2014,Provincial,Alberta,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,6,6,,,,,,,,3,3,
Jazz Aviation L.P.,2014,Provincial,Alberta,,,Overall,Part-Time,45,8,37,4,,4,,,,20,6,14
Jazz Aviation L.P.,2014,Provincial,Alberta,4811,Scheduled Air Transportation,Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2014,Provincial,Alberta,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,44,8,36,4,,4,,,,20,6,14
CHC Helicopter Group of Companies,2014,National,Canada,,,Overall,Full-Time,66,52,14,2,1,1,1,,1,20,14,6
CHC Helicopter Group of Companies,2014,National,Canada,0,,Senior Managers,Full-Time,1,1,,,,,,,,,,
