EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2008,National,Canada,,,Overall,Full-Time,129,78,51,15,11,4,1,1,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Middle and Other Managers,Full-Time,3,2,1,,,,,,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Professionals,Full-Time,10,7,3,,,,,,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,27,23,4,4,4,,,,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Supervisors,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,2,,2,,,,,,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,15,14,1,,,,,,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Clerical Personnel,Full-Time,8,2,6,1,,1,,,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,37,4,33,3,,3,,,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,20,19,1,6,6,,,,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Other Sales and Service Personnel,Full-Time,4,4,,1,1,,,,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Other Manual Workers,Full-Time,2,2,,,,,1,1,,,,
Provincial Aerospace Ltd.,2008,National,Canada,,,Overall,Part-Time,6,,6,,,,,,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Intermediate Sales and Service Personnel,Part-Time,6,,6,,,,,,,,,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,114,66,48,13,9,4,,,,,,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,0,,Middle and Other Managers,Full-Time,3,2,1,,,,,,,,,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,0,,Professionals,Full-Time,10,7,3,,,,,,,,,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Full-Time,23,19,4,4,4,,,,,,,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,0,,Supervisors,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,0,,Administrative and Senior Clerical Personnel,Full-Time,2,,2,,,,,,,,,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,0,,Skilled Crafts and Trades Workers,Full-Time,13,12,1,,,,,,,,,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,0,,Clerical Personnel,Full-Time,8,2,6,1,,1,,,,,,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Full-Time,33,2,31,3,,3,,,,,,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,0,,Semi-Skilled Manual Workers,Full-Time,17,17,,5,5,,,,,,,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,0,,Other Sales and Service Personnel,Full-Time,3,3,,,,,,,,,,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,0,,Other Manual Workers,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,5,,5,,,,,,,,,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Part-Time,5,,5,,,,,,,,,
Jazz Aviation L.P.,2008,National,Canada,,,Overall,Full-Time,265,187,78,2,1,1,2,2,,27,15,12
Jazz Aviation L.P.,2008,National,Canada,4811,Scheduled Air Transportation,Senior Managers,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2008,National,Canada,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,10,8,2,,,,,,,1,1,
Jazz Aviation L.P.,2008,National,Canada,4811,Scheduled Air Transportation,Professionals,Full-Time,5,5,,,,,1,1,,1,1,
Jazz Aviation L.P.,2008,National,Canada,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,117,108,9,1,1,,,,,4,4,
Jazz Aviation L.P.,2008,National,Canada,4811,Scheduled Air Transportation,Supervisors,Full-Time,10,7,3,,,,1,1,,1,1,
Jazz Aviation L.P.,2008,National,Canada,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,5,4,1,,,,,,,1,1,
Jazz Aviation L.P.,2008,National,Canada,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,34,31,3,,,,,,,3,2,1
Jazz Aviation L.P.,2008,National,Canada,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,33,9,24,,,,,,,6,1,5
