EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2008,National,Canada,,,Overall,Full-Time,173,106,67,19,14,5,5,2,3,5,5,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Senior Managers,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Middle and Other Managers,Full-Time,5,2,3,,,,,,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Professionals,Full-Time,14,6,8,,,,,,,4,4,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,36,30,6,5,3,2,,,,1,1,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Supervisors,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,3,1,2,,,,,,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,22,21,1,1,1,,,,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Clerical Personnel,Full-Time,12,3,9,,,,1,,1,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,33,1,32,3,,3,2,,2,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,38,34,4,10,10,,1,1,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Other Sales and Service Personnel,Full-Time,4,2,2,,,,,,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Other Manual Workers,Full-Time,3,3,,,,,1,1,,,,
Provincial Aerospace Ltd.,2008,National,Canada,,,Overall,Part-Time,26,1,25,4,,4,,,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Intermediate Sales and Service Personnel,Part-Time,22,,22,3,,3,,,,,,
Provincial Aerospace Ltd.,2008,National,Canada,0,,Other Sales and Service Personnel,Part-Time,4,1,3,1,,1,,,,,,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,139,86,53,19,14,5,2,1,1,4,4,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,0,,Senior Managers,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,0,,Middle and Other Managers,Full-Time,5,2,3,,,,,,,,,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,0,,Professionals,Full-Time,14,6,8,,,,,,,4,4,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Full-Time,26,20,6,5,3,2,,,,,,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,0,,Supervisors,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,0,,Supervisors: Crafts and Trades,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2008,Provincial,Newfoundland and Labrador,0,,Administrative and Senior Clerical Personnel,Full-Time,3,1,2,,,,,,,,,
