EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2009,National,Canada,,,Overall,Full-Time,215,162,53,13,6,7,3,2,1,13,9,4
Provincial Aerospace Ltd.,2009,National,Canada,0,,Senior Managers,Full-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2009,National,Canada,0,,Middle and Other Managers,Full-Time,11,9,2,1,,1,,,,2,1,1
Provincial Aerospace Ltd.,2009,National,Canada,0,,Professionals,Full-Time,31,26,5,,,,,,,3,3,
Provincial Aerospace Ltd.,2009,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,46,43,3,,,,,,,3,2,1
Provincial Aerospace Ltd.,2009,National,Canada,0,,Supervisors,Full-Time,4,3,1,1,1,,,,,,,
Provincial Aerospace Ltd.,2009,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2009,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,33,32,1,,,,1,1,,2,2,
Provincial Aerospace Ltd.,2009,National,Canada,0,,Clerical Personnel,Full-Time,19,9,10,1,1,,,,,1,1,
Provincial Aerospace Ltd.,2009,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,27,5,22,6,,6,1,,1,2,,2
Provincial Aerospace Ltd.,2009,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,25,23,2,4,4,,1,1,,,,
Provincial Aerospace Ltd.,2009,National,Canada,0,,Other Sales and Service Personnel,Full-Time,7,1,6,,,,,,,,,
Provincial Aerospace Ltd.,2009,National,Canada,0,,Other Manual Workers,Full-Time,9,9,,,,,,,,,,
Provincial Aerospace Ltd.,2009,National,Canada,,,Overall,Part-Time,31,4,27,5,2,3,,,,2,,2
Provincial Aerospace Ltd.,2009,National,Canada,0,,Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2009,National,Canada,0,,Intermediate Sales and Service Personnel,Part-Time,25,1,24,4,1,3,,,,2,,2
Provincial Aerospace Ltd.,2009,National,Canada,0,,Semi-Skilled Manual Workers,Part-Time,2,2,,1,1,,,,,,,
Provincial Aerospace Ltd.,2009,National,Canada,0,,Other Sales and Service Personnel,Part-Time,2,,2,,,,,,,,,
Provincial Aerospace Ltd.,2009,National,Canada,0,,Other Manual Workers,Part-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,171,134,37,4,2,2,1,1,,11,9,2
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Senior Managers,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Middle and Other Managers,Full-Time,10,9,1,,,,,,,2,1,1
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Professionals,Full-Time,25,20,5,,,,,,,3,3,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Full-Time,38,35,3,,,,,,,3,2,1
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Supervisors,Full-Time,3,2,1,,,,,,,,,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Administrative and Senior Clerical Personnel,Full-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Skilled Crafts and Trades Workers,Full-Time,32,31,1,,,,1,1,,2,2,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Clerical Personnel,Full-Time,18,8,10,1,1,,,,,1,1,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Full-Time,11,2,9,2,,2,,,,,,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Semi-Skilled Manual Workers,Full-Time,16,16,,1,1,,,,,,,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Other Sales and Service Personnel,Full-Time,7,1,6,,,,,,,,,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Other Manual Workers,Full-Time,9,9,,,,,,,,,,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,22,2,20,3,1,2,,,,1,,1
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Part-Time,18,,18,2,,2,,,,1,,1
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Semi-Skilled Manual Workers,Part-Time,1,1,,1,1,,,,,,,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Other Sales and Service Personnel,Part-Time,2,,2,,,,,,,,,
Provincial Aerospace Ltd.,2009,Provincial,Newfoundland and Labrador,0,,Other Manual Workers,Part-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2009,National,Canada,,,Overall,Full-Time,222,157,65,7,4,3,1,1,,51,39,12
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,4,2,2,,,,,,,,,
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Professionals,Full-Time,3,,3,,,,,,,,,
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,54,47,7,,,,,,,6,6,
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Supervisors,Full-Time,2,2,,1,1,,,,,1,1,
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,4,4,,,,,,,,2,2,
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,71,69,2,3,3,,1,1,,19,19,
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,14,10,4,,,,,,,6,4,2
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,53,13,40,2,,2,,,,13,5,8
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,17,10,7,1,,1,,,,4,2,2
Jazz Aviation L.P.,2009,National,Canada,,,Overall,Part-Time,122,52,70,5,2,3,1,,1,14,10,4
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Clerical Personnel,Part-Time,5,,5,,,,,,,,,
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,70,15,55,3,1,2,1,,1,6,2,4
Jazz Aviation L.P.,2009,National,Canada,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,47,37,10,2,1,1,,,,8,8,
Jazz Aviation L.P.,2009,Provincial,Ontario,,,Overall,Full-Time,56,42,14,2,1,1,1,1,,12,9,3
Jazz Aviation L.P.,2009,Provincial,Ontario,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,4,4,,,,,,,,2,2,
Jazz Aviation L.P.,2009,Provincial,Ontario,4811,Scheduled Air Transportation,Supervisors,Full-Time,1,1,,1,1,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Ontario,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,2,2,,,,,,,,2,2,
Jazz Aviation L.P.,2009,Provincial,Ontario,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,26,26,,,,,1,1,,3,3,
Jazz Aviation L.P.,2009,Provincial,Ontario,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,5,4,1,,,,,,,3,2,1
Jazz Aviation L.P.,2009,Provincial,Ontario,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,16,3,13,1,,1,,,,2,,2
Jazz Aviation L.P.,2009,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Ontario,,,Overall,Part-Time,15,10,5,1,1,,,,,2,2,
Jazz Aviation L.P.,2009,Provincial,Ontario,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,5,,5,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,10,10,,1,1,,,,,2,2,
Jazz Aviation L.P.,2009,Provincial,Québec,,,Overall,Full-Time,40,28,12,,,,,,,8,7,1
Jazz Aviation L.P.,2009,Provincial,Québec,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Québec,4811,Scheduled Air Transportation,Professionals,Full-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Québec,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,9,8,1,,,,,,,2,2,
Jazz Aviation L.P.,2009,Provincial,Québec,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,7,6,1,,,,,,,1,1,
Jazz Aviation L.P.,2009,Provincial,Québec,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Québec,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,12,5,7,,,,,,,3,2,1
Jazz Aviation L.P.,2009,Provincial,Québec,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,9,7,2,,,,,,,2,2,
Jazz Aviation L.P.,2009,Provincial,Québec,,,Overall,Part-Time,21,10,11,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Québec,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,12,3,9,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Québec,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,9,7,2,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Nova Scotia,,,Overall,Full-Time,19,13,6,2,2,,,,,3,2,1
Jazz Aviation L.P.,2009,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,2,,2,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,3,1,2,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Supervisors,Full-Time,1,1,,,,,,,,1,1,
Jazz Aviation L.P.,2009,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,6,6,,2,2,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,5,3,2,,,,,,,2,1,1
Jazz Aviation L.P.,2009,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Nova Scotia,,,Overall,Part-Time,8,,8,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Clerical Personnel,Part-Time,5,,5,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Nova Scotia,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,3,,3,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,British Columbia,,,Overall,Full-Time,28,22,6,,,,,,,7,7,
Jazz Aviation L.P.,2009,Provincial,British Columbia,4811,Scheduled Air Transportation,Professionals,Full-Time,2,,2,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,British Columbia,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,15,13,2,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,British Columbia,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,8,8,,,,,,,,6,6,
Jazz Aviation L.P.,2009,Provincial,British Columbia,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,2,1,1,,,,,,,1,1,
Jazz Aviation L.P.,2009,Provincial,British Columbia,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,1,,1,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,British Columbia,,,Overall,Part-Time,36,22,14,1,,1,,,,6,6,
Jazz Aviation L.P.,2009,Provincial,British Columbia,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,18,7,11,1,,1,,,,1,1,
Jazz Aviation L.P.,2009,Provincial,British Columbia,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,18,15,3,,,,,,,5,5,
Jazz Aviation L.P.,2009,Provincial,Alberta,,,Overall,Full-Time,76,52,24,2,1,1,,,,21,14,7
Jazz Aviation L.P.,2009,Provincial,Alberta,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,23,21,2,,,,,,,2,2,
Jazz Aviation L.P.,2009,Provincial,Alberta,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Alberta,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,24,23,1,1,1,,,,,9,9,
Jazz Aviation L.P.,2009,Provincial,Alberta,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2009,Provincial,Alberta,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,22,5,17,,,,,,,8,3,5
Jazz Aviation L.P.,2009,Provincial,Alberta,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,5,1,4,1,,1,,,,2,,2
Jazz Aviation L.P.,2009,Provincial,Alberta,,,Overall,Part-Time,20,7,13,3,1,2,,,,2,2,
Jazz Aviation L.P.,2009,Provincial,Alberta,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,12,3,9,2,1,1,,,,1,1,
Jazz Aviation L.P.,2009,Provincial,Alberta,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,8,4,4,1,,1,,,,1,1,
CHC Helicopter Group of Companies,2009,National,Canada,,,Overall,Full-Time,94,68,26,,,,,,,27,16,11
CHC Helicopter Group of Companies,2009,National,Canada,0,,Senior Managers,Full-Time,8,6,2,,,,,,,,,
CHC Helicopter Group of Companies,2009,National,Canada,0,,Middle and Other Managers,Full-Time,14,12,2,,,,,,,2,2,
CHC Helicopter Group of Companies,2009,National,Canada,0,,Professionals,Full-Time,49,36,13,,,,,,,16,11,5
CHC Helicopter Group of Companies,2009,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,5,5,,,,,,,,1,1,
CHC Helicopter Group of Companies,2009,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,2,1,1,,,,,,,1,,1
CHC Helicopter Group of Companies,2009,National,Canada,0,,Skilled Sales and Service Personnel,Full-Time,1,1,,,,,,,,1,1,
CHC Helicopter Group of Companies,2009,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,6,6,,,,,,,,1,1,
CHC Helicopter Group of Companies,2009,National,Canada,0,,Clerical Personnel,Full-Time,9,1,8,,,,,,,5,,5
CHC Helicopter Group of Companies,2009,National,Canada,,,Overall,Part-Time,2,,2,,,,,,,2,,2
CHC Helicopter Group of Companies,2009,National,Canada,0,,Professionals,Part-Time,2,,2,,,,,,,2,,2
CHC Helicopter Group of Companies,2009,Provincial,British Columbia,,,Overall,Full-Time,90,65,25,,,,,,,26,16,10
CHC Helicopter Group of Companies,2009,Provincial,British Columbia,0,,Senior Managers,Full-Time,8,6,2,,,,,,,,,
CHC Helicopter Group of Companies,2009,Provincial,British Columbia,0,,Middle and Other Managers,Full-Time,14,12,2,,,,,,,2,2,
CHC Helicopter Group of Companies,2009,Provincial,British Columbia,0,,Professionals,Full-Time,49,36,13,,,,,,,16,11,5
CHC Helicopter Group of Companies,2009,Provincial,British Columbia,0,,Semi-Professionals and Technicians,Full-Time,3,3,,,,,,,,1,1,
CHC Helicopter Group of Companies,2009,Provincial,British Columbia,0,,Administrative and Senior Clerical Personnel,Full-Time,2,1,1,,,,,,,1,,1
CHC Helicopter Group of Companies,2009,Provincial,British Columbia,0,,Skilled Sales and Service Personnel,Full-Time,1,1,,,,,,,,1,1,
CHC Helicopter Group of Companies,2009,Provincial,British Columbia,0,,Skilled Crafts and Trades Workers,Full-Time,6,6,,,,,,,,1,1,
CHC Helicopter Group of Companies,2009,Provincial,British Columbia,0,,Clerical Personnel,Full-Time,7,,7,,,,,,,4,,4
CHC Helicopter Group of Companies,2009,Provincial,British Columbia,,,Overall,Part-Time,2,,2,,,,,,,2,,2
CHC Helicopter Group of Companies,2009,Provincial,British Columbia,0,,Professionals,Part-Time,2,,2,,,,,,,2,,2
Persona Communications Corp.,2009,National,Canada,,,Overall,Full-Time,42,23,19,,,,,,,2,,2
Persona Communications Corp.,2009,National,Canada,0,,Middle and Other Managers,Full-Time,4,3,1,,,,,,,,,
Persona Communications Corp.,2009,National,Canada,0,,Professionals,Full-Time,4,,4,,,,,,,,,
Persona Communications Corp.,2009,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,7,4,3,,,,,,,1,,1
Persona Communications Corp.,2009,National,Canada,0,,Supervisors,Full-Time,4,1,3,,,,,,,,,
Persona Communications Corp.,2009,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,1,1,,,,,,,,,,
Persona Communications Corp.,2009,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,1,,1,,,,,,,,,
Persona Communications Corp.,2009,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,6,6,,,,,,,,,,
Persona Communications Corp.,2009,National,Canada,0,,Clerical Personnel,Full-Time,6,1,5,,,,,,,1,,1
Persona Communications Corp.,2009,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,9,7,2,,,,,,,,,
Persona Communications Corp.,2009,National,Canada,,,Overall,Part-Time,2,,2,,,,,,,,,
Persona Communications Corp.,2009,National,Canada,0,,Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Persona Communications Corp.,2009,National,Canada,0,,Intermediate Sales and Service Personnel,Part-Time,1,,1,,,,,,,,,
Persona Communications Corp.,2009,Provincial,Ontario,,,Overall,Full-Time,22,12,10,,,,,,,1,,1
Persona Communications Corp.,2009,Provincial,Ontario,0,,Middle and Other Managers,Full-Time,3,2,1,,,,,,,,,
Persona Communications Corp.,2009,Provincial,Ontario,0,,Professionals,Full-Time,2,,2,,,,,,,,,
Persona Communications Corp.,2009,Provincial,Ontario,0,,Semi-Professionals and Technicians,Full-Time,6,4,2,,,,,,,,,
Persona Communications Corp.,2009,Provincial,Ontario,0,,Supervisors,Full-Time,1,,1,,,,,,,,,
Persona Communications Corp.,2009,Provincial,Ontario,0,,Skilled Crafts and Trades Workers,Full-Time,3,3,,,,,,,,,,
Persona Communications Corp.,2009,Provincial,Ontario,0,,Clerical Personnel,Full-Time,5,1,4,,,,,,,1,,1
Persona Communications Corp.,2009,Provincial,Ontario,0,,Intermediate Sales and Service Personnel,Full-Time,2,2,,,,,,,,,,
Persona Communications Corp.,2009,Provincial,Ontario,,,Overall,Part-Time,1,,1,,,,,,,,,
Persona Communications Corp.,2009,Provincial,Ontario,0,,Intermediate Sales and Service Personnel,Part-Time,1,,1,,,,,,,,,
Persona Communications Corp.,2009,Provincial,British Columbia,,,Overall,Full-Time,8,5,3,,,,,,,1,,1
Persona Communications Corp.,2009,Provincial,British Columbia,0,,Professionals,Full-Time,1,,1,,,,,,,,,
Persona Communications Corp.,2009,Provincial,British Columbia,0,,Semi-Professionals and Technicians,Full-Time,1,,1,,,,,,,1,,1
Persona Communications Corp.,2009,Provincial,British Columbia,0,,Supervisors,Full-Time,1,1,,,,,,,,,,
Persona Communications Corp.,2009,Provincial,British Columbia,0,,Administrative and Senior Clerical Personnel,Full-Time,1,,1,,,,,,,,,
Persona Communications Corp.,2009,Provincial,British Columbia,0,,Skilled Crafts and Trades Workers,Full-Time,1,1,,,,,,,,,,
Persona Communications Corp.,2009,Provincial,British Columbia,0,,Intermediate Sales and Service Personnel,Full-Time,3,3,,,,,,,,,,
Persona Communications Corp.,2009,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,4,2,2,,,,,,,,,
Persona Communications Corp.,2009,Provincial,Newfoundland and Labrador,0,,Professionals,Full-Time,1,,1,,,,,,,,,
Persona Communications Corp.,2009,Provincial,Newfoundland and Labrador,0,,Supervisors,Full-Time,1,,1,,,,,,,,,
Persona Communications Corp.,2009,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Full-Time,2,2,,,,,,,,,,
Persona Communications Corp.,2009,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,1,,1,,,,,,,,,
Persona Communications Corp.,2009,Provincial,Newfoundland and Labrador,0,,Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Inmarsat Solutions (Canada) Inc.,2009,National,Canada,,,Overall,Full-Time,42,23,19,,,,,,,2,1,1
Inmarsat Solutions (Canada) Inc.,2009,National,Canada,0,,Professionals,Full-Time,12,8,4,,,,,,,1,1,
Inmarsat Solutions (Canada) Inc.,2009,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,2,2,,,,,,,,,,
Inmarsat Solutions (Canada) Inc.,2009,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,1,,1,,,,,,,,,
Inmarsat Solutions (Canada) Inc.,2009,National,Canada,0,,Skilled Sales and Service Personnel,Full-Time,1,1,,,,,,,,,,
Inmarsat Solutions (Canada) Inc.,2009,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,8,8,,,,,,,,,,
Inmarsat Solutions (Canada) Inc.,2009,National,Canada,0,,Clerical Personnel,Full-Time,18,4,14,,,,,,,1,,1
Inmarsat Solutions (Canada) Inc.,2009,National,Canada,,,Overall,Part-Time,1,,1,,,,,,,,,
Inmarsat Solutions (Canada) Inc.,2009,National,Canada,0,,Intermediate Sales and Service Personnel,Part-Time,1,,1,,,,,,,,,
Inmarsat Solutions (Canada) Inc.,2009,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,41,22,19,,,,,,,2,1,1
Inmarsat Solutions (Canada) Inc.,2009,Provincial,Newfoundland and Labrador,0,,Professionals,Full-Time,12,8,4,,,,,,,1,1,
