EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,PEAKEMPLOYEECOUNT,PERMFULLTIMECOUNT,PERMPARTTIMECOUNT,TEMPCOUNT,CANADACOUNT
1507953 Ontario Inc. (Inactive),2014,National,Canada,0,,145,126,9,0,135
1507953 Ontario Inc. (Inactive),2014,National,Canada,4841,General Freight Trucking,145,,,,
1507953 Ontario Inc. (Inactive),2014,Provincial,Ontario,0,,145,,,,
1507953 Ontario Inc. (Inactive),2014,Provincial,Québec,0,,,,,,
1507953 Ontario Inc. (Inactive),2014,Provincial,Nova Scotia,0,,,,,,
1507953 Ontario Inc. (Inactive),2014,Provincial,New Brunswick,0,,,,,,
1507953 Ontario Inc. (Inactive),2014,Provincial,Manitoba,0,,,,,,
1507953 Ontario Inc. (Inactive),2014,Provincial,British Columbia,0,,,,,,
1507953 Ontario Inc. (Inactive),2014,Provincial,Prince Edward Island,0,,,,,,
1507953 Ontario Inc. (Inactive),2014,Provincial,Saskatchewan,0,,,,,,
1507953 Ontario Inc. (Inactive),2014,Provincial,Alberta,0,,,,,,
1507953 Ontario Inc. (Inactive),2014,Provincial,Newfoundland and Labrador,0,,,,,,
1507953 Ontario Inc. (Inactive),2014,Provincial,Yukon,0,,,,,,
1507953 Ontario Inc. (Inactive),2014,Provincial,Northwest Territories,0,,,,,,
1507953 Ontario Inc. (Inactive),2014,Provincial,Nunavut,0,,,,,,
1507953 Ontario Inc. (Inactive),2014,CMA,Calgary,0,,,,,,
1507953 Ontario Inc. (Inactive),2014,CMA,Edmonton,0,,,,,,
1507953 Ontario Inc. (Inactive),2014,CMA,Halifax,0,,,,,,
1507953 Ontario Inc. (Inactive),2014,CMA,Montréal,0,,,,,,
1507953 Ontario Inc. (Inactive),2014,CMA,Regina,0,,,,,,
1507953 Ontario Inc. (Inactive),2014,CMA,Toronto,0,,,,,,
1507953 Ontario Inc. (Inactive),2014,CMA,Vancouver,0,,,,,,
1507953 Ontario Inc. (Inactive),2014,CMA,Winnipeg,0,,,,,,
1641-9749 Québec Inc (Inactive),2014,National,Canada,0,,254,232,18,0,250
1641-9749 Québec Inc (Inactive),2014,National,Canada,4841,General Freight Trucking,253,,,,
1641-9749 Québec Inc (Inactive),2014,National,Canada,4842,Specialized Freight Trucking,1,,,,
1641-9749 Québec Inc (Inactive),2014,Provincial,Ontario,0,,,,,,
1641-9749 Québec Inc (Inactive),2014,Provincial,Québec,0,,254,,,,
1641-9749 Québec Inc (Inactive),2014,Provincial,Nova Scotia,0,,,,,,
1641-9749 Québec Inc (Inactive),2014,Provincial,New Brunswick,0,,,,,,
1641-9749 Québec Inc (Inactive),2014,Provincial,Manitoba,0,,,,,,
1641-9749 Québec Inc (Inactive),2014,Provincial,British Columbia,0,,,,,,
1641-9749 Québec Inc (Inactive),2014,Provincial,Prince Edward Island,0,,,,,,
1641-9749 Québec Inc (Inactive),2014,Provincial,Saskatchewan,0,,,,,,
1641-9749 Québec Inc (Inactive),2014,Provincial,Alberta,0,,,,,,
1641-9749 Québec Inc (Inactive),2014,Provincial,Newfoundland and Labrador,0,,,,,,
1641-9749 Québec Inc (Inactive),2014,Provincial,Yukon,0,,,,,,
1641-9749 Québec Inc (Inactive),2014,Provincial,Northwest Territories,0,,,,,,
1641-9749 Québec Inc (Inactive),2014,Provincial,Nunavut,0,,,,,,
1641-9749 Québec Inc (Inactive),2014,CMA,Calgary,0,,,,,,
1641-9749 Québec Inc (Inactive),2014,CMA,Edmonton,0,,,,,,
1641-9749 Québec Inc (Inactive),2014,CMA,Halifax,0,,,,,,
1641-9749 Québec Inc (Inactive),2014,CMA,Montréal,0,,186,,,,
1641-9749 Québec Inc (Inactive),2014,CMA,Regina,0,,,,,,
1641-9749 Québec Inc (Inactive),2014,CMA,Toronto,0,,,,,,
1641-9749 Québec Inc (Inactive),2014,CMA,Vancouver,0,,,,,,
1641-9749 Québec Inc (Inactive),2014,CMA,Winnipeg,0,,,,,,
4186397 Canada Inc.,2014,National,Canada,0,,844,763,42,5,810
4186397 Canada Inc.,2014,National,Canada,4841,General Freight Trucking,844,,,,
4186397 Canada Inc.,2014,Provincial,Ontario,0,,1,,,,
4186397 Canada Inc.,2014,Provincial,Québec,0,,,,,,
4186397 Canada Inc.,2014,Provincial,Nova Scotia,0,,,,,,
4186397 Canada Inc.,2014,Provincial,New Brunswick,0,,,,,,
4186397 Canada Inc.,2014,Provincial,Manitoba,0,,46,,,,
4186397 Canada Inc.,2014,Provincial,British Columbia,0,,263,,,,
4186397 Canada Inc.,2014,Provincial,Prince Edward Island,0,,,,,,
4186397 Canada Inc.,2014,Provincial,Saskatchewan,0,,35,,,,
4186397 Canada Inc.,2014,Provincial,Alberta,0,,490,,,,
4186397 Canada Inc.,2014,Provincial,Newfoundland and Labrador,0,,,,,,
4186397 Canada Inc.,2014,Provincial,Yukon,0,,9,,,,
4186397 Canada Inc.,2014,Provincial,Northwest Territories,0,,,,,,
4186397 Canada Inc.,2014,Provincial,Nunavut,0,,,,,,
4186397 Canada Inc.,2014,CMA,Calgary,0,,389,,,,
4186397 Canada Inc.,2014,CMA,Edmonton,0,,43,,,,
4186397 Canada Inc.,2014,CMA,Halifax,0,,,,,,
4186397 Canada Inc.,2014,CMA,Montréal,0,,,,,,
4186397 Canada Inc.,2014,CMA,Regina,0,,18,,,,
4186397 Canada Inc.,2014,CMA,Toronto,0,,,,,,
4186397 Canada Inc.,2014,CMA,Vancouver,0,,176,,,,
4186397 Canada Inc.,2014,CMA,Winnipeg,0,,46,,,,
591182 Ontario Ltd.,2014,National,Canada,0,,208,182,23,0,205
591182 Ontario Ltd.,2014,National,Canada,4841,General Freight Trucking,212,,,,
591182 Ontario Ltd.,2014,Provincial,Ontario,0,,208,,,,
591182 Ontario Ltd.,2014,Provincial,Québec,0,,,,,,
591182 Ontario Ltd.,2014,Provincial,Nova Scotia,0,,,,,,
591182 Ontario Ltd.,2014,Provincial,New Brunswick,0,,,,,,
591182 Ontario Ltd.,2014,Provincial,Manitoba,0,,,,,,
591182 Ontario Ltd.,2014,Provincial,British Columbia,0,,,,,,
591182 Ontario Ltd.,2014,Provincial,Prince Edward Island,0,,,,,,
591182 Ontario Ltd.,2014,Provincial,Saskatchewan,0,,,,,,
591182 Ontario Ltd.,2014,Provincial,Alberta,0,,,,,,
591182 Ontario Ltd.,2014,Provincial,Newfoundland and Labrador,0,,,,,,
591182 Ontario Ltd.,2014,Provincial,Yukon,0,,,,,,
591182 Ontario Ltd.,2014,Provincial,Northwest Territories,0,,,,,,
591182 Ontario Ltd.,2014,Provincial,Nunavut,0,,,,,,
591182 Ontario Ltd.,2014,CMA,Calgary,0,,,,,,
591182 Ontario Ltd.,2014,CMA,Edmonton,0,,,,,,
591182 Ontario Ltd.,2014,CMA,Halifax,0,,,,,,
591182 Ontario Ltd.,2014,CMA,Montréal,0,,,,,,
591182 Ontario Ltd.,2014,CMA,Regina,0,,,,,,
591182 Ontario Ltd.,2014,CMA,Toronto,0,,15,,,,
591182 Ontario Ltd.,2014,CMA,Vancouver,0,,,,,,
591182 Ontario Ltd.,2014,CMA,Winnipeg,0,,,,,,
6422217 Canada Inc.,2014,National,Canada,0,,420,389,19,3,411
6422217 Canada Inc.,2014,National,Canada,4841,General Freight Trucking,353,,,,
6422217 Canada Inc.,2014,National,Canada,4921,Couriers,67,,,,
6422217 Canada Inc.,2014,Provincial,Ontario,0,,183,,,,
6422217 Canada Inc.,2014,Provincial,Québec,0,,21,,,,
6422217 Canada Inc.,2014,Provincial,Nova Scotia,0,,,,,,
6422217 Canada Inc.,2014,Provincial,New Brunswick,0,,14,,,,
6422217 Canada Inc.,2014,Provincial,Manitoba,0,,17,,,,
6422217 Canada Inc.,2014,Provincial,British Columbia,0,,102,,,,
6422217 Canada Inc.,2014,Provincial,Prince Edward Island,0,,,,,,
6422217 Canada Inc.,2014,Provincial,Saskatchewan,0,,6,,,,
6422217 Canada Inc.,2014,Provincial,Alberta,0,,77,,,,
6422217 Canada Inc.,2014,Provincial,Newfoundland and Labrador,0,,,,,,
6422217 Canada Inc.,2014,Provincial,Yukon,0,,,,,,
6422217 Canada Inc.,2014,Provincial,Northwest Territories,0,,,,,,
6422217 Canada Inc.,2014,Provincial,Nunavut,0,,,,,,
6422217 Canada Inc.,2014,CMA,Calgary,0,,51,,,,
6422217 Canada Inc.,2014,CMA,Edmonton,0,,26,,,,
6422217 Canada Inc.,2014,CMA,Halifax,0,,,,,,
6422217 Canada Inc.,2014,CMA,Montréal,0,,19,,,,
6422217 Canada Inc.,2014,CMA,Regina,0,,6,,,,
6422217 Canada Inc.,2014,CMA,Toronto,0,,176,,,,
6422217 Canada Inc.,2014,CMA,Vancouver,0,,92,,,,
6422217 Canada Inc.,2014,CMA,Winnipeg,0,,17,,,,
682439 Ontario Inc. (inactive),2014,National,Canada,0,,167,152,11,0,163
682439 Ontario Inc. (inactive),2014,National,Canada,4841,General Freight Trucking,167,,,,
682439 Ontario Inc. (inactive),2014,Provincial,Ontario,0,,162,,,,
682439 Ontario Inc. (inactive),2014,Provincial,Québec,0,,5,,,,
682439 Ontario Inc. (inactive),2014,Provincial,Nova Scotia,0,,,,,,
