EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,PEAKEMPLOYEECOUNT,PERMFULLTIMECOUNT,PERMPARTTIMECOUNT,TEMPCOUNT,CANADACOUNT
1507953 Ontario Inc. (Inactive),2007,National,Canada,0,,,142,3,6,151
1507953 Ontario Inc. (Inactive),2007,National,Canada,4841,General Freight Trucking,157,,,,
1507953 Ontario Inc. (Inactive),2007,Provincial,Ontario,0,,157,,,,
1507953 Ontario Inc. (Inactive),2007,Provincial,Québec,0,,,,,,
1507953 Ontario Inc. (Inactive),2007,Provincial,Nova Scotia,0,,,,,,
1507953 Ontario Inc. (Inactive),2007,Provincial,New Brunswick,0,,,,,,
1507953 Ontario Inc. (Inactive),2007,Provincial,Manitoba,0,,,,,,
1507953 Ontario Inc. (Inactive),2007,Provincial,British Columbia,0,,,,,,
1507953 Ontario Inc. (Inactive),2007,Provincial,Prince Edward Island,0,,,,,,
1507953 Ontario Inc. (Inactive),2007,Provincial,Saskatchewan,0,,,,,,
1507953 Ontario Inc. (Inactive),2007,Provincial,Alberta,0,,,,,,
1507953 Ontario Inc. (Inactive),2007,Provincial,Newfoundland and Labrador,0,,,,,,
1507953 Ontario Inc. (Inactive),2007,Provincial,Yukon,0,,,,,,
1507953 Ontario Inc. (Inactive),2007,Provincial,Northwest Territories,0,,,,,,
1507953 Ontario Inc. (Inactive),2007,Provincial,Nunavut,0,,,,,,
1507953 Ontario Inc. (Inactive),2007,CMA,Calgary,0,,,,,,
1507953 Ontario Inc. (Inactive),2007,CMA,Edmonton,0,,,,,,
1507953 Ontario Inc. (Inactive),2007,CMA,Halifax,0,,,,,,
1507953 Ontario Inc. (Inactive),2007,CMA,Montréal,0,,,,,,
1507953 Ontario Inc. (Inactive),2007,CMA,Regina,0,,,,,,
1507953 Ontario Inc. (Inactive),2007,CMA,Toronto,0,,,,,,
1507953 Ontario Inc. (Inactive),2007,CMA,Vancouver,0,,,,,,
1507953 Ontario Inc. (Inactive),2007,CMA,Winnipeg,0,,,,,,
1641-9749 Québec Inc (Inactive),2007,National,Canada,0,,,454,53,0,507
1641-9749 Québec Inc (Inactive),2007,National,Canada,4841,General Freight Trucking,532,,,,
1641-9749 Québec Inc (Inactive),2007,Provincial,Ontario,0,,,,,,
1641-9749 Québec Inc (Inactive),2007,Provincial,Québec,0,,532,,,,
1641-9749 Québec Inc (Inactive),2007,Provincial,Nova Scotia,0,,,,,,
