EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,TOTALPROMOTIONS,TOTALMENPROMOTIONS,TOTALWOMENPROMOTIONS,TOTALABORIGALLPROMOTIONS,TOTALABORIGMENPROMOTIONS,TOTALABORIGWOMENPROMOTIONS,TOTALPWDALLPROMOTIONS,TOTALPWDMENPROMOTIONS,TOTALPWDWOMENPROMOTIONS,TOTALVISMINALLPROMOTIONS,TOTALVISMINMENPROMOTIONS,TOTALVISMINWOMENPROMOTIONS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
168886 Canada Inc.,1998,National,Canada,0,,Overall,Full-Time,1,1,,,,,,,,,,,1,1,,,,,,,,,,
168886 Canada Inc.,1998,National,Canada,0,,Supervisors,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
168886 Canada Inc.,1998,Provincial,Saskatchewan,0,,Overall,Full-Time,1,1,,,,,,,,,,,1,1,,,,,,,,,,
168886 Canada Inc.,1998,Provincial,Saskatchewan,0,,Supervisors,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
2953285 Canada Inc. (Inactive),1998,National,Canada,0,,Overall,Full-Time,4,1,3,,,,,,,,,,3,1,2,,,,,,,,,
2953285 Canada Inc. (Inactive),1998,National,Canada,0,,Senior Managers,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
2953285 Canada Inc. (Inactive),1998,National,Canada,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
2953285 Canada Inc. (Inactive),1998,National,Canada,0,,Professionals,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
2953285 Canada Inc. (Inactive),1998,National,Canada,0,,Overall,Temporary,1,,1,,,,,,,,,,1,,1,,,,,,,,,
2953285 Canada Inc. (Inactive),1998,National,Canada,0,,Professionals,Temporary,,,,,,,,,,,,,1,,1,,,,,,,,,
2953285 Canada Inc. (Inactive),1998,Provincial,Ontario,0,,Overall,Full-Time,4,1,3,,,,,,,,,,3,1,2,,,,,,,,,
2953285 Canada Inc. (Inactive),1998,Provincial,Ontario,0,,Senior Managers,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
2953285 Canada Inc. (Inactive),1998,Provincial,Ontario,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
2953285 Canada Inc. (Inactive),1998,Provincial,Ontario,0,,Professionals,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
2953285 Canada Inc. (Inactive),1998,Provincial,Ontario,0,,Overall,Temporary,1,,1,,,,,,,,,,1,,1,,,,,,,,,
2953285 Canada Inc. (Inactive),1998,Provincial,Ontario,0,,Professionals,Temporary,,,,,,,,,,,,,1,,1,,,,,,,,,
4186397 Canada Inc.,1998,National,Canada,456,Truck Transport Industries,Overall,Full-Time,17,11,6,,,,,,,,,,17,11,6,,,,,,,,,
4186397 Canada Inc.,1998,National,Canada,456,Truck Transport Industries,Senior Managers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
4186397 Canada Inc.,1998,National,Canada,456,Truck Transport Industries,Middle and Other Managers,Full-Time,,,,,,,,,,,,,4,4,,,,,,,,,,
4186397 Canada Inc.,1998,National,Canada,456,Truck Transport Industries,Professionals,Full-Time,,,,,,,,,,,,,3,1,2,,,,,,,,,
4186397 Canada Inc.,1998,National,Canada,456,Truck Transport Industries,Supervisors,Full-Time,,,,,,,,,,,,,3,2,1,,,,,,,,,
4186397 Canada Inc.,1998,National,Canada,456,Truck Transport Industries,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
4186397 Canada Inc.,1998,National,Canada,456,Truck Transport Industries,Clerical Personnel,Full-Time,,,,,,,,,,,,,3,1,2,,,,,,,,,
4186397 Canada Inc.,1998,National,Canada,456,Truck Transport Industries,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
4186397 Canada Inc.,1998,Provincial,British Columbia,456,Truck Transport Industries,Overall,Full-Time,3,2,1,,,,,,,,,,3,2,1,,,,,,,,,
4186397 Canada Inc.,1998,Provincial,British Columbia,456,Truck Transport Industries,Middle and Other Managers,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
4186397 Canada Inc.,1998,Provincial,British Columbia,456,Truck Transport Industries,Professionals,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
4186397 Canada Inc.,1998,Provincial,Alberta,456,Truck Transport Industries,Overall,Full-Time,13,8,5,,,,,,,,,,13,8,5,,,,,,,,,
4186397 Canada Inc.,1998,Provincial,Alberta,456,Truck Transport Industries,Senior Managers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
4186397 Canada Inc.,1998,Provincial,Alberta,456,Truck Transport Industries,Middle and Other Managers,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
4186397 Canada Inc.,1998,Provincial,Alberta,456,Truck Transport Industries,Professionals,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
4186397 Canada Inc.,1998,Provincial,Alberta,456,Truck Transport Industries,Supervisors,Full-Time,,,,,,,,,,,,,3,2,1,,,,,,,,,
4186397 Canada Inc.,1998,Provincial,Alberta,456,Truck Transport Industries,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
4186397 Canada Inc.,1998,Provincial,Alberta,456,Truck Transport Industries,Clerical Personnel,Full-Time,,,,,,,,,,,,,3,1,2,,,,,,,,,
A.J. Bus Lines Ltd.,1998,National,Canada,0,,Overall,Full-Time,1,,1,,,,,,,,,,1,,1,,,,,,,,,
A.J. Bus Lines Ltd.,1998,National,Canada,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
A.J. Bus Lines Ltd.,1998,National,Canada,0,,Overall,Part-Time,1,1,,,,,,,,,,,1,1,,,,,,,,,,
A.J. Bus Lines Ltd.,1998,National,Canada,0,,Semi-Skilled Manual Workers,Part-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
A.J. Bus Lines Ltd.,1998,Provincial,Ontario,0,,Overall,Full-Time,1,,1,,,,,,,,,,1,,1,,,,,,,,,
A.J. Bus Lines Ltd.,1998,Provincial,Ontario,0,,Clerical Personnel,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
A.J. Bus Lines Ltd.,1998,Provincial,Ontario,0,,Overall,Part-Time,1,1,,,,,,,,,,,1,1,,,,,,,,,,
A.J. Bus Lines Ltd.,1998,Provincial,Ontario,0,,Semi-Skilled Manual Workers,Part-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
ACC TelEntreprises Ltd. (Inactive),1998,National,Canada,0,,Overall,Full-Time,39,24,15,,,,,,,2,1,1,38,24,14,,,,,,,2,1,1
ACC TelEntreprises Ltd. (Inactive),1998,National,Canada,0,,Senior Managers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
ACC TelEntreprises Ltd. (Inactive),1998,National,Canada,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,15,11,4,,,,,,,1,1,
ACC TelEntreprises Ltd. (Inactive),1998,National,Canada,0,,Professionals,Full-Time,,,,,,,,,,,,,5,2,3,,,,,,,,,
ACC TelEntreprises Ltd. (Inactive),1998,National,Canada,0,,Supervisors,Full-Time,,,,,,,,,,,,,10,6,4,,,,,,,1,,1
ACC TelEntreprises Ltd. (Inactive),1998,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
