EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Jazz Aviation L.P.,2013,National,Canada,,,Overall,Full-Time,457,321,136,10,5,5,19,17,2,53,40,13
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Senior Managers,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,5,4,1,,,,1,1,,,,
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Professionals,Full-Time,20,12,8,,,,1,1,,2,2,
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,146,137,9,2,2,,4,4,,17,16,1
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Supervisors,Full-Time,16,6,10,,,,1,1,,,,
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,11,10,1,,,,,,,,,
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,100,97,3,2,2,,7,7,,10,9,1
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,42,22,20,1,,1,,,,5,4,1
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,97,19,78,4,1,3,4,2,2,16,7,9
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,15,10,5,1,,1,1,1,,2,1,1
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Other Sales and Service Personnel,Full-Time,3,2,1,,,,,,,1,1,
Jazz Aviation L.P.,2013,National,Canada,,,Overall,Part-Time,107,35,72,8,2,6,3,2,1,18,10,8
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Clerical Personnel,Part-Time,2,1,1,,,,,,,,,
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,77,11,66,7,1,6,1,,1,10,3,7
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,28,23,5,1,1,,2,2,,8,7,1
Jazz Aviation L.P.,2013,Provincial,Ontario,,,Overall,Full-Time,218,169,49,5,2,3,7,7,,23,17,6
Jazz Aviation L.P.,2013,Provincial,Ontario,4811,Scheduled Air Transportation,Senior Managers,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2013,Provincial,Ontario,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,1,1,,,,,1,1,,,,
Jazz Aviation L.P.,2013,Provincial,Ontario,4811,Scheduled Air Transportation,Professionals,Full-Time,7,4,3,,,,,,,1,1,
Jazz Aviation L.P.,2013,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,77,74,3,1,1,,2,2,,8,8,
Jazz Aviation L.P.,2013,Provincial,Ontario,4811,Scheduled Air Transportation,Supervisors,Full-Time,12,4,8,,,,,,,,,
Jazz Aviation L.P.,2013,Provincial,Ontario,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,7,7,,,,,,,,,,
Jazz Aviation L.P.,2013,Provincial,Ontario,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2013,Provincial,Ontario,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,61,60,1,1,1,,3,3,,4,3,1
Jazz Aviation L.P.,2013,Provincial,Ontario,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,25,12,13,1,,1,,,,4,3,1
Jazz Aviation L.P.,2013,Provincial,Ontario,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,22,1,21,2,,2,,,,5,1,4
Jazz Aviation L.P.,2013,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,3,3,,,,,1,1,,1,1,
Jazz Aviation L.P.,2013,Provincial,Ontario,4811,Scheduled Air Transportation,Other Sales and Service Personnel,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2013,Provincial,Ontario,,,Overall,Part-Time,18,6,12,3,1,2,1,,1,1,1,
Jazz Aviation L.P.,2013,Provincial,Ontario,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Part-Time,13,1,12,2,,2,1,,1,,,
Jazz Aviation L.P.,2013,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Part-Time,5,5,,1,1,,,,,1,1,
Jazz Aviation L.P.,2013,Provincial,Québec,,,Overall,Full-Time,40,28,12,,,,,,,3,2,1
Jazz Aviation L.P.,2013,Provincial,Québec,4811,Scheduled Air Transportation,Professionals,Full-Time,3,2,1,,,,,,,,,
Jazz Aviation L.P.,2013,Provincial,Québec,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,16,14,2,,,,,,,2,2,
