EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2013,National,Canada,,,Overall,Full-Time,98,47,51,15,8,7,6,2,4,6,4,2
Provincial Aerospace Ltd.,2013,National,Canada,0,,Senior Managers,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2013,National,Canada,0,,Middle and Other Managers,Full-Time,6,3,3,,,,,,,1,1,
Provincial Aerospace Ltd.,2013,National,Canada,0,,Professionals,Full-Time,2,,2,1,,1,,,,,,
Provincial Aerospace Ltd.,2013,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,9,6,3,,,,1,1,,1,1,
Provincial Aerospace Ltd.,2013,National,Canada,0,,Supervisors,Full-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2013,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,4,3,1,,,,,,,1,1,
Provincial Aerospace Ltd.,2013,National,Canada,0,,Clerical Personnel,Full-Time,10,4,6,1,,1,1,,1,,,
Provincial Aerospace Ltd.,2013,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,32,5,27,3,1,2,3,,3,2,,2
Provincial Aerospace Ltd.,2013,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,28,21,7,9,6,3,1,1,,,,
Provincial Aerospace Ltd.,2013,National,Canada,0,,Other Sales and Service Personnel,Full-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2013,National,Canada,0,,Other Manual Workers,Full-Time,4,4,,1,1,,,,,1,1,
Provincial Aerospace Ltd.,2013,National,Canada,,,Overall,Part-Time,7,3,4,4,1,3,,,,,,
Provincial Aerospace Ltd.,2013,National,Canada,0,,Intermediate Sales and Service Personnel,Part-Time,5,1,4,3,,3,,,,,,
Provincial Aerospace Ltd.,2013,National,Canada,0,,Semi-Skilled Manual Workers,Part-Time,2,2,,1,1,,,,,,,
Provincial Aerospace Ltd.,2013,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,82,38,44,14,7,7,5,1,4,6,4,2
Provincial Aerospace Ltd.,2013,Provincial,Newfoundland and Labrador,0,,Senior Managers,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2013,Provincial,Newfoundland and Labrador,0,,Middle and Other Managers,Full-Time,6,3,3,,,,,,,1,1,
Provincial Aerospace Ltd.,2013,Provincial,Newfoundland and Labrador,0,,Professionals,Full-Time,2,,2,1,,1,,,,,,
Provincial Aerospace Ltd.,2013,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Full-Time,6,3,3,,,,,,,1,1,
Provincial Aerospace Ltd.,2013,Provincial,Newfoundland and Labrador,0,,Supervisors,Full-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2013,Provincial,Newfoundland and Labrador,0,,Skilled Crafts and Trades Workers,Full-Time,2,2,,,,,,,,1,1,
Provincial Aerospace Ltd.,2013,Provincial,Newfoundland and Labrador,0,,Clerical Personnel,Full-Time,10,4,6,1,,1,1,,1,,,
Provincial Aerospace Ltd.,2013,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Full-Time,23,2,21,2,,2,3,,3,2,,2
Provincial Aerospace Ltd.,2013,Provincial,Newfoundland and Labrador,0,,Semi-Skilled Manual Workers,Full-Time,26,19,7,9,6,3,1,1,,,,
Provincial Aerospace Ltd.,2013,Provincial,Newfoundland and Labrador,0,,Other Sales and Service Personnel,Full-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2013,Provincial,Newfoundland and Labrador,0,,Other Manual Workers,Full-Time,4,4,,1,1,,,,,1,1,
Provincial Aerospace Ltd.,2013,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,6,2,4,4,1,3,,,,,,
Provincial Aerospace Ltd.,2013,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Part-Time,4,,4,3,,3,,,,,,
Provincial Aerospace Ltd.,2013,Provincial,Newfoundland and Labrador,0,,Semi-Skilled Manual Workers,Part-Time,2,2,,1,1,,,,,,,
Jazz Aviation L.P.,2013,National,Canada,,,Overall,Full-Time,255,182,73,6,5,1,6,5,1,82,63,19
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,2,2,,,,,1,1,,,,
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Professionals,Full-Time,16,13,3,,,,2,2,,2,1,1
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,73,66,7,1,1,,,,,20,19,1
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Supervisors,Full-Time,6,2,4,,,,,,,1,1,
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,1,1,,,,,,,,,,
Jazz Aviation L.P.,2013,National,Canada,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,73,71,2,4,4,,1,1,,31,30,1
