EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,PEAKEMPLOYEECOUNT,PERMFULLTIMECOUNT,PERMPARTTIMECOUNT,TEMPCOUNT,CANADACOUNT
1507953 Ontario Inc. (Inactive),2009,National,Canada,0,,157,128,3,2,133
1507953 Ontario Inc. (Inactive),2009,National,Canada,4841,General Freight Trucking,157,,,,
1507953 Ontario Inc. (Inactive),2009,Provincial,Ontario,0,,157,,,,
1507953 Ontario Inc. (Inactive),2009,Provincial,Québec,0,,,,,,
1507953 Ontario Inc. (Inactive),2009,Provincial,Nova Scotia,0,,,,,,
1507953 Ontario Inc. (Inactive),2009,Provincial,New Brunswick,0,,,,,,
1507953 Ontario Inc. (Inactive),2009,Provincial,Manitoba,0,,,,,,
1507953 Ontario Inc. (Inactive),2009,Provincial,British Columbia,0,,,,,,
1507953 Ontario Inc. (Inactive),2009,Provincial,Prince Edward Island,0,,,,,,
1507953 Ontario Inc. (Inactive),2009,Provincial,Saskatchewan,0,,,,,,
1507953 Ontario Inc. (Inactive),2009,Provincial,Alberta,0,,,,,,
1507953 Ontario Inc. (Inactive),2009,Provincial,Newfoundland and Labrador,0,,,,,,
1507953 Ontario Inc. (Inactive),2009,Provincial,Yukon,0,,,,,,
1507953 Ontario Inc. (Inactive),2009,Provincial,Northwest Territories,0,,,,,,
1507953 Ontario Inc. (Inactive),2009,Provincial,Nunavut,0,,,,,,
1507953 Ontario Inc. (Inactive),2009,CMA,Calgary,0,,,,,,
1507953 Ontario Inc. (Inactive),2009,CMA,Edmonton,0,,,,,,
1507953 Ontario Inc. (Inactive),2009,CMA,Halifax,0,,,,,,
1507953 Ontario Inc. (Inactive),2009,CMA,Montréal,0,,,,,,
1507953 Ontario Inc. (Inactive),2009,CMA,Regina,0,,,,,,
1507953 Ontario Inc. (Inactive),2009,CMA,Toronto,0,,,,,,
1507953 Ontario Inc. (Inactive),2009,CMA,Vancouver,0,,,,,,
1507953 Ontario Inc. (Inactive),2009,CMA,Winnipeg,0,,,,,,
1641-9749 Québec Inc (Inactive),2009,National,Canada,0,,450,394,45,0,439
1641-9749 Québec Inc (Inactive),2009,National,Canada,4841,General Freight Trucking,450,,,,
1641-9749 Québec Inc (Inactive),2009,Provincial,Ontario,0,,,,,,
1641-9749 Québec Inc (Inactive),2009,Provincial,Québec,0,,449,,,,
1641-9749 Québec Inc (Inactive),2009,Provincial,Nova Scotia,0,,,,,,
1641-9749 Québec Inc (Inactive),2009,Provincial,New Brunswick,0,,,,,,
1641-9749 Québec Inc (Inactive),2009,Provincial,Manitoba,0,,,,,,
1641-9749 Québec Inc (Inactive),2009,Provincial,British Columbia,0,,,,,,
1641-9749 Québec Inc (Inactive),2009,Provincial,Prince Edward Island,0,,,,,,
1641-9749 Québec Inc (Inactive),2009,Provincial,Saskatchewan,0,,1,,,,
1641-9749 Québec Inc (Inactive),2009,Provincial,Alberta,0,,,,,,
1641-9749 Québec Inc (Inactive),2009,Provincial,Newfoundland and Labrador,0,,,,,,
1641-9749 Québec Inc (Inactive),2009,Provincial,Yukon,0,,,,,,
